center,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7
IND110087AAA,2.8858407,0.0,2.465404,0.0,3.2492979,0.0,0.0,2.8335583
IND683511AAA,4.3356414,0.0,3.1029515,0.0,2.340894,0.0,0.0,3.76526
IND847212AAA,3.2387636,0.0,2.5215847,0.0,3.4290988,0.0,0.0,3.1489258
IND68004AAA,2.9064963,0.0,1.9926692,0.0,2.4679842,0.0,0.0,2.7089531
IND389151AAA,2.711211,0.0,2.1990337,0.0,2.6568491,0.3337096,0.0,2.4150684
IND473331AAA,3.1316936,0.0,2.556781,0.0,3.0657885,0.5729194,0.0,2.7971604
IND506132AAA,1.7970586,0.0,1.4572,0.0,1.9160274,0.0,0.0,1.7321557
IND754160AAA,0.20799413,0.0,0.07661653,0.0,0.17775041,0.0,0.0,0.21369427
IND413401AAA,2.5373814,0.0,1.3363358,0.0,2.2933114,0.0,0.0,2.3867035
IND811307AAA,0.3275017,0.0,0.0,0.0,0.11183869,0.0,0.0,0.18567967
IND412105AAC,4.269914,0.0,3.4922862,0.06670965,4.1547484,1.1547649,0.0,3.7302144
IND573134AAB,2.9521291,0.0,2.2181554,0.0,2.6172981,0.0,0.0,2.7145414
IND585211AAA,2.7908967,0.0,2.081607,0.0,2.551025,0.0,0.0,2.6191146
IND144001AAA,3.0338938,0.0,2.5187848,0.0,3.1076539,0.295054,0.0,2.778281
IND370201AAA,6.3120766,0.0,4.8471684,0.0,5.7579527,0.34826863,0.0,5.716447
IND722154AAA,4.1737866,0.0,2.9454126,0.0,3.8686287,0.0,0.0,3.9920993
IND518002AAA,4.8630686,0.0,3.1070237,0.0,2.740001,0.0,0.0,4.2809005
IND263401AAA,3.1587265,0.0,2.514866,0.0,2.9375618,0.0,0.0,3.0315135
IND586101AAB,2.474242,0.0,2.1161554,0.0,2.491905,0.0,0.0,2.343916
IND521301AAA,2.6863263,0.0,2.0246792,0.0,2.7421372,0.0,0.0,2.613424
IND144001AAB,3.9728343,0.0,2.3821468,0.0,2.605657,0.0,0.0,3.597546
IND210427AAA,5.735806,0.0,4.4460516,0.0,5.78208,0.0,0.0,5.4046226
IND508223AAA,2.2660027,0.0,1.9151645,0.0,2.3467271,0.0,0.0,2.2267365
IND221303AAA,3.6192424,0.0,3.54118,0.0,4.1956844,0.0,0.0,3.0435364
IND851127AAA,3.040106,0.0,2.2344842,0.0,2.9450889,0.0,0.0,2.8429954
IND395023AAA,4.366518,0.0,2.1390083,0.0,2.169029,0.0,0.0,3.919457
IND360311AAA,3.3178666,0.0,2.6584163,0.3301258,2.983115,0.91764873,0.0,2.866702
IND285205AAB,2.2460597,0.0,1.852412,0.0,2.283076,0.07091499,0.0,2.0541425
IND110083AAA,6.0101147,0.0,4.9017367,0.0,5.9224114,0.94691485,0.0,5.4655313
IND364710AAA,2.7554162,0.0,2.394527,0.0,2.935982,0.7453797,0.0,2.5524843
IND431708AAA,3.0295947,0.0,2.5693185,0.0,3.2502344,0.0,0.0,2.8399398
IND282005AAA,22.745663,0.0,19.033728,5.153105,21.493504,10.04088,0.0,19.628527
IND641001AAA,4.409002,0.0,3.7206998,0.0,4.531623,0.0,0.0,4.179217
IND000000AFR,1.0288758,0.0,0.0,0.0,0.10481935,0.0,0.0,0.62110716
IND271001AAA,4.1640663,0.0,4.185036,0.0,4.9184895,0.0,0.0,3.1763663
IND828111AAA,3.647382,0.0,3.0383728,0.0,3.6696482,0.0,0.0,3.4887178
IND563130AAA,2.7026415,0.0,2.4307575,0.0,2.890194,0.0,0.0,2.6723323
IND637001AAA,2.5782235,0.0,2.2665882,0.34463453,2.5792937,0.86376005,0.0,2.3916638
IND843301AAA,4.795598,0.0,4.0278287,0.0,4.973076,0.0,0.0,4.5632806
IND843329AAB,1.9858193,0.0,1.4991285,0.0,2.3426,0.0,0.0,2.0773041
IND301001AAB,7.105059,0.0,5.4712567,0.0,6.4717884,0.0,0.0,6.728474
IND585222AAA,2.5475867,0.0,1.8864129,0.0,2.1813624,0.0,0.0,2.3211334
IND331304AAA,1.8059882,0.0,1.5619056,0.0,2.0090077,0.0,0.0,1.7493864
IND136128AAA,2.228079,0.0,1.827175,0.0,2.2415082,0.07581487,0.0,2.0383947
IND411036AAA,3.5637345,0.0,1.3738397,0.0,2.8114188,0.0,0.0,3.0641735
IND282002AAD,5.2499146,0.0,3.6417246,0.0,4.145133,0.0,0.0,4.9473157
IND500055AAC,0.22580928,0.0,0.0692784,0.0,0.15252948,0.0,0.0,0.26964322
IND403507AAB,1.3368005,0.0,1.1312135,0.0,1.7434285,0.0,0.0,1.4282458
IND606803AAA,3.32173,0.0,2.7152383,0.0,3.2419186,0.68031985,0.0,2.9550805
IND517408AAA,3.1209726,0.0,2.7014213,0.5149071,3.0687988,1.1317836,0.0,2.8466282
IND000000AAQ,0.1563536,0.0,0.27311814,0.0,0.3213819,0.0,0.0,0.09663244
IND560099AAG,0.27498662,0.0,0.22135277,0.0,0.21952394,0.0,0.0,0.20558867
IND621704AAA,2.4861605,0.0,1.9887221,0.0,2.4478612,0.07884497,0.0,2.2920408
IND363310AAB,2.6604855,0.0,1.9673717,0.0,2.6654332,0.0,0.0,2.670381
IND571440AAA,2.229228,0.0,1.7822737,0.0,2.1985276,0.0,0.0,2.063105
IND334001AAC,2.7084906,0.0,1.9561447,0.0,2.429286,0.0,0.0,2.417488
IND261201AAB,0.1704162,0.0,0.18866149,0.0,0.24607483,0.0,0.0,0.09732669
IND505467AAA,2.5823915,0.0,2.0485275,0.0,2.4158366,0.31114224,0.0,2.3144584
IND327001AAB,4.24283,0.0,3.3987224,0.0,4.1328998,0.44578734,0.0,3.8833866
IND140406AAA,2.904725,0.0,1.9715747,0.0,2.7199392,0.0,0.0,2.773733
IND208006AAA,2.2077484,0.0,1.2029469,0.0,2.6059217,0.0,0.0,2.3497953
IND400037AAA,12.683304,0.0,10.3850975,1.9736271,11.936333,5.0986934,0.0,10.837806
IND629001AAA,2.7555664,0.0,2.5797606,0.0,3.1420782,0.14619696,0.0,2.7551453
IND444602AAA,0.107120395,0.0,0.0,0.0,0.2245636,0.0,0.0,0.14235142
IND457001AAA,2.207549,0.0,1.2663326,0.0,1.739257,0.0,0.0,2.0384657
IND577126AAA,3.2936618,0.0,2.6258926,0.0,3.1919177,0.36155272,0.0,3.0051737
IND627756AAA,2.9227245,0.0,2.3695643,0.0,2.8220391,0.49046832,0.0,2.6133754
IND476001AAA,2.5303366,0.0,1.8732263,0.0,2.5349827,0.0,0.0,2.4692473
IND231205AAA,3.232342,0.0,2.6362717,0.0,3.2251196,0.43883443,0.0,2.9126823
IND533262AAA,3.804167,0.0,2.7797444,0.0,3.426244,0.0,0.0,3.5607717
IND140901AAA,3.150023,0.0,1.8045965,0.0,2.6779625,0.0,0.0,2.9893537
IND277211AAA,2.2209046,0.0,1.8368493,0.0,2.2705507,0.046163827,0.0,2.031815
IND431103AAA,2.3158371,0.0,2.0643435,0.0,2.617956,0.44140726,0.0,2.203413
IND333504AAA,3.6853297,0.0,2.985791,0.0,3.5668437,0.7034343,0.0,3.3014834
IND224122AAA,4.0758867,0.0,3.534048,0.0,4.3801804,1.2668856,0.0,3.681121
IND414302AAB,2.8703353,0.0,1.9471048,0.0,2.5326412,0.0,0.0,2.7522423
IND509124AAA,2.9748201,0.0,1.782956,0.0,2.0781648,0.0,0.0,2.55426
IND135001AAA,2.9811316,0.0,1.8855995,0.0,2.8293583,0.0,0.0,2.9088717
IND676306AAA,1.7760463,0.0,1.4953539,0.0,1.893716,0.0,0.0,1.6915601
IND571438AAB,0.22221147,0.0,0.0831661,0.0,0.20012125,0.0,0.0,0.17890745
IND173025AAA,3.9632096,0.0,2.2190175,0.0,3.5793095,0.0,0.0,3.667806
IND201301AAL,2.6413178,0.0,1.7166644,0.0,2.0557103,0.0,0.0,2.3989308
IND140401AAA,2.8180885,0.0,1.7355114,0.0,2.0455415,0.0,0.0,2.5135717
IND492001AAB,0.27498662,0.0,0.22135277,0.0,0.21952394,0.0,0.0,0.20558867
IND362150AAA,2.8017995,0.0,2.2487755,0.0,2.801287,0.017168425,0.0,2.5955234
IND560300AAA,5.9523926,0.0,2.506811,0.0,2.182637,0.0,0.0,4.45153
IND423105AAA,4.243932,0.0,3.6265852,0.0,4.3819704,0.0,0.0,3.8903234
IND274402AAA,4.192307,0.0,3.2598515,0.0,3.8675041,0.463238,0.0,3.686018
IND670643AAA,2.312956,0.0,1.8925797,0.0,2.3839858,0.0,0.0,2.155866
IND360490AAA,4.266872,0.0,3.4919202,0.0,4.218928,0.7980849,0.0,3.8584735
IND332709AAA,4.081793,0.0,3.5858955,0.1009091,4.348966,1.3121885,0.0,3.7294075
IND222136AAA,14.515089,0.0,12.404966,2.5293698,14.144503,6.027214,0.0,12.794563
IND531162AAA,2.5829957,0.0,1.8418995,0.0,3.017124,0.0,0.0,2.6508143
IND423109AAA,4.154201,0.0,3.111177,0.0,3.4196775,0.0,0.0,3.6739156
IND414001AAA,3.273372,0.0,1.8571485,0.0,2.519287,0.0,0.0,2.9705265
IND400064AAB,0.29910815,0.0,0.0,0.0,0.082327,0.0,0.0,0.27632782
IND827013AAA,4.6649694,0.0,3.9933846,0.0,4.7872,0.7128237,0.0,4.3093853
IND603102AAA,3.0714676,0.0,2.0688798,0.0,3.1091688,0.0,0.0,2.9897916
IND680587AAA,2.4874194,0.0,1.562456,0.0,2.026242,0.0,0.0,2.2737505
IND500010AAA,7.3924246,0.0,5.342493,0.0,6.5014706,0.0,0.0,6.806585
IND421302AAR,4.9834332,0.0,3.776676,0.0,4.047598,0.0,0.0,4.3288493
IND410501AAF,6.4436088,0.0,4.5985723,0.0,6.056406,0.0,0.0,5.961189
IND711303AAA,3.7249753,0.0,3.0062468,0.0,3.6739347,0.32733127,0.0,3.417689
IND431717AAA,4.253754,0.0,3.5549798,0.0,4.447767,0.33448872,0.0,3.9410884
IND335501AAA,11.375408,0.0,9.438183,0.6325911,11.00634,3.767336,0.0,10.04331
IND580028AAA,5.0110683,0.0,3.0262363,0.0,2.7234914,0.0,0.0,4.433624
IND203135AAA,2.6145463,0.0,1.9544998,0.0,2.2682478,0.0,0.0,2.2688038
IND175101AAA,3.3231122,0.0,1.771831,0.0,3.1115258,0.0,0.0,3.1470752
IND638501AAB,1.8590537,0.0,1.3819177,0.0,1.9448658,0.0,0.0,1.8452871
IND751021AAA,0.27498662,0.0,0.22135277,0.0,0.21952394,0.0,0.0,0.20558867
IND284001AAA,0.18919492,0.0,0.14297208,0.0,0.28598696,0.0,0.0,0.14942807
IND466001AAA,4.558508,0.0,3.3366761,0.0,4.28772,0.0,0.0,4.2407203
IND761200AAA,2.4148962,0.0,2.023316,0.0,2.5012321,0.0,0.0,2.3692575
IND422605AAA,3.06631,0.0,2.189525,0.0,2.6711211,0.0,0.0,2.7251737
IND500039AAB,0.17342876,0.0,0.15816787,0.0,0.22957069,0.0,0.0,0.11258387
IND176201AAA,2.640032,0.0,2.30289,0.0,2.854756,0.0,0.0,2.4215124
IND363621AAB,2.5248842,0.0,1.9249588,0.0,2.238166,0.19277552,0.0,2.2778866
IND561202AAB,2.7704113,0.0,2.208736,0.0,2.7375016,0.055464305,0.0,2.5585659
IND600016AAB,0.47251886,0.0,0.09070025,0.0,0.06331081,0.0,0.0,0.38149112
IND785675AAA,4.9408913,0.0,3.9599009,0.0,4.85515,0.42200205,0.0,4.5384054
IND721434AAB,4.3589044,0.0,3.5638044,0.09734371,4.233453,1.2026868,0.0,3.804318
IND580002AAA,4.84274,0.0,3.9348888,0.0,4.8254733,0.0,0.0,4.55576
IND847223AAA,3.4708145,0.0,2.789542,0.0,3.8121877,0.0,0.0,3.4030871
IND173212AAA,4.9353228,0.0,3.126414,0.0,3.890823,0.0,0.0,4.484302
IND443301AAA,3.6257803,0.0,2.948553,0.0,3.6092913,0.47410816,0.0,3.31234
IND673506AAA,2.7487833,0.0,2.1680043,0.0,2.6498246,0.08557608,0.0,2.5236452
IND273014AAB,6.8253956,0.0,5.065366,0.0,5.204778,0.0,0.0,5.8350086
IND335513AAA,3.2055233,0.0,2.3364282,0.0,2.597103,0.0,0.0,2.895777
IND247667AAB,3.1400898,0.0,1.9094367,0.0,3.051082,0.0,0.0,3.0317814
IND231216AAA,3.994243,0.0,3.6140184,0.0,4.363248,1.0833569,0.0,3.689942
IND424201AAA,1.9543935,0.0,2.0426102,0.0,2.667184,0.0,0.0,1.8592451
IND263601AAA,3.6393225,0.0,2.4026873,0.0,2.8868663,0.0,0.0,3.146998
IND232327AAA,3.5326393,0.0,3.32088,0.0,4.0450053,0.7434368,0.0,3.3091023
IND491995AAB,2.3068554,0.0,2.0482597,0.0,2.578572,0.4726938,0.0,2.1928985
IND742223AAA,6.742559,0.0,5.5188746,0.52125233,6.483038,2.2702231,0.0,5.853951
IND400072AAI,0.27498662,0.0,0.22135277,0.0,0.21952394,0.0,0.0,0.20558867
IND600076AAB,3.3555155,0.0,2.2186735,0.0,3.1898403,0.0,0.0,3.2738078
IND441614AAA,0.2356605,0.0,0.106632955,0.0,0.13503373,0.0,0.0,0.16641189
IND533003AAA,4.5854335,0.0,3.5795228,0.0,4.2251987,0.0,0.0,4.180262
IND335804AAD,2.4161122,0.0,1.7632828,0.0,1.9799546,0.0,0.0,2.176683
IND148001AAA,2.0108514,0.0,1.7339699,0.0,2.259226,0.0049857125,0.0,1.9952172
IND360575AAA,2.3650153,0.0,1.8818173,0.0,2.391464,0.0,0.0,2.2186444
IND620012AAA,5.5301003,0.0,4.782316,0.6459094,5.6506424,1.974286,0.0,4.923404
IND732202AAA,6.0470486,0.0,4.993114,0.0,6.0216713,1.5569282,0.0,5.4087014
IND506343AAA,2.5222213,0.0,2.0152786,0.0,2.5314972,0.0,0.0,2.356726
IND152024AAA,3.1414566,0.0,2.459341,0.0,3.1172976,0.0,0.0,2.956014
IND122001AAA,5.432444,0.0,3.532746,0.0,4.3889394,0.0,0.0,4.9172287
IND383255AAB,1.9760537,0.0,1.4514157,0.0,1.9635222,0.0,0.0,1.91423
IND505325AAA,1.9283587,0.0,1.4111179,0.0,1.8516697,0.0,0.0,1.842046
IND829122AAA,3.6666873,0.0,2.9941967,0.0,3.733532,0.023260973,0.0,3.4101844
IND574117AAA,3.8624713,0.0,2.8493652,0.0,3.4665542,0.0,0.0,3.454143
IND721102AAA,3.2461379,0.0,1.9199451,0.0,3.1887605,0.0,0.0,3.143198
IND276305AAA,2.8883414,0.0,2.7192862,0.0,3.291931,0.0,0.0,2.5193956
IND792130AAB,0.1505915,0.0,0.0,0.0,0.26905048,0.0,0.0,0.1946741
IND679322AAA,3.3082802,0.0,2.645452,0.0,3.1443293,0.5574793,0.0,2.9615777
IND700065AAB,0.16501512,0.0,0.20639917,0.0,0.22008756,0.0,0.0,0.15829748
IND396445AAA,2.7010844,0.0,2.37939,0.0,3.0658257,0.0,0.0,2.5979283
IND122004AAA,0.7706373,0.0,0.0,0.0,0.026498012,0.0,0.0,0.33615455
IND332001AAB,4.873121,0.0,3.082079,0.0,3.0003264,0.0,0.0,3.7611053
IND000000AAZ,8.431035,0.0,6.842429,0.6403901,7.889677,2.6119156,0.0,7.2441587
IND501359AAG,0.17035821,0.0,0.19985163,0.0,0.2530335,0.0,0.0,0.09275965
IND761020AAA,3.4790394,0.0,3.11495,0.0,3.8271825,0.97824436,0.0,3.22846
IND341512AAA,3.0943959,0.0,2.545021,0.0,3.078777,0.53628397,0.0,2.7773752
IND302033AAB,4.001186,0.0,3.5409718,0.0,4.3694153,1.2211287,0.0,3.664706
IND131301AAA,3.7985106,0.0,2.9157608,0.0,3.815028,0.0,0.0,3.686654
IND736101AAA,2.9419272,0.0,2.6633737,0.0,3.2557428,0.71066314,0.0,2.773788
IND160102AAC,3.6298182,0.0,0.7994245,0.0,2.6784637,0.0,0.0,2.9808085
IND802158AAB,3.392875,0.0,2.9460013,0.0,3.6269114,0.0,0.0,3.2442596
IND000000ACS,4.77475,0.0,3.8565485,0.0,4.9676857,0.0,0.0,4.824923
IND206001AAA,2.9353664,0.0,0.79835165,0.0,2.4776394,0.0,0.0,2.5374029
IND488001AAA,3.1991394,0.0,2.6312544,0.0,3.2578633,0.17009965,0.0,2.9533112
IND342005AAD,6.415626,0.0,4.7348433,0.0,5.1319437,0.9805247,0.0,5.3583355
IND385340AAB,3.0788972,0.0,2.5384817,0.0,3.0637383,0.0,0.0,2.9410784
IND246761AAA,4.4564576,0.0,3.0237708,0.0,3.456932,0.0,0.0,3.8080728
IND530018AAA,0.27498662,0.0,0.22135277,0.0,0.21952394,0.0,0.0,0.20558867
IND790001AAB,0.111212924,0.0,0.12608889,0.0,0.4022557,0.0,0.0,0.11902643
IND486886AAA,2.510931,0.0,2.1063783,0.0,2.5927837,0.16968697,0.0,2.296927
IND561207AAB,2.1294906,0.0,1.4529066,0.0,1.7454114,0.0,0.0,1.8828934
IND712310AAA,6.685458,0.0,5.672671,1.4128641,6.336917,2.602443,0.0,5.889913
IND695572AAB,2.9126656,0.0,2.373422,0.0,2.5610366,0.0,0.0,2.6822407
IND444005AAB,3.821482,0.0,2.7418606,0.0,3.3315609,0.0,0.0,3.6371388
IND574239AAA,2.467427,0.0,2.017664,0.0,2.4560199,0.22068974,0.0,2.2408497
IND441206AAB,0.38997856,0.0,0.0,0.0,0.06073191,0.0,0.0,0.2489056
IND792110AAA,2.5079653,0.0,1.914078,0.0,2.5089877,0.0,0.0,2.3854373
IND605010AAB,3.0802543,0.0,2.0178418,0.0,2.5345962,0.0,0.0,2.844792
IND516360AAB,3.1943233,0.0,2.6025093,0.0,3.11964,0.61196995,0.0,2.8403077
IND573201AAB,3.6759393,0.0,2.1603909,0.0,2.4922297,0.0,0.0,3.2980428
IND591237AAB,3.5837266,0.0,2.8737369,0.0,3.569423,0.05253967,0.0,3.3266306
IND515801AAA,4.120074,0.0,3.1751683,0.0,3.6386921,0.19503397,0.0,3.6849685
IND530012AAA,7.788416,0.0,4.827097,0.0,4.4188952,0.0,0.0,6.40844
IND583231AAA,2.6070487,0.0,2.1196315,0.0,2.678608,0.0,0.0,2.4385564
IND231225AAB,3.685753,0.0,2.9910538,0.022438213,3.5249095,0.8941054,0.0,3.2383802
IND311302AAA,2.9116466,0.0,2.5218883,0.0,3.1289942,0.0,0.0,2.7405136
IND423701AAB,3.5054448,0.0,3.0264962,0.0,3.5794218,0.0,0.0,3.399731
IND562125AAA,2.9385512,0.0,2.258102,0.0,2.6761546,0.24433157,0.0,2.643677
IND204215AAA,4.1932683,0.0,3.432102,0.3347783,3.9915414,1.2868426,0.0,3.6286898
IND415612AAA,4.365623,0.0,3.52837,0.0,4.3272467,0.49488184,0.0,4.0025496
IND360003AAA,0.1792895,0.0,0.13924536,0.0,0.2235992,0.0,0.0,0.12480398
IND246149AAA,3.8236454,0.0,2.962405,0.0,3.7897007,0.0,0.0,3.5874789
IND503187AAA,2.4144063,0.0,1.9462341,0.0,2.3400366,0.21042985,0.0,2.1883497
IND421802AAA,2.143327,0.0,0.9990959,0.0,1.83421,0.0,0.0,1.9731547
IND521001AAA,3.7597306,0.0,2.9220126,0.0,3.518955,0.0,0.0,3.4681292
IND600032AAB,4.2824264,0.0,2.9066374,0.0,3.467534,0.0,0.0,3.915583
IND851204AAA,3.0137374,0.0,2.8013148,0.0,3.4932892,0.4277608,0.0,2.9040387
IND246725AAB,2.0025563,0.0,1.3455428,0.0,1.8596033,0.0,0.0,1.9338795
IND500050AAA,3.2130504,0.0,2.0177572,0.0,2.904003,0.0,0.0,3.1331735
IND487551AAA,2.349923,0.0,2.020593,0.0,2.4083474,0.0,0.0,2.1976807
IND690548AAA,2.409945,0.0,2.0533078,0.0,2.3338852,0.024023749,0.0,2.2598603
IND242001AAA,3.197776,0.0,2.7785373,0.0,3.3857763,0.3459133,0.0,2.8672194
IND770001AAA,4.848649,0.0,3.9742773,0.7302405,4.402748,1.5266465,0.0,4.190462
IND364001AAA,2.7674072,0.0,2.417781,0.40592164,2.7503762,0.9565907,0.0,2.5503824
IND390020AAA,6.1246295,0.0,4.7186656,0.0,5.3487415,1.026037,0.0,5.2563825
IND679329AAA,0.37253988,0.0,0.10074464,0.0,0.10630175,0.0,0.0,0.29098257
IND506314AAA,2.2966802,0.0,1.8006936,0.0,2.283339,0.0,0.0,2.1547258
IND370110AAA,8.6899805,0.0,6.963466,0.660967,8.01659,2.8202453,0.0,7.449185
IND431515AAA,3.114207,0.0,2.5651362,0.0,3.1274645,0.5212493,0.0,2.7788618
IND586211AAA,3.0370836,0.0,2.3079169,0.0,2.6684172,0.0,0.0,2.7386055
IND584128AAA,2.3464105,0.0,1.8870689,0.0,2.2590065,0.1660255,0.0,2.1129148
IND785001AAA,15.626495,0.0,12.964626,1.799298,14.588398,5.131856,0.0,13.534196
IND306902AAA,2.521755,0.0,2.014919,0.0,2.3917668,0.28261936,0.0,2.2717712
IND828205AAA,4.251203,0.0,3.4647052,0.0,4.5882397,0.0,0.0,4.0897965
IND752056AAA,3.4157674,0.0,2.6453173,0.0,3.286108,0.0,0.0,3.2650933
IND626117AAA,2.6510193,0.0,2.1294353,0.0,2.5305395,0.34964517,0.0,2.3820236
IND361335AAA,2.5688004,0.0,2.122284,0.0,2.4780047,0.0,0.0,2.398445
IND754211AAA,4.4975243,0.0,3.6415892,0.0,4.3242908,1.1518974,0.0,3.9555128
IND731237AAB,4.09989,0.0,3.424008,0.0,4.198908,0.0,0.0,3.9096642
IND581110AAE,3.4985135,0.0,2.6897275,0.0,3.089545,0.0,0.0,3.1201708
IND122050AAA,4.545997,0.0,4.1737113,0.0,5.0968127,1.1248938,0.0,4.256204
IND483501AAA,3.4444296,0.0,3.0596142,0.0,3.7286353,0.0,0.0,3.3001535
IND608301AAA,3.860445,0.0,3.1797366,0.0,3.7880013,0.9542078,0.0,3.4112704
IND757001AAA,3.178105,0.0,2.852136,0.0,3.2499006,0.0,0.0,3.0600703
IND628204AAA,2.3525915,0.0,1.8751979,0.0,2.2300956,0.19153233,0.0,2.129571
IND622001AAA,2.1454315,0.0,1.9131774,0.0,2.4058385,0.4073674,0.0,2.0563703
IND734214AAB,0.15922043,0.0,0.23273447,0.0,0.27635744,0.0,0.0,0.06846057
IND480106AAA,2.0166736,0.0,1.8415643,0.0,2.364211,0.25323215,0.0,1.953704
IND402107AAA,3.0823634,0.0,2.5164971,0.0,3.030278,0.54428077,0.0,2.7481117
IND380006AAB,0.815439,0.0,0.0,0.0,0.056405477,0.0,0.0,0.42153463
IND577401AAA,3.016069,0.0,1.473427,0.0,2.5063453,0.0,0.0,2.7786856
IND335803AAA,2.1441085,0.0,1.6304303,0.0,2.111184,0.0,0.0,2.0394988
IND383001AAA,2.4011714,0.0,1.7948772,0.0,2.354685,0.0,0.0,2.2880435
IND486001AAA,11.37272,0.0,9.511274,1.3204007,11.048275,4.222357,0.0,9.90666
IND201307AAA,2.099607,0.0,1.5913144,0.0,2.0236511,0.0,0.0,1.9695566
IND515761AAA,2.9034007,0.0,2.396814,0.0,2.9482355,0.0,0.0,2.8084903
IND485771AAA,4.5898366,0.0,3.800358,0.0,4.5921845,0.2807344,0.0,4.058202
IND500080AAB,5.323349,0.0,3.5131326,0.0,4.8632627,0.0,0.0,4.946705
IND560002AAA,3.4995391,0.0,2.0394146,0.0,3.0694032,0.0,0.0,3.371449
IND177033AAA,3.588752,0.0,1.9476292,0.0,3.2806044,0.0,0.0,3.3484366
IND573103AAA,4.562169,0.0,3.550172,0.0,4.121868,0.21489584,0.0,4.1053686
IND742121AAA,4.928497,0.0,3.8215578,0.0,4.7099867,0.0,0.0,4.4597793
IND201301AAF,3.643673,0.0,3.0660398,0.0,3.224836,0.0,0.0,3.8853114
IND845412AAB,3.3561609,0.0,2.5676415,0.0,3.526687,0.0,0.0,3.2667782
IND242307AAB,9.172778,0.0,7.319852,1.2712281,8.235224,3.3120506,0.0,7.738443
IND571401AAA,2.1851943,0.0,1.7011224,0.020155907,1.8890847,0.3140699,0.0,1.9225298
IND395010AAB,0.24530298,0.0,0.0,0.0,0.1771304,0.0,0.0,0.23263797
IND733140AAA,4.000851,0.0,3.125113,0.0,3.6983116,0.4797193,0.0,3.4950044
IND591126AAA,0.2041239,0.0,0.09695939,0.0,0.20772055,0.0,0.0,0.15987203
IND577598AAC,3.099667,0.0,1.2688543,0.0,2.613397,0.0,0.0,2.7697651
IND431603AAA,8.594567,0.0,6.7020974,0.0,7.3829947,1.1680965,0.0,7.4841957
IND796009AAA,5.7579155,0.0,4.819292,0.0,5.8476133,1.6528801,0.0,4.9911203
IND121001AAA,2.7329745,0.0,1.9323374,0.0,2.849423,0.0,0.0,2.7298388
IND825301AAA,3.0631232,0.0,2.5264018,0.0,3.083123,0.488381,0.0,2.735397
IND636005AAA,0.27498662,0.0,0.22135277,0.0,0.21952394,0.0,0.0,0.20558867
IND524201AAA,2.0112488,0.0,1.6272849,0.0,2.1971095,0.0,0.0,1.9744134
IND686513AAA,3.8724828,0.0,2.9846447,0.0,3.492853,0.50917053,0.0,3.3558109
IND731224AAA,4.527368,0.0,3.6719625,0.0,4.373061,1.1556551,0.0,3.98324
IND600016AAC,4.262921,0.0,2.9835358,0.0,3.9736366,0.0,0.0,4.080886
IND412803AAB,2.0878425,0.0,1.6806418,0.0,2.059875,0.014168948,0.0,1.9215106
IND571426AAA,5.043168,0.0,4.30804,0.21487884,4.991975,1.3892306,0.0,4.4937625
IND233221AAC,3.7623951,0.0,3.5084503,0.0,4.2785435,0.8797234,0.0,3.5108774
IND768028AAB,3.9254894,0.0,3.1537952,0.0,3.7716224,0.6879622,0.0,3.5389388
IND175018AAA,3.7214239,0.0,3.100367,0.0,3.8176515,0.5619598,0.0,3.3175972
IND531163AAA,2.497823,0.0,2.1401591,0.0,2.664196,0.0,0.0,2.3077037
IND607106AAA,3.3528094,0.0,2.6750846,0.0,3.2577665,0.37180686,0.0,3.0608587
IND400072AAD,4.390069,0.0,3.4723752,0.0,4.348604,0.0,0.0,4.2771697
IND591102AAA,2.399203,0.0,1.9673904,0.0,2.3395193,0.2777562,0.0,2.1524408
IND577002AAA,3.4217312,0.0,2.2901409,0.0,2.8158941,0.0,0.0,3.308045
IND380005AAA,3.721783,0.0,2.3348176,0.0,2.98385,0.0,0.0,3.347533
IND515004AAA,3.74096,0.0,2.0979667,0.0,2.2059462,0.0,0.0,3.3917313
IND629179AAA,0.15026778,0.0,0.0,0.0,0.2749499,0.0,0.0,0.16035578
IND110039AAA,2.6578894,0.0,2.0938344,0.0,2.771949,0.0,0.0,2.5609233
IND688524AAA,1.0288758,0.0,0.0,0.0,0.10481935,0.0,0.0,0.62110716
IND151001AAA,6.5567336,0.0,5.0520606,0.0,5.480292,0.0,0.0,6.003184
IND804420AAA,4.43307,0.0,3.620834,0.44038773,4.183938,1.4222698,0.0,3.826187
IND689645AAA,3.4830034,0.0,2.8413384,0.0,3.436526,0.59697044,0.0,3.1424847
IND815301AAA,3.482611,0.0,2.2977688,0.0,2.8031883,0.0,0.0,3.0252874
IND843105AAB,4.4462447,0.0,3.5078776,0.0,4.586549,0.0,0.0,4.22553
IND757037AAA,3.055158,0.0,2.4738264,0.0,2.847966,0.0,0.0,2.8953407
IND600044AAD,4.3449636,0.0,3.0485063,0.0,3.19483,0.0,0.0,3.8781798
IND532127AAA,3.097311,0.0,2.3853326,0.0,2.988558,0.0,0.0,2.8797858
IND742148AAA,4.230291,0.0,3.4805424,0.068987414,4.123311,1.14285,0.0,3.7197714
IND223101AAB,3.1948473,0.0,2.6053784,0.0,3.1291368,0.6072825,0.0,2.8408115
IND841301AAC,3.8283856,0.0,3.0812492,0.21472727,3.5557716,1.0206971,0.0,3.3431468
