source_center,destination_center,source_name,destination_name,median_factor,total_trips,median_osrm_dist_km,pct_delayed,is_sparse,is_chronically_delayed
IND221401AAA,IND221303AAA,Bhadohi_Rajpura_D (Uttar Pradesh),Gopiganj_Wardno13_D (Uttar Pradesh),2.71875,2,17.918,1.0,True,True
IND787059AAB,IND791102AAA,Silapathar_Hejunagr_D (Assam),Pasighat_MissonRd_D (Arunachal Pradesh),2.718309859154929,1,98.5959,1.0,True,True
IND500039AAD,IND501359AAE,Hyderabad_Uppal_L (Telangana),Hyderabad_Shamshbd_H (Telangana),2.717013888888889,8,36.640299999999996,1.0,False,True
IND125047AAB,IND125050AAA,Hisar_AgrohDPP_D (Haryana),Fatehabad_SirsaDPP_D (Haryana),2.7142857142857144,1,44.6977,1.0,True,True
IND811105AAA,IND803212AAB,Sheikhpura_Bgwtichk_D (Bihar),Bakhtiarpur_BypassRD_D (Bihar),2.7136479591836737,2,66.1587,1.0,True,True
IND631501AAA,IND631003AAA,Kanchipuram_DC (Tamil Nadu),Arakkonam_HousngBd_D (Tamil Nadu),2.7115384615384617,10,28.60865,1.0,False,True
IND505001AAB,IND505209AAA,Karimnagar_KamnHbRD_I (Telangana),Ramagundam_Pdmavati_D (Telangana),2.708333333333333,7,63.4972,1.0,False,True
IND577126AAA,IND577201AAA,Koppa_Sangetha_D (Karnataka),Shimoga_DC (Karnataka),2.707692307692308,1,68.85130000000001,1.0,True,True
IND504215AAA,IND505326AAB,Luxettipet_ShivaDPP_D (Telangana),,2.706896551724138,1,64.6296,1.0,True,True
IND401209AAB,IND421302AAH,Mumbai_Vasai_CP (Maharashtra),Bhiwandi_Mankoli_GW (Maharashtra),2.7058823529411766,19,35.5477,1.0,False,True
IND722202AAA,IND713205AAB,Barjora_Central_DPP_1 (West Bengal),Durgapur_Central_I_1 (West Bengal),2.7058823529411766,1,20.1729,1.0,True,True
IND411033AAA,IND000000AAL,Pune_Tathawde_H (Maharashtra),Pune_PC (Maharashtra),2.703703703703704,17,24.6205,1.0,False,True
IND441912AAA,IND441107AAB,Bhandara_KaremDPP_D (Maharashtra),Savner_Wagodha_D (Maharashtra),2.702702702702702,11,103.6758,1.0,False,True
IND533106AAA,IND533201AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),Amalapuram_Vijdurg_D (Andhra Pradesh),2.7011494252873565,1,100.5016,1.0,True,True
IND680587AAA,IND683511AAA,Pazhayannur_AlathurRD_D (Kerala),Aluva_Peedika_H (Kerala),2.7,4,91.67695,1.0,True,True
IND533401AAA,IND533308AAB,Tuni_Eaglvari_D (Andhra Pradesh),Mandapeta_Mainrd_D (Andhra Pradesh),2.698795180722892,1,96.2851,1.0,True,True
IND110085AAB,IND000000ACB,Delhi_Rohini_DPC (Delhi),Gurgaon_Bilaspur_HB (Haryana),2.6984126984126986,7,67.5514,1.0,False,True
IND328001AAA,IND282002AAD,Dholpur_GtRoad_D (Rajasthan),,2.696969696969697,7,61.4633,1.0,False,True
IND000000AAL,IND411033AAA,Pune_PC (Maharashtra),Pune_Tathawde_H (Maharashtra),2.6950000000000003,18,24.50055,1.0,False,True
IND226004AAA,IND226024AAA,Lucknow_Hub (Uttar Pradesh),Lucknow_Aliganj (Uttar Pradesh),2.6923076923076925,1,19.077,1.0,True,True
IND396191AAC,IND396232AAA,Vapi_IndEstat_I (Gujarat),Silvassa_Samrvrni_D (Dadra and Nagar Haveli),2.6923076923076925,17,15.536,1.0,False,True
IND788151AAA,IND788713AAA,Hailakandi_kalibari_D (Assam),Karimganj_Alngjuri_D (Assam),2.6901270772238512,12,46.4666,1.0,False,True
IND246149AAA,IND249407AAA,Kotdwara_Nzbadrd_D (Uttarakhand),Haridwar (Uttarakhand),2.689655172413793,15,74.4466,1.0,False,True
IND395023AAA,IND411033AAA,Surat_HUB (Gujarat),Pune_Tathawde_H (Maharashtra),2.689655172413793,11,394.827,1.0,False,True
IND741156AAA,IND742101AAC,Plassey_BtaiRoad_D (West Bengal),Baharampur_Chuanpur_I (West Bengal),2.6875,8,44.245149999999995,1.0,False,True
IND602024AAA,IND600116AAB,Chennai_Vepmpttu_DC (Tamil Nadu),Chennai_Porur_DPC (Tamil Nadu),2.6842105263157894,4,20.368650000000002,1.0,True,True
IND209304AAA,IND209801AAA,Kanpur_Central_H_6 (Uttar Pradesh),Unnao_VikasRam_D (Uttar Pradesh),2.681818181818182,20,47.52345,0.85,False,True
IND443301AAA,IND443201AAA,Mehkar_SagarDPP_D (Maharashtra),Chikhli_KKndrDPP_D (Maharashtra),2.680947580645161,2,44.5664,1.0,True,True
IND411033AAA,IND410503AAA,Pune_Tathawde_H (Maharashtra),Ambegaon_Manchar_D (Maharashtra),2.6808510638297878,3,58.2686,1.0,True,True
IND110037AAM,IND110024AAA,Delhi_Airport_H (Delhi),Delhi_Lajpat_IP (Delhi),2.68,14,24.7372,1.0,False,True
IND205001AAB,IND209625AAA,Mainpuri_Agraroad_I (Uttar Pradesh),Farrukhbad_Pnchlght_D (Uttar Pradesh),2.6779661016949152,1,65.611,1.0,True,True
IND757024AAA,IND756019AAA,Sankerko_AmbkaDPP_D (Orissa),Balasore_Ganeshwr_D (Orissa),2.677419354838709,1,82.7979,1.0,True,True
IND533106AAA,IND533262AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),Draksharamam_Anaipeta_D (Andhra Pradesh),2.6755319148936167,6,53.2187,1.0,False,True
IND301001AAB,IND302014AAA,Alwar_Central_I_1 (Rajasthan),Jaipur_Hub (Rajasthan),2.6730769230769234,2,145.25765,1.0,True,True
IND421302AAG,IND400102AAC,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Jogshwri_I (Maharashtra),2.6685185185185185,62,32.98825,1.0,False,True
IND825301AAA,IND825409AAA,Hazaribag_BodomBzr_DC (Jharkhand),JhumriTlya_RadhaCpx_D (Jharkhand),2.6675824175824183,14,58.41405,1.0,False,True
IND174101AAB,IND134102AAA,Nalagarh_Central_DPP_2 (Himachal Pradesh),Kalka_Pinjore_DC (Haryana),2.6666666666666665,1,30.2666,1.0,True,True
IND741101AAB,IND741502AAB,Krishnanagar_AnadiDPP_D (West Bengal),Hanskhali_Central_D_1 (West Bengal),2.6666666666666665,1,16.773400000000002,1.0,True,True
IND421401AAC,IND421601AAB,Murbad_SnkunDPP_D (Maharashtra),Asangaon_Shahapur_D (Maharashtra),2.6666666666666665,11,26.2065,1.0,False,True
IND801103AAA,IND802301AAA,Bihta_ShivNgar_D (Bihar),Arrah_Katira_D (Bihar),2.6666666666666665,11,22.882900000000003,1.0,False,True
IND600044AAD,IND603001AAA,Chennai_Chrompet_DPC (Tamil Nadu),Chennai_Chnglptu_DC (Tamil Nadu),2.664408866995074,12,38.2886,1.0,False,True
IND486001AAA,IND486771AAA,Rewa_Dc (Madhya Pradesh),Churhat_Central_DPP_1 (Madhya Pradesh),2.6642619311875695,2,72.82249999999999,1.0,True,True
IND416510AAA,IND416602AAC,Sawantwadi_LaxmiNgr_D (Maharashtra),Kankavali_NrdawDPP_D (Maharashtra),2.6625,6,53.0293,1.0,False,True
IND783370AAC,IND783301AAA,Kokrajhar_PigonDPP_D (Assam),Dhubri_Tetultol_D (Assam),2.65625,8,67.64439999999999,1.0,False,True
IND713205AAB,IND713303AAA,Durgapur_Central_I_1 (West Bengal),Asansol_DC (West Bengal),2.6538461538461537,5,36.3498,1.0,False,True
IND142001AAB,IND151001AAA,Moga_DPC (Punjab),Bhatinda_DPC (Punjab),2.6515151515151514,1,85.58139999999999,1.0,True,True
IND854326AAB,IND854105AAB,Purnia_Central_H_2 (Bihar),Katihar_Central_D_2 (Bihar),2.65,11,29.4944,1.0,False,True
IND843109AAB,IND842001AAA,Kanti_Central_DPP_2 (Bihar),Muzaffrpur_Bbganj_I (Bihar),2.65,2,14.592749999999999,1.0,True,True
IND273014AAB,IND274301AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),Kaptanganj_Subshngr_D (Uttar Pradesh),2.6486486486486487,1,52.5431,1.0,True,True
IND245304AAA,IND201007AAA,Pilkhuwa_HapurRD_D (Uttar Pradesh),GZB_Mohan_Nagar_DPC (Uttar Pradesh),2.647058823529412,13,31.869,1.0,False,True
IND313001AAB,IND311001AAA,Udaipur_Mangri_I (Rajasthan),Bhilwara_DC (Rajasthan),2.645454545454545,1,152.546,1.0,True,True
IND261201AAB,IND261001AAA,Biswan_PatelNGR_D (Uttar Pradesh),Sitapur_Chowk_D (Uttar Pradesh),2.6451612903225805,19,37.2152,1.0,False,True
IND751014AAA,IND751002AAB,Bhubaneswar_BjbNgr_DC (Orissa),Bhubaneshwar_Hub (Orissa),2.642857142857143,4,10.69915,1.0,True,True
IND713148AAA,IND713128AAB,Panagarh_Central_D_1 (West Bengal),Guskhara_Itachnda_D (West Bengal),2.638888888888889,17,41.0168,1.0,False,True
IND796081AAA,IND788026AAC,Kolasib_Diakkawn_D (Mizoram),Silchar_Sirikona_H (Assam),2.638888888888889,1,102.1034,1.0,True,True
IND842003AAB,IND483501AAA,Jabalpur_Adhartal_IP (Madhya Pradesh),Katni_Bargawan_DC (Madhya Pradesh),2.6379310344827585,11,80.4201,1.0,False,True
IND570020AAA,IND571602AAA,Mysore_Yadvgiri_IP (Karnataka),Krishnarajngr_JublieRD_D (Karnataka),2.6372549019607843,14,40.865700000000004,1.0,False,True
IND500039AAC,IND500035AAD,Hyderabad_Uppal_I (Telangana),Hyderabad_South_D_12 (Telangana),2.636363636363636,7,13.4239,1.0,False,True
IND742101AAC,IND731237AAB,Baharampur_Chuanpur_I (West Bengal),Morgram_Kntgorya_D (West Bengal),2.6333333333333333,7,42.0135,1.0,False,True
IND600116AAB,IND602024AAA,Chennai_Porur_DPC (Tamil Nadu),Chennai_Vepmpttu_DC (Tamil Nadu),2.6315789473684212,10,21.980150000000002,1.0,False,True
IND508207AAB,IND508206AAA,Miryalguda_Ragvendr_D (Telangana),Kodad_VidyaNgr_D (Telangana),2.628571428571429,1,49.8549,1.0,True,True
IND173220AAA,IND174103AAA,Parwanoo_Central_D_1 (Himachal Pradesh),Baddi_ByePass_D (Himachal Pradesh),2.628571428571429,2,21.279449999999997,1.0,True,True
IND274509AAB,IND274402AAA,Salempur_Banjaria_D (Uttar Pradesh),Kushinagar_JiswlDPP_D (Uttar Pradesh),2.625170068027211,2,57.84385,1.0,True,True
IND411033AAA,IND411014AAA,Pune_Tathawde_H (Maharashtra),PNQ Vadgaon Sheri DPC (Maharashtra),2.625,43,25.9345,1.0,False,True
IND560002AAA,IND560099AAB,Bengaluru_KHRoad_I (Karnataka),Bengaluru_Bomsndra_HB (Karnataka),2.625,18,18.1468,1.0,False,True
IND591307AAC,IND580028AAA,Gokak_Bsavangr_D (Karnataka),Hubli_Adargchi_IP (Karnataka),2.624854045037531,4,125.1754,1.0,True,True
IND000000ACB,IND201301AAM,Gurgaon_Bilaspur_HB (Haryana),Noida_Sector63_L (Uttar Pradesh),2.6202531645569622,39,79.85239999999999,1.0,False,True
IND247667AAB,IND249407AAA,Roorkee_IOTCEncl_L (Uttarakhand),Haridwar (Uttarakhand),2.6189939939939944,2,30.3938,1.0,True,True
IND423109AAA,IND423701AAB,Shirdi_SaiBansi_D (Maharashtra),Vaijiapur_YeolaRD_D (Maharashtra),2.6153846153846154,1,37.5551,1.0,True,True
IND331022A1B,IND331001A1C,,,2.6122448979591835,1,60.9205,1.0,True,True
IND415612AAA,IND415408AAC,Ratnagiri_MjgaonRd_D (Maharashtra),Shirala_Central_DPP_3 (Maharashtra),2.611742424242424,8,117.19865,1.0,False,True
IND841101AAA,IND841207AAB,Sonepur_Sabalpur_D (Bihar),Dighwara_SadarHPL_D (Bihar),2.611111111111111,3,22.268,1.0,True,True
IND788151AAA,IND788806AAA,Hailakandi_kalibari_D (Assam),Badarpur_Konapara_D (Assam),2.611111111111111,1,25.9829,1.0,True,True
IND844101AAB,IND841207AAB,Hajipur_ThaneDPP_D (Bihar),Dighwara_SadarHPL_D (Bihar),2.611111111111111,1,23.8946,1.0,True,True
IND396191AAC,IND421302AAG,Vapi_IndEstat_I (Gujarat),Bhiwandi_Mankoli_HB (Maharashtra),2.609936507936508,8,163.11380000000003,1.0,False,True
IND756019AAA,IND757001AAA,Balasore_Ganeshwr_D (Orissa),Baripada_KalikDPP_D (Orissa),2.608695652173913,1,65.5301,1.0,True,True
IND713205AAB,IND722101AAC,Durgapur_Central_I_1 (West Bengal),Bankura_BhowmDPP_D (West Bengal),2.607843137254902,5,53.2499,1.0,False,True
IND451666AAA,IND424006AAA,Sendhwa_VishnuVhr_D (Madhya Pradesh),Dhule_MIDCAvdn_I (Maharashtra),2.6073471845829572,8,111.6546,1.0,False,True
IND754211AAA,IND754202AAA,Kendrpara_Kapleswr_D (Orissa),Cuttack_SliprDPP_DC (Orissa),2.606060606060606,1,36.1261,1.0,True,True
IND125005AAA,IND335523AAB,Hisar_IndstlAr_I (Haryana),Nohar_Central_DPP_2 (Rajasthan),2.6050420168067228,1,127.9463,1.0,True,True
IND641062AAD,IND643217AAA,Coimbatore_Karayam_H (Tamil Nadu),Kotagiri_CroslySRT_D (Tamil Nadu),2.602311643835616,2,70.01915,1.0,True,True
IND843301AAA,IND843320AAA,Sitamari_Durma_D (Bihar),Pupri_SngihiRD_D (Bihar),2.6,20,28.1768,1.0,False,True
IND515671AAA,IND515591AAA,Dharmavram_SaiNgr_D (Andhra Pradesh),Kadiri_GVManu_D (Andhra Pradesh),2.6,1,79.4562,1.0,True,True
IND670645AAB,IND673592AAA,Mananthavady_Central_D_1 (Kerala),SultnBthry_Kollgpra_D (Kerala),2.598752598752599,6,36.1424,1.0,False,True
IND203390AAA,IND201301AAF,Anupshahar_DcntCLY_D (Uttar Pradesh),Noida_Sec 02_DPC (Uttar Pradesh),2.5958440721649483,20,103.09845,1.0,False,True
IND421302AAG,IND400072AAJ,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Tejpal_I (Maharashtra),2.5954545454545457,38,27.46155,1.0,False,True
IND600056AAB,IND600110AAA,MAA_Poonamallee_HB (Tamil Nadu),Chennai_Madhavaram_L (Tamil Nadu),2.5945945945945943,28,45.477850000000004,1.0,False,True
IND742102AAB,IND712311AAA,Berhampore_Central_I_2 (West Bengal),Kolkata_Dankuni_HB (West Bengal),2.59375,4,218.87335000000002,1.0,True,True
IND486889AAA,IND231216AAA,Singrauli_Ward8DPP_D (Madhya Pradesh),Robertsganj_ArtoDPP_D (Uttar Pradesh),2.593406593406593,3,110.3874,1.0,True,True
IND713205AAB,IND723133AAA,Durgapur_Central_I_1 (West Bengal),Rghunthpur_barkarRd_D (West Bengal),2.591549295774648,1,82.39,1.0,True,True
IND574221AAA,IND562132AAA,Kadaba_AnugrDPP_D (Karnataka),Bangalore_Nelmngla_H (Karnataka),2.5903247038174637,6,275.259,1.0,False,True
IND125104AAA,IND125005AAA,Sirsa_AnprnDPP_D (Haryana),Hisar_IndstlAr_I (Haryana),2.5871559633027523,1,152.1319,1.0,True,True
IND712311AAA,IND743235AAA,Kolkata_Dankuni_HB (West Bengal),Bongaon_SukntDPP_D (West Bengal),2.586206896551724,5,79.817,1.0,False,True
IND641062AAD,IND641008AAA,Coimbatore_Karayam_H (Tamil Nadu),Cjb_Kovaipudur_Dc (Tamil Nadu),2.585714285714286,2,37.6824,1.0,True,True
IND121004AAB,IND110037AAM,FBD_Balabhgarh_DPC (Haryana),Delhi_Airport_H (Delhi),2.583333333333333,37,28.2936,1.0,False,True
IND784125AAA,IND784110AAA,Mangaldoi_LNBRoad_D (Assam),Dhekiajuli_Wardno5_D (Assam),2.583333333333333,3,62.4792,1.0,True,True
IND600044AAD,IND600032AAB,Chennai_Chrompet_DPC (Tamil Nadu),Chennai_Hub (Tamil Nadu),2.583333333333333,7,10.5967,1.0,False,True
IND515004AAA,IND515801AAA,Anantapur_KamaStrt_I (Andhra Pradesh),Guntakal_Verpatem_D (Andhra Pradesh),2.581818181818182,2,77.024,1.0,True,True
IND534260AAC,IND533106AAA,Palakollu_CroadDPP_D (Andhra Pradesh),Rajamundry_AtoNgrRd_I (Andhra Pradesh),2.5815312682641727,4,71.5,1.0,True,True
IND413531AAA,IND413517AAA,Latur_Srnwsngr_D (Maharashtra),Udgir_NlgaonRd_D (Maharashtra),2.578557312252965,4,65.23055,1.0,True,True
IND712406AAA,IND712612AAA,Khanakul_Ramnagar_D (West Bengal),Kamarpukur_ChatiDPP_D (West Bengal),2.577777777777778,1,43.541,1.0,True,True
IND505001AAB,IND505184AAC,Karimnagar_KamnHbRD_I (Telangana),Manthani_Chaitnya_D (Telangana),2.571428571428572,3,69.744,1.0,True,True
IND232104AAB,IND232327AAA,Chandauli_ShubsNGR_D (Uttar Pradesh),Gahmar_Wardnor4_D (Uttar Pradesh),2.571428571428572,1,67.4706,1.0,True,True
IND421302AAG,IND421401AAC,Bhiwandi_Mankoli_HB (Maharashtra),Murbad_SnkunDPP_D (Maharashtra),2.5710685483870965,10,42.894499999999994,1.0,False,True
IND742101AAC,IND742202AAA,Baharampur_Chuanpur_I (West Bengal),Dhulian_RatanDPP_D (West Bengal),2.566666666666667,1,83.81660000000001,1.0,True,True
IND679303AAA,IND679531AAA,Sankaramangalam_Central_D_1 (Kerala),Shoranur_KdrShrRd_D (Kerala),2.5647058823529414,14,16.738100000000003,1.0,False,True
IND845401AAA,IND845305AAA,Motihari_RajaBzr_D (Bihar),Raxaul_KairiyaT_D (Bihar),2.563492063492064,22,48.71155,1.0,False,True
IND532001AAB,IND532201AAA,Srikakulam_Kuslpram_I (Andhra Pradesh),Tekkali_AmvdiDPP_D (Andhra Pradesh),2.5609756097560976,1,57.6639,1.0,True,True
IND741126AAB,IND741156AAA,Nakashipara_MaxDPP_D (West Bengal),Plassey_BtaiRoad_D (West Bengal),2.5588235294117645,20,23.83095,1.0,False,True
IND495004AAA,IND495671AAA,Bilaspur_Torwa_DC (Chhattisgarh),Champa_Brplicwk_D (Chhattisgarh),2.558139534883721,1,61.5664,1.0,True,True
IND713205AAB,IND722122AAA,Durgapur_Central_I_1 (West Bengal),Bishnupur_StnRdDPP_D (West Bengal),2.557142857142857,1,80.4067,1.0,True,True
IND781018AAB,IND785612AAB,Guwahati_Hub (Assam),Bokakhat_MlnprDPP_D (Assam),2.5566878139043085,2,263.75815,1.0,True,True
IND401104AAA,IND401208AAA,Mumbai_MiraRd_IP (Maharashtra),Nalasopara (Maharashtra),2.555555555555556,37,23.5,1.0,False,True
IND621802AAA,IND608301AAA,Jayamkondan_Chithbrm_D (Tamil Nadu),Lalpet_PriyrNGR_D (Tamil Nadu),2.555555555555556,10,24.29,1.0,False,True
IND464668AAA,IND462022AAA,Bareli_SourvDPP_D (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),2.553571428571429,2,119.1635,1.0,True,True
IND841226AAB,IND841428AAA,Siwan_HnmntNgr_D (Bihar),Gopalganj_GopalDPP_D (Bihar),2.5530303030303028,2,32.21025,1.0,True,True
IND403726AAA,IND416510AAA,Goa_Hub (Goa),Sawantwadi_LaxmiNgr_D (Maharashtra),2.552631578947369,4,76.8261,1.0,True,True
IND736135AAA,IND736165AAA,Dinhata_WrdN4DPP_D (West Bengal),Pundibari_StatonRD_D (West Bengal),2.5526315789473686,5,38.8109,1.0,False,True
IND484661AAE,IND484001AAA,Umaria_Central_DPP_3 (Madhya Pradesh),Shahdol_Sohagpur_D (Madhya Pradesh),2.5488394584139265,2,65.60575,1.0,True,True
IND788026AAC,IND788151AAA,Silchar_Sirikona_H (Assam),Hailakandi_kalibari_D (Assam),2.545454545454546,13,29.7473,1.0,False,True
IND421302AAN,IND400072AAB,GreaterThane_Anjur_C (Maharashtra),Mumbai Hub (Maharashtra),2.5454545454545454,16,27.908,1.0,False,True
IND421302AAG,IND400072AAB,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai Hub (Maharashtra),2.5454545454545454,105,27.3149,1.0,False,True
IND572101AAA,IND562101AAA,Tumkur_Veersagr_I (Karnataka),Chikblapur_ShntiSgr_D (Karnataka),2.5454545454545454,1,84.3502,1.0,True,True
IND144001AAC,IND160002AAC,Jalandhar_Sodal Road (Punjab),Chandigarh_Mehmdpur_H (Punjab),2.544642857142857,15,159.83229999999998,1.0,False,True
IND202001AAB,IND205001AAB,Aligarh_KhirByps_I (Uttar Pradesh),Mainpuri_Agraroad_I (Uttar Pradesh),2.543269230769231,8,136.7223,1.0,False,True
IND600076AAB,IND600032AAB,Chennai_Madhavaram_DPC (Tamil Nadu),Chennai_Hub (Tamil Nadu),2.54093567251462,16,19.4148,1.0,False,True
IND263153AAB,IND263401AAA,Rudrapur_UdhamNgr_H (Uttarakhand),Kashipur_BajprDPP_D (Uttarakhand),2.5384615384615383,1,40.8,1.0,True,True
IND500055AAC,IND501401AAC,Hyderabad_North_D_2 (Telangana),Medchal_MROoffce_D (Telangana),2.5384615384615383,17,15.4876,1.0,False,True
IND262802AAA,IND262723AAB,Gola_BkgnRoad_D (Uttar Pradesh),Dhaurahara_TahsilRD_D (Uttar Pradesh),2.536231884057971,21,92.4517,1.0,False,True
IND160002AAC,IND421302AAG,Chandigarh_Mehmdpur_H (Punjab),Bhiwandi_Mankoli_HB (Maharashtra),2.535964912280701,1,1584.1409,1.0,True,True
IND764001AAC,IND764059AAA,Jeypore_Kelasahi_D (Orissa),Nabarangpr_PhdofDPP_D (Orissa),2.5333333333333337,7,44.0106,1.0,False,True
IND768004AAD,IND768028AAB,Sambalpur_Central_H_2 (Orissa),Bargarh_GurpdDPP_D (Orissa),2.53125,1,44.0923,1.0,True,True
IND209304AAA,IND282001AAA,Kanpur_Central_H_6 (Uttar Pradesh),Agra_Idgah_P (Uttar Pradesh),2.530054644808743,9,259.3381,1.0,False,True
IND781018AAB,IND110037AAM,Guwahati_Hub (Assam),Delhi_Airport_H (Delhi),2.5298563869992443,17,1807.9374,1.0,False,True
IND784168AAB,IND784176AAA,Gohpur_Central_D_1 (Assam),Bishwanath_ChrliDPP_D (Assam),2.5272938443670148,6,58.5142,1.0,False,True
IND400072AAB,IND000000AFT,Mumbai Hub (Maharashtra),Mumbai_Sanpada_I (Maharashtra),2.526315789473684,67,22.367,1.0,False,True
IND451666AAA,IND421302AAG,Sendhwa_VishnuVhr_D (Madhya Pradesh),Bhiwandi_Mankoli_HB (Maharashtra),2.525,2,395.46655,1.0,True,True
IND000000AFT,IND421302AAG,Mumbai_Sanpada_I (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),2.523809523809524,15,23.4977,1.0,False,True
IND277211AAA,IND277201AAA,Sahatwar_PnchmDPP_D (Uttar Pradesh),Bariya_BgnprDPP_D (Uttar Pradesh),2.523809523809524,5,23.5575,1.0,False,True
IND591307AAC,IND580002AAA,Gokak_Bsavangr_D (Karnataka),Dharwad_Dc (Karnataka),2.52247191011236,2,95.9118,1.0,True,True
IND521333AAA,IND521225AAB,Kaikaluru_Atapaka_D (Andhra Pradesh),Vijayawada_Rynapadu_H (Andhra Pradesh),2.522388059701492,14,94.2752,1.0,False,True
IND110044AAB,IND201007AAA,Del_Okhla_PC (Delhi),GZB_Mohan_Nagar_DPC (Uttar Pradesh),2.5217391304347827,11,19.7873,1.0,False,True
IND124001AAB,IND126102AAA,Rohtak (Haryana),Jind_DC (Haryana),2.520348837209302,4,60.50635,1.0,True,True
IND174001AAA,IND175018AAA,BilaspurHP_Indsarea_D (Himachal Pradesh),SundarNgr_Bhogpur_D (Himachal Pradesh),2.5185185185185186,15,37.6677,1.0,False,True
IND575004AAB,IND575014AAA,Mangalore_Kuntikna_H (Karnataka),Surathkal_DC (Karnataka),2.5175438596491224,2,19.896349999999998,1.0,True,True
IND246763AAA,IND246761AAA,Najibabad_KotdwrRD_D (Uttar Pradesh),Dhampur_NaginaRD_D (Uttar Pradesh),2.5161290322580645,11,43.7156,1.0,False,True
IND600056AAB,IND600016AAC,MAA_Poonamallee_HB (Tamil Nadu),Chennai_Perungudi_DPC (Tamil Nadu),2.5161290322580645,13,36.7301,1.0,False,True
IND721253AAC,IND721306AAA,ChandroknaRD_Central_DPP_3 (West Bengal),Kharagpur_DC (West Bengal),2.515151515151515,11,52.5072,1.0,False,True
IND140501AAA,IND160002AAC,Lalru_OnkarDPP_D (Punjab),Chandigarh_Mehmdpur_H (Punjab),2.514705882352941,14,19.6787,1.0,False,True
IND470113AAA,IND470117AAA,Bina_Srvdycwk_D (Madhya Pradesh),Khurai_Talaiya_D (Madhya Pradesh),2.5142857142857142,2,20.7331,1.0,True,True
IND302014AAA,IND305001AAC,Jaipur_Hub (Rajasthan),Ajmer_FoySGRRD_I (Rajasthan),2.514150943396227,14,144.8116,1.0,False,True
IND124507AAA,IND131028AAE,Bahadurgarh_DC (Haryana),Sonipat_Central_D_2 (Haryana),2.511627906976744,3,42.099,1.0,True,True
IND303603AAB,IND302014AAB,Renwal_ChomuRD_D (Rajasthan),Jaipur_Central_I_7 (Rajasthan),2.510459089226212,6,87.6323,1.0,False,True
IND110037AAM,IND781018AAB,Delhi_Airport_H (Delhi),Guwahati_Hub (Assam),2.5083459787556905,1,1809.2888,1.0,True,True
IND174101AAB,IND160002AAC,Nalagarh_Central_DPP_2 (Himachal Pradesh),Chandigarh_Mehmdpur_H (Punjab),2.5064935064935066,11,93.2949,1.0,False,True
IND832109AAB,IND834002AAB,Jamshedpur_Central_I_3 (Jharkhand),Ranchi_Hub (Jharkhand),2.505813953488372,22,120.09115,1.0,False,True
IND792110AAA,IND786001AAB,Roing_DibngVly_D (Arunachal Pradesh),Dibrugarh_Bokule_H (Assam),2.505098039215686,2,143.4434,1.0,True,True
IND284403AAA,IND474003AAA,Lalitpur_RjghatRd_D (Uttar Pradesh),Gwalior_HrihrNgr_I (Madhya Pradesh),2.5048076923076925,1,223.2655,1.0,True,True
IND732138AAA,IND733140AAA,Bamangola_Central_D_1 (West Bengal),Gangarampr_FulbaDPP_D (West Bengal),2.500598086124402,2,48.24595,1.0,True,True
IND421302AAG,IND000000AFT,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Sanpada_I (Maharashtra),2.5,54,22.6321,1.0,False,True
IND686632AAA,IND686141AAA,Kothanalloor_Majoor_D (Kerala),Vaikom_KotyamRD_D (Kerala),2.5,1,21.8507,1.0,True,True
IND600048AAA,IND600044AAD,Chennai_Vandalur_Dc (Tamil Nadu),Chennai_Chrompet_DPC (Tamil Nadu),2.5,1,11.5396,1.0,True,True
IND462022AAA,IND461001AAA,Bhopal_Trnsport_H (Madhya Pradesh),Hoshangabad_MnRDDPP_D (Madhya Pradesh),2.5,5,72.5534,1.0,False,True
IND760003AAB,IND761020AAA,Berhampur_Khajuria_I (Orissa),Berhampur_Chatrpr_DC (Orissa),2.5,1,20.2236,1.0,True,True
IND712311AAA,IND700026AAC,Kolkata_Dankuni_HB (West Bengal),CCU_Lake Avenue_DPC (West Bengal),2.5,29,33.6401,1.0,False,True
IND742101AAC,IND742303AAB,Baharampur_Chuanpur_I (West Bengal),Domkal_Central_D_2 (West Bengal),2.5,7,38.274,1.0,False,True
IND602024AAA,IND602001AAA,Chennai_Vepmpttu_DC (Tamil Nadu),Chennai_Thiruvlr_DC (Tamil Nadu),2.5,9,16.4017,1.0,False,True
IND444203AAA,IND444005AAB,Shegaon_SChwkDPP_D (Maharashtra),Akola_Gaurkshn_I (Maharashtra),2.5,5,50.5628,1.0,False,True
IND843126AAA,IND842001AAA,Saraiya_Wardno4_D (Bihar),Muzaffrpur_Bbganj_I (Bihar),2.5,11,24.9355,1.0,False,True
IND811213AAA,IND811201AAB,KharagpurBR_Central_DPP_1 (Bihar),Munger_Kaura_D (Bihar),2.5,1,34.1936,1.0,True,True
