source_center,destination_center,source_name,destination_name,median_factor,total_trips,median_osrm_dist_km,pct_delayed,is_sparse,is_chronically_delayed
IND271001AAA,IND271210AAA,Gonda_KotwaliN_D (Uttar Pradesh),Tulsipur_Central_DPP_1 (Uttar Pradesh),50.72,1,70.69439999999999,1.0,True,True
IND631501AAA,IND600056AAB,Kanchipuram_DC (Tamil Nadu),MAA_Poonamallee_HB (Tamil Nadu),48.5,1,44.9726,1.0,True,True
IND208012AAA,IND209304AAA,Kanpur_Central_D_7 (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),41.5,13,18.1243,1.0,False,True
IND785634AAA,IND785001AAA,Mariani_Mainroad_D (Assam),Jorhat_RicMilRd_D (Assam),31.2,3,19.7611,1.0,True,True
IND212402AAA,IND211002AAB,Phulpur_Shekhpur_D (Uttar Pradesh),Allahabad_Central_H_1 (Uttar Pradesh),29.13888888888889,13,48.8429,1.0,False,True
IND792121AAB,IND786181AAC,Jairampur_Mdiclcly_D (Arunachal Pradesh),Margherita_CivilHPL_D (Assam),28.90322580645161,11,42.0052,1.0,False,True
IND221313AAA,IND232101AAB,Varanasi_Central_H_4 (Uttar Pradesh),MughalSarai_Central_D_2 (Uttar Pradesh),28.72727272727273,3,29.6438,1.0,True,True
IND221010AAB,IND232101AAB,Varanasi_MahmurGj_IP (Uttar Pradesh),MughalSarai_Central_D_2 (Uttar Pradesh),27.0,1,25.0859,1.0,True,True
IND416606AAA,IND416510AAA,Malvan_BllvMarg_D (Maharashtra),Sawantwadi_LaxmiNgr_D (Maharashtra),26.88091787439613,10,47.279250000000005,1.0,False,True
IND802212AAA,IND821115AAB,Bikramgang_Dehrird_D (Bihar),Sasaram_Central_I_2 (Bihar),23.73809523809524,7,44.7679,1.0,False,True
IND842003AAB,IND482002AAA,Jabalpur_Adhartal_IP (Madhya Pradesh),Jabalpur (Madhya Pradesh),23.1875,4,10.4497,1.0,True,True
IND518002AAA,IND518206AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),Betamcherla_CmtNgRod_D (Andhra Pradesh),22.56,1,57.683800000000005,1.0,True,True
IND424304AAC,IND424006AAA,Sakri_DhuleRoad_D (Maharashtra),Dhule_MIDCAvdn_I (Maharashtra),22.313662790697673,2,56.7526,1.0,True,True
IND425405AAA,IND424006AAA,Shirpur_KrantiNgr_D (Maharashtra),Dhule_MIDCAvdn_I (Maharashtra),21.232475598935224,14,64.5275,1.0,False,True
IND209801AAA,IND209304AAA,Unnao_VikasRam_D (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),20.75757575757576,5,46.0073,1.0,False,True
IND722140AAA,IND723130AAA,Khatra_KoralDPP_D (West Bengal),Hura_Central_D_1 (West Bengal),19.130434782608692,1,77.2476,1.0,True,True
IND121002AAA,IND121004AAB,Faridabad_Old (Haryana),FBD_Balabhgarh_DPC (Haryana),19.08333333333333,1,11.2338,1.0,True,True
IND221313AAA,IND222136AAA,Varanasi_Central_H_4 (Uttar Pradesh),Jalalpur_Mhimapur_D (Uttar Pradesh),18.35,1,56.2867,1.0,True,True
IND208017AAA,IND209304AAA,Kanpur_Central_D_5 (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),16.947916666666664,6,13.82065,1.0,False,True
IND221313AAA,IND221401AAA,Varanasi_Central_H_4 (Uttar Pradesh),Bhadohi_Rajpura_D (Uttar Pradesh),16.714285714285715,1,47.8665,1.0,True,True
IND283122AAB,IND282005AAA,Kirauli_AchneraRD_D (Uttar Pradesh),Agra (Uttar Pradesh),16.708333333333332,3,27.7435,1.0,True,True
IND482002AAA,IND842003AAB,Jabalpur (Madhya Pradesh),Jabalpur_Adhartal_IP (Madhya Pradesh),15.75,1,10.4909,1.0,True,True
IND151103AAA,IND151001AAA,RampuraPhul_DC (Punjab),Bhatinda_DPC (Punjab),15.672364672364672,2,28.80985,1.0,True,True
IND743270AAA,IND712311AAA,Helencha_ColnyDPP_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),15.35135135135135,5,98.5604,1.0,False,True
IND741201AAC,IND712311AAA,Ranaghat_ArickDPP_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),15.271929824561402,4,80.20495,1.0,True,True
IND785112AAC,IND785001AAA,Teok_Wardno3_D (Assam),Jorhat_RicMilRd_D (Assam),15.085526315789474,2,28.3002,1.0,True,True
IND722151AAA,IND723130AAA,Simlapal_Central_D_1 (West Bengal),Hura_Central_D_1 (West Bengal),15.060049019607842,8,89.35215,1.0,False,True
IND493445AAB,IND490023AAA,Mahasamund_RajpurRD_D (Chhattisgarh),Durg_Bhilai_DC (Chhattisgarh),14.40983606557377,1,86.438,1.0,True,True
IND485001AAC,IND486001AAA,Satna_Central_I_2 (Madhya Pradesh),Rewa_Dc (Madhya Pradesh),14.061764705882354,2,46.0454,1.0,True,True
IND425412AAA,IND424006AAA,Nandurbar_DhuleRd_D (Maharashtra),Dhule_MIDCAvdn_I (Maharashtra),13.835443037974684,1,109.1615,1.0,True,True
IND403401AAA,IND403726AAB,Goa_Ponda_Dc (Goa),Goa_ZuariNgr_IP (Goa),13.370370370370372,3,24.8751,1.0,True,True
IND134109AAA,IND160002AAC,Chandigarh_Panchkula (Chandigarh),Chandigarh_Mehmdpur_H (Punjab),12.83783783783784,15,43.66,1.0,False,True
IND425409AAA,IND424006AAA,Shahada_Nandrbar_D (Maharashtra),Dhule_MIDCAvdn_I (Maharashtra),12.08108108108108,1,94.5602,1.0,True,True
IND788713AAA,IND788026AAC,Karimganj_Alngjuri_D (Assam),Silchar_Sirikona_H (Assam),12.033333333333331,1,43.217,1.0,True,True
IND844505AAB,IND842001AAA,HazratJandaha_HajiprRD_D (Bihar),Muzaffrpur_Bbganj_I (Bihar),11.778846153846152,14,73.67435,1.0,False,True
IND201306AAA,IND201304AAA,Noida_Surajpur_DC (Uttar Pradesh),Noida_Sec-83_DC (Uttar Pradesh),11.6,1,13.3995,1.0,True,True
IND302026AAA,IND302014AAB,Jaipur_Bhankrot_DC (Rajasthan),Jaipur_Central_I_7 (Rajasthan),11.5,3,22.1193,1.0,True,True
IND208019AAA,IND209304AAA,Kanpur_Rawatpur_D (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),11.284926470588237,6,16.37985,1.0,False,True
IND221010AAB,IND233001AAA,Varanasi_MahmurGj_IP (Uttar Pradesh),Ghazipur_Kaithwal_D (Uttar Pradesh),11.214285714285714,3,78.42460000000001,1.0,True,True
IND695101AAB,IND695012AAA,Attingal_Central_D_2 (Kerala),Trivandrum_Mnanthla_H (Kerala),10.73076923076923,1,28.1568,1.0,True,True
IND424201AAA,IND424006AAA,Pachora_PcrrdDPP_D (Maharashtra),Dhule_MIDCAvdn_I (Maharashtra),10.552238805970148,1,85.721,1.0,True,True
IND847223AAA,IND842001AAA,Benipatti_WardNo1_D (Bihar),Muzaffrpur_Bbganj_I (Bihar),10.296875,15,85.8712,1.0,False,True
IND742102AAB,IND742121AAB,Berhampore_Central_I_2 (West Bengal),Nowda_ArhamDPP_D (West Bengal),10.243243243243244,1,41.0415,1.0,True,True
IND395001AAA,IND395023AAD,Surat_Central_D_9 (Gujarat),Surat_Central_I_4 (Gujarat),10.142857142857142,14,14.47755,1.0,False,True
IND751002AAB,IND754103AAA,Bhubaneshwar_Hub (Orissa),Jagatsghpr_Markndpr_D (Orissa),10.121951219512194,7,58.5252,1.0,False,True
IND221313AAA,IND276128AAA,Varanasi_Central_H_4 (Uttar Pradesh),Azamgarh_ChtwrDPP_D (Uttar Pradesh),10.120923306031273,2,109.2236,1.0,True,True
IND395006AAA,IND395023AAD,Surat_Varachha_DC (Gujarat),Surat_Central_I_4 (Gujarat),9.733333333333333,3,14.9404,1.0,True,True
IND395009AAA,IND395023AAD,Surat_Central_D_12 (Gujarat),Surat_Central_I_4 (Gujarat),9.583333333333332,16,17.523899999999998,1.0,False,True
IND211008AAA,IND211002AAB,Allahabad_Central_D_3 (Uttar Pradesh),Allahabad_Central_H_1 (Uttar Pradesh),9.28125,6,22.83415,1.0,False,True
IND828111AAA,IND826004AAA,Dhanbad_Jharia_DC (Jharkhand),Dhanbad_Kalynpur_I (Jharkhand),9.25,9,13.8589,1.0,False,True
IND400072AAJ,IND400037AAA,Mumbai_Tejpal_I (Maharashtra),Mumbai Antop Hill (Maharashtra),9.0,2,13.96195,1.0,True,True
IND847226AAA,IND842001AAA,Jaynagar_Wardno6_D (Bihar),Muzaffrpur_Bbganj_I (Bihar),8.976190476190476,21,118.7312,1.0,False,True
IND305901AAA,IND305624AAA,Beawar_DC (Rajasthan),Bijainagar_Central_DPP_1 (Rajasthan),8.933333333333334,1,49.6392,1.0,True,True
IND501401AAC,IND500010AAA,Medchal_MROoffce_D (Telangana),Hyderabad_Alwal_I (Telangana),8.904166666666667,14,14.09615,1.0,False,True
IND110037AAM,IND250002AAC,Delhi_Airport_H (Delhi),,8.724184782608695,2,90.25325000000001,0.5,True,True
IND531001AAA,IND530012AAA,Anakapalle_Kothuru_D (Andhra Pradesh),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),8.636363636363637,1,24.7421,1.0,True,True
IND521165AAA,IND521225AAB,Vuyyuru_BhogdDPP_D (Andhra Pradesh),Vijayawada_Rynapadu_H (Andhra Pradesh),8.615384615384615,3,34.3613,1.0,True,True
IND571213AAA,IND570020AAA,Gonikoppal_Thomas_D (Karnataka),Mysore_Yadvgiri_IP (Karnataka),8.47887323943662,1,85.0601,1.0,True,True
IND847404AAB,IND842001AAA,Jhanjharpur_Nagar_D (Bihar),Muzaffrpur_Bbganj_I (Bihar),8.433677098150781,18,107.82525,1.0,False,True
IND147105AAA,IND160002AAC,Patran_MheshNGR_D (Punjab),Chandigarh_Mehmdpur_H (Punjab),8.411764705882353,7,105.6492,1.0,False,True
IND411014AAA,IND411048AAA,PNQ Vadgaon Sheri DPC (Maharashtra),Pune_East_D_8 (Maharashtra),8.242857142857144,6,14.0083,1.0,False,True
IND571105AAA,IND571114AAA,Hunsur_RatnaDPP_D (Karnataka),HDKote_BegurRD_D (Karnataka),8.208333333333334,1,26.2458,1.0,True,True
IND401209AAB,IND401104AAA,Mumbai_Vasai_CP (Maharashtra),Mumbai_MiraRd_IP (Maharashtra),8.142857142857142,12,25.748649999999998,1.0,False,True
IND431131AAB,IND431603AAA,Majalgaon_SmbjiCwk_D (Maharashtra),Nanded_Aswningr_I (Maharashtra),8.135135135135135,1,156.47979999999998,1.0,True,True
IND207123AAA,IND202001AAB,Kasganj_BnkrGate_D (Uttar Pradesh),Aligarh_KhirByps_I (Uttar Pradesh),8.098039215686274,1,70.0116,1.0,True,True
IND673027AAB,IND673305AAA,Kozhikode_Feroke_H (Kerala),Koyilandy_Pshrikvu_D (Kerala),8.04849688031764,2,40.3536,1.0,True,True
IND671315AAA,IND575004AAB,Kanhangad_Arangadi_D (Kerala),Mangalore_Kuntikna_H (Karnataka),8.01923076923077,2,80.5539,1.0,True,True
IND431717AAA,IND431603AAA,Degloor_Busstand_D (Maharashtra),Nanded_Aswningr_I (Maharashtra),7.953918722786647,2,75.12604999999999,1.0,True,True
IND125001AAA,IND335501AAA,Hisar_ModelTwn_P (Haryana),Bhadra_GMndiDPP_D (Rajasthan),7.949367088607595,1,83.99119999999999,1.0,True,True
IND208006AAA,IND209304AAA,Kanpur_GovndNgr_DC (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),7.916666666666667,3,30.0545,1.0,True,True
IND721102AAA,IND712311AAA,Midnapore_Talkui_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),7.9,13,125.3268,1.0,False,True
IND204101AAA,IND282002AAD,Hathras (Uttar Pradesh),,7.888719512195122,2,47.82815000000001,1.0,True,True
IND249201AAA,IND249407AAA,Rishikesh_DC (Uttarakhand),Haridwar (Uttarakhand),7.880000000000001,17,21.7934,1.0,False,True
IND521225AAB,IND521165AAA,Vijayawada_Rynapadu_H (Andhra Pradesh),Vuyyuru_BhogdDPP_D (Andhra Pradesh),7.551724137931035,1,38.4822,1.0,True,True
IND700053AAA,IND712311AAA,CCU_New Alipore_DPC (West Bengal),Kolkata_Dankuni_HB (West Bengal),7.5264367816091955,6,29.081049999999998,1.0,False,True
IND713205AAB,IND712311AAA,Durgapur_Central_I_1 (West Bengal),Kolkata_Dankuni_HB (West Bengal),7.5160826594788865,12,148.60935,1.0,False,True
IND262405AAA,IND263153AAB,Sitarganj_SidculRd_D (Uttarakhand),Rudrapur_UdhamNgr_H (Uttarakhand),7.487804878048781,2,41.5601,1.0,True,True
IND764071AAB,IND530012AAA,Pappadahandi_Central_DPP_2 (Orissa),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),7.483768328772001,2,293.55954999999994,1.0,True,True
IND401602AAA,IND401501AAA,Dahanu_KetyDPP_D (Maharashtra),Boisar_OstwlEmp_D (Maharashtra),7.3076923076923075,17,28.2964,1.0,False,True
IND321606AAA,IND301001AAB,Kherli_GodamDPP_D (Rajasthan),Alwar_Central_I_1 (Rajasthan),7.297101449275362,6,77.83895000000001,1.0,False,True
IND175015AAA,IND174001AAA,JognderNgr_Dhelu_D (Himachal Pradesh),BilaspurHP_Indsarea_D (Himachal Pradesh),7.263157894736842,13,121.195,1.0,False,True
IND485001AAC,IND486771AAA,Satna_Central_I_2 (Madhya Pradesh),Churhat_Central_DPP_1 (Madhya Pradesh),7.209876543209876,5,104.8851,1.0,False,True
IND829121AAA,IND834002AAB,Peterbar_GagiDPP_D (Jharkhand),Ranchi_Hub (Jharkhand),7.175265535921273,11,84.9905,1.0,False,True
IND784001AAA,IND784101AAA,Tezpur_Mhbhirab_D (Assam),Balipara_EragnDPP_D (Assam),7.125,1,21.655,1.0,True,True
IND562125AAA,IND000000ACS,Bengaluru_Sarjapur_D (Karnataka),BLR_HSR_Layout_PC (Karnataka),7.125,1,16.7946,1.0,True,True
IND518002AAA,IND509103AAB,Kurnool_AbbasNgr_I (Andhra Pradesh),Wanaparthy_VallaDPP_D (Telangana),7.120689655172414,2,76.32075,1.0,True,True
IND147001AAB,IND160002AAC,Patiala (Punjab),Chandigarh_Mehmdpur_H (Punjab),7.090909090909091,7,45.262800000000006,1.0,False,True
IND311302AAA,IND305624AAA,Badnaur_BhmrdDPP_D (Rajasthan),Bijainagar_Central_DPP_1 (Rajasthan),7.090909090909091,3,46.4767,1.0,True,True
IND790001AAB,IND784001AAA,Bomdila_CTRoad_D (Arunachal Pradesh),Tezpur_Mhbhirab_D (Assam),7.05,1,153.8969,1.0,True,True
IND147101AAA,IND160002AAC,Samana_PODPP_D (Punjab),Chandigarh_Mehmdpur_H (Punjab),7.017241379310345,1,76.0523,1.0,True,True
IND000000ABG,IND501359AAF,Hyderabad_Bownplly_C (Telangana),Hyderabad_Shamshbd_P (Telangana),7.0,11,32.6832,1.0,False,True
IND395004AAB,IND395023AAD,Surat_Central_D_3 (Gujarat),Surat_Central_I_4 (Gujarat),6.764705882352941,4,17.34105,1.0,True,True
IND401209AAA,IND401104AAA,Mumbai_Virar_DC (Maharashtra),Mumbai_MiraRd_IP (Maharashtra),6.727272727272728,23,26.6274,1.0,False,True
IND462021AAA,IND462001AAA,Bhopal_Indrapri_DC (Madhya Pradesh),Bhopal_Old City (Madhya Pradesh),6.727272727272728,1,11.7024,1.0,True,True
IND842001AAA,IND843320AAA,Muzaffrpur_Bbganj_I (Bihar),Pupri_SngihiRD_D (Bihar),6.521739130434782,1,65.86930000000001,1.0,True,True
IND370001AAA,IND370201AAA,Bhuj_DC (Gujarat),Gandhidham_Sector1A_IP (Gujarat),6.477272727272728,1,53.6104,1.0,True,True
IND621112AAA,IND620012AAA,Tiruchi_Samyaprm_D (Tamil Nadu),Tiruchi_Manikndm_H (Tamil Nadu),6.458333333333333,1,22.6467,1.0,True,True
IND221313AAA,IND221010AAA,Varanasi_Central_H_4 (Uttar Pradesh),Varanasi (Uttar Pradesh),6.375,1,11.7824,1.0,True,True
IND854311AAA,IND854326AAB,Araria_Wardn13_D (Bihar),Purnia_Central_H_2 (Bihar),6.34375,1,45.026,1.0,True,True
IND251201AAA,IND131028AAB,Khatauli_TilakNgr_D (Uttar Pradesh),Sonipat_Kundli_H (Haryana),6.303030303030303,1,119.8797,1.0,True,True
IND443201AAA,IND000000AAZ,Chikhli_KKndrDPP_D (Maharashtra),Buldhana_Thsil3PL_D (Maharashtra),6.25,1,23.79,1.0,True,True
IND523201AAA,IND523002AAA,Addanki_Oilmilrd_D (Andhra Pradesh),Ongole_SubhVRTL_I (Andhra Pradesh),6.242456896551724,2,37.216300000000004,1.0,True,True
IND242001AAA,IND242307AAB,Shahjhnpur_NavdaCln_D (Uttar Pradesh),Tilhar_SingCLNY_D (Uttar Pradesh),6.230769230769231,1,19.7927,1.0,True,True
IND321001AAA,IND301001AAB,Bharatpur_DC (Rajasthan),Alwar_Central_I_1 (Rajasthan),6.206185567010309,3,103.8328,1.0,True,True
IND000000AFT,IND410206AAA,Mumbai_Sanpada_I (Maharashtra),Jasai_JNPT_D (Maharashtra),6.187179487179487,2,18.41255,1.0,True,True
IND176310AAA,IND145001AAA,Chamba_Bangotu_D (Himachal Pradesh),Pathankot_DC (Punjab),6.177514792899408,13,124.2269,1.0,False,True
IND563101AAB,IND560300AAB,Kolar_Ambedkar_D (Karnataka),Bangalore_East_I_20 (Karnataka),6.163636363636364,1,63.8641,1.0,True,True
IND686028AAB,IND686632AAA,Kottayam_Central_H_1 (Kerala),Kothanalloor_Majoor_D (Kerala),6.095238095238095,1,21.2599,1.0,True,True
IND000000AAQ,IND700028AAB,Barasat_KrshnNgr_D (West Bengal),CCU_DumDum_DPC (West Bengal),6.071428571428571,2,13.90065,1.0,True,True
IND370615AAB,IND370001AAA,Nakhatrana_ClgRDDPP_D (Gujarat),Bhuj_DC (Gujarat),6.0625,3,50.003800000000005,1.0,True,True
IND000000AAZ,IND444203AAA,Buldhana_Thsil3PL_D (Maharashtra),Shegaon_SChwkDPP_D (Maharashtra),6.020833333333333,1,67.4982,1.0,True,True
IND600032AAB,IND600008AAC,Chennai_Hub (Tamil Nadu),Chennai_Egmore_DPC (Tamil Nadu),6.0,1,10.0476,1.0,True,True
IND530043AAA,IND530012AAA,Visakhapatnam_VislkNgr_DC (Andhra Pradesh),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),5.9523809523809526,1,24.6676,1.0,True,True
IND342301AAA,IND342005AAD,Phalodi_PalikDPP_D (Rajasthan),Jodhpur_Basni_I (Rajasthan),5.859375,14,163.3495,1.0,False,True
IND370001AAA,IND370110AAA,Bhuj_DC (Gujarat),Anjar_DC (Gujarat),5.838709677419355,4,40.4539,1.0,True,True
IND845305AAA,IND842001AAA,Raxaul_KairiyaT_D (Bihar),Muzaffrpur_Bbganj_I (Bihar),5.838541666666666,20,136.0401,1.0,False,True
IND144001AAB,IND160002AAC,Jalandhar_DPC (Punjab),Chandigarh_Mehmdpur_H (Punjab),5.810344827586207,1,162.17829999999998,1.0,True,True
IND321408AAB,IND301001AAB,Weir_BsstdDPP_D (Rajasthan),Alwar_Central_I_1 (Rajasthan),5.758241758241758,1,114.2395,1.0,True,True
IND302020AAA,IND302014AAB,Jaipur_VarunCly_DC (Rajasthan),Jaipur_Central_I_7 (Rajasthan),5.75,19,12.4656,1.0,False,True
IND274001AAA,IND273014AAB,Deoria_CCRoad_D (Uttar Pradesh),Gorakhpur_Matriprm_IP (Uttar Pradesh),5.642857142857143,1,58.3432,1.0,True,True
IND131028AAB,IND250002AAC,Sonipat_Kundli_H (Haryana),,5.625,1,89.7878,1.0,True,True
IND713205AAB,IND722101AAB,Durgapur_Central_I_1 (West Bengal),Bankura_NapitDPP_D (West Bengal),5.62,1,52.231300000000005,1.0,True,True
IND852201AAA,IND854326AAB,Saharsa_Gangjala_D (Bihar),Purnia_Central_H_2 (Bihar),5.6125,1,109.2664,1.0,True,True
IND573116AAA,IND571426AAA,Channaraya_patna_D (Karnataka),Krishnarajpet_MuruPost_D (Karnataka),5.586206896551724,1,32.2457,1.0,True,True
IND500050AAA,IND501218AAC,Patancheru_Ameenpur_I (Telangana),Shamshabad_Lngrguda_D (Telangana),5.566666666666666,5,33.2229,1.0,False,True
IND700136AAB,IND712311AAA,CCU_Hub (West Bengal),Kolkata_Dankuni_HB (West Bengal),5.535714285714286,1,29.8727,1.0,True,True
IND673027AAB,IND673104AAA,Kozhikode_Feroke_H (Kerala),Vadakara_Mandodi_D (Kerala),5.523076923076923,1,61.9803,1.0,True,True
IND331701AAA,IND125001AAA,Sidhmukh_MnbzrDPP_D (Rajasthan),Hisar_ModelTwn_P (Haryana),5.484375,2,69.5001,1.0,True,True
IND700065AAB,IND712310AAA,CCU_Beleghta_CP (West Bengal),Kolkata_Dankuni_P (West Bengal),5.416666666666667,15,22.3084,1.0,False,True
IND390020AAA,IND390022AAA,Vadodara (Gujarat),Vadodara_Karelibaug_DPC (Gujarat),5.4071428571428575,2,12.5421,1.0,True,True
IND110037AAM,IND110064AAA,Delhi_Airport_H (Delhi),Delhi_Mayapuri_PC (Delhi),5.39375,2,14.17905,1.0,True,True
IND410501AAF,IND411033AAA,Talegaon_Central_DPP_4 (Maharashtra),Pune_Tathawde_H (Maharashtra),5.390476190476191,4,16.92465,1.0,True,True
IND201007AAA,IND201007AAB,GZB_Mohan_Nagar_DPC (Uttar Pradesh),Ghaziabad_MohanNgr_C (Uttar Pradesh),5.368421052631579,1,13.7023,1.0,True,True
IND732139AAA,IND732103AAB,Samsi_RatuaDPP_D (West Bengal),Malda_Central_I_3 (West Bengal),5.346938775510204,1,48.7287,1.0,True,True
IND700026AAC,IND712311AAA,CCU_Lake Avenue_DPC (West Bengal),Kolkata_Dankuni_HB (West Bengal),5.344771241830065,4,33.95815,1.0,True,True
IND131028AAB,IND132103AAA,Sonipat_Kundli_H (Haryana),Panipat (Haryana),5.326923076923077,2,59.6565,1.0,True,True
IND244901AAB,IND243503AAB,Rampur_RoshnBgh_I (Uttar Pradesh),Faridpur_ShjnprRD_D (Uttar Pradesh),5.307692307692308,1,93.314,1.0,True,True
IND485771AAA,IND486771AAA,Maihar_MngalDPP_D (Madhya Pradesh),Churhat_Central_DPP_1 (Madhya Pradesh),5.285714285714286,1,124.0555,1.0,True,True
IND411033AAB,IND411057AAF,Pune_Chinchwad DC (Maharashtra),Pune_East_D_7 (Maharashtra),5.266666666666667,1,13.4217,1.0,True,True
IND201301AAD,IND110037AAM,NOI_RPC (Delhi),Delhi_Airport_H (Delhi),5.252123552123551,2,35.39905,1.0,True,True
IND712311AAA,IND712410AAC,Kolkata_Dankuni_HB (West Bengal),Tarkeshwar_Naraynpr_D (West Bengal),5.25,9,44.0195,1.0,False,True
IND486661AAA,IND211002AAB,Sidhi_Padra_D (Madhya Pradesh),Allahabad_Central_H_1 (Uttar Pradesh),5.236024844720497,5,195.6941,1.0,False,True
IND000000AFT,IND400706AAA,Mumbai_Sanpada_I (Maharashtra),Mumbai_Nerul_D (Maharashtra),5.222222222222222,1,18.1351,1.0,True,True
IND712602AAA,IND712311AAA,Arambag_BalibDPP_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),5.206896551724138,1,61.4109,1.0,True,True
IND444005AAB,IND000000AAZ,Akola_Gaurkshn_I (Maharashtra),Buldhana_Thsil3PL_D (Maharashtra),5.2,1,103.1567,1.0,True,True
IND722154AAA,IND712311AAA,MirzapurWB_VidyaDPP_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),5.162790697674419,1,93.142,1.0,True,True
IND821109AAA,IND802213AAB,Mohania_Bhabua_D (Bihar),Dinara_Wardno7_D (Bihar),5.125,11,45.2398,1.0,False,True
IND411014AAA,IND411043AAA,PNQ Vadgaon Sheri DPC (Maharashtra),Pune Balaji Nagar (Maharashtra),5.125,7,15.8151,1.0,False,True
IND181201AAB,IND181152AAB,Akhnoor_ThthiCwk_D (Jammu & Kashmir),Jammu_Central_I_1 (Jammu & Kashmir),5.08307453416149,8,31.752499999999998,1.0,False,True
IND211002AAB,IND211013AAA,Allahabad_Central_H_1 (Uttar Pradesh),Allahabad_Phaphamu_DC (Uttar Pradesh),5.071428571428571,7,20.5758,1.0,False,True
IND786181AAC,IND792120AAB,Margherita_CivilHPL_D (Assam),Changlang_Central_D_1 (Arunachal Pradesh),5.0625,9,48.081900000000005,1.0,False,True
IND201007AAA,IND201005AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),Ghaziabad_RjndrNgr_DC (Uttar Pradesh),5.0625,1,12.7747,1.0,True,True
IND110043AAA,IND000000ACB,Delhi_Nangli_IP (Delhi),Gurgaon_Bilaspur_HB (Haryana),5.05,5,39.2406,1.0,False,True
IND274304AAA,IND274304AAB,Kushinagar_KasyaDPP_D (Uttar Pradesh),Padrauna_BawliDPPP_D (Uttar Pradesh),5.038461538461538,6,19.2075,1.0,False,True
IND207302AAA,IND202001AAB,Jalesar_ChngiDPP_D (Uttar Pradesh),Aligarh_KhirByps_I (Uttar Pradesh),5.019807923169267,6,68.3236,1.0,False,True
IND400016AAB,IND400072AAB,Mumbai_MhimWest_C (Maharashtra),Mumbai Hub (Maharashtra),5.0,1,11.184,1.0,True,True
IND580002AAA,IND580028AAA,Dharwad_Dc (Karnataka),Hubli_Adargchi_IP (Karnataka),4.979166666666666,2,23.8393,1.0,True,True
IND530012AAA,IND535001AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),Vizianagaram_NcsRd_DC (Andhra Pradesh),4.96412037037037,2,67.01495,1.0,True,True
IND796009AAA,IND796321AAB,Aizawl_HunthrVg_I (Mizoram),Champhai_AwmpiVng_D (Mizoram),4.950381679389313,4,186.14965,1.0,True,True
IND462042AAA,IND462022AAA,Bhopal_Kolar Mandakni (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),4.9,17,19.1454,1.0,False,True
IND122001AAA,IND122050AAA,GGN_DPC (Haryana),Gurgaon_Manesar (Haryana),4.892857142857143,1,24.9983,1.0,True,True
IND854326AAB,IND854105AAA,Purnia_Central_H_2 (Bihar),Katihar_Shyndco_D (Bihar),4.854166666666666,2,24.7521,1.0,True,True
IND000000AFF,IND734203AAA,Darjeeling_Hillcard_DC (West Bengal),Kurseong_ABPath_D (West Bengal),4.842105263157895,3,27.8663,1.0,True,True
IND712124AAA,IND712310AAE,Hooghly_DC (West Bengal),Kolkata_North_I_4 (West Bengal),4.818181818181818,3,19.0162,1.0,True,True
IND411048AAA,IND411014AAA,Pune_East_D_8 (Maharashtra),PNQ Vadgaon Sheri DPC (Maharashtra),4.8125,2,15.60725,1.0,True,True
IND477001AAB,IND474003AAA,Bhind_EtwahDPP_D (Madhya Pradesh),Gwalior_HrihrNgr_I (Madhya Pradesh),4.811320754716981,11,76.7885,1.0,False,True
IND416404AAA,IND416012AAA,Jath_Shivprsad_D (Maharashtra),Kolhapur_Shivaji_I (Maharashtra),4.81,6,138.3589,1.0,False,True
IND209304AAA,IND208019AAA,Kanpur_Central_H_6 (Uttar Pradesh),Kanpur_Rawatpur_D (Uttar Pradesh),4.80625,18,16.2845,1.0,False,True
IND523002AAA,IND523105AAA,Ongole_SubhVRTL_I (Andhra Pradesh),Kandukur_LICOffce_D (Andhra Pradesh),4.785714285714286,1,54.0026,1.0,True,True
IND461001AAA,IND461111AAA,Hoshangabad_MnRDDPP_D (Madhya Pradesh),Itarsi_DivrsnRd_D (Madhya Pradesh),4.785714285714286,1,21.1863,1.0,True,True
IND781124AAA,IND781018AAB,Chhaygaon_GwhRDDPP_D (Assam),Guwahati_Hub (Assam),4.77671370967742,6,32.38275,1.0,False,True
IND585314AAA,IND585104AAA,Aland_RazaviRd_D (Karnataka),Gulbarga_Nehrugnj_I (Karnataka),4.757309941520468,16,40.924150000000004,1.0,False,True
