source_center,destination_center,route_type,tod_bucket,median_factor,trip_count,median_osrm_dist,median_osrm_time,pct_delayed
IND302014AAB,IND302020AAA,Carting,morning,2.083333333333333,13,13.4545,12.0,1.0
IND302014AAB,IND302023AAA,Carting,morning,2.694508009153318,12,25.622549999999997,23.0,1.0
IND302014AAB,IND302026AAA,Carting,night,2.631578947368421,9,20.4105,19.0,1.0
IND302014AAB,IND302026AAA,Carting,evening,4.852941176470589,4,18.95435,17.5,1.0
IND302014AAB,IND303008AAB,Carting,evening,1.9230769230769231,5,73.9501,54.0,1.0
IND302014AAB,IND303301AAB,Carting,evening,1.3125,8,41.220349999999996,32.0,0.5
IND302014AAB,IND303303AAA,Carting,evening,1.25,1,73.3713,56.0,1.0
IND302014AAB,IND303603AAB,Carting,evening,1.6944444444444444,1,87.6403,72.0,1.0
IND302014AAB,IND303901AAA,Carting,evening,3.119047619047619,6,24.45015,20.0,1.0
IND302020AAA,IND302014AAB,Carting,night,2.888888888888889,13,12.5845,11.0,1.0
IND302022AAD,IND000000ACB,Carting,evening,1.9090909090909087,7,222.3819,165.0,1.0
IND302026AAA,IND302014AAB,Carting,morning,14.972222222222221,2,22.155250000000002,17.0,1.0
IND303002AAA,IND302014AAA,FTL,night,1.8571428571428572,6,48.12925,35.0,1.0
IND303002AAA,IND302014AAA,FTL,morning,1.6666666666666667,1,49.0507,36.0,1.0
IND303008AAB,IND303338AAB,Carting,night,1.5333333333333334,5,32.7092,30.0,0.8
IND303106AAA,IND302014AAA,FTL,night,2.083333333333333,1,79.6318,60.0,1.0
IND303106AAA,IND303002AAA,FTL,night,1.7142857142857142,3,29.7251,23.0,1.0
IND303108AAB,IND303106AAA,FTL,night,1.5408602150537636,6,44.07705,31.0,1.0
IND303301AAB,IND303303AAA,Carting,night,1.3636363636363635,5,28.608,21.0,1.0
IND303301AAB,IND303303AAA,Carting,evening,1.6363636363636365,5,31.6759,23.0,1.0
IND303303AAA,IND322230AAA,Carting,night,1.3506493506493509,13,97.0507,77.0,0.9230769230769231
IND303338AAB,IND303603AAB,Carting,night,0.9473684210526316,5,61.6722,57.0,0.4
IND303503AAA,IND302014AAB,Carting,night,1.8135593220338984,1,81.1662,59.0,1.0
IND303503AAA,IND302014AAB,Carting,morning,1.7241379310344829,7,79.20230000000001,57.0,1.0
IND303603AAB,IND302014AAB,Carting,night,2.472972972972973,5,87.753,74.0,1.0
IND303603AAB,IND303338AAB,Carting,night,0.8771929824561403,1,61.3575,57.0,0.0
IND303702AAB,IND332001AAB,FTL,afternoon,1.6774193548387095,3,84.5306,62.0,1.0
IND303702AAB,IND332404AAA,FTL,afternoon,1.5416666666666667,5,33.752199999999995,25.0,1.0
IND303901AAA,IND304001AAA,Carting,night,1.9285714285714286,2,57.36215,42.0,1.0
IND305001AAC,IND305802AAA,FTL,evening,2.197037037037037,6,29.92875,26.0,1.0
IND305001AAC,IND305901AAA,FTL,evening,2.1136363636363633,12,56.0382,44.0,1.0
IND305001AAC,IND306401AAB,FTL,afternoon,2.004032258064516,12,166.5906,123.0,1.0
IND305001AAC,IND342602AAC,FTL,evening,2.0416666666666665,1,130.313,96.0,1.0
IND305404AAA,IND305601AAC,FTL,morning,2.100877192982456,2,59.462599999999995,56.5,1.0
IND305404AAA,IND305601AAC,FTL,afternoon,1.351851851851852,7,59.029900000000005,55.0,1.0
IND305601AAC,IND305001AAC,FTL,afternoon,1.9705882352941175,13,38.9285,34.0,1.0
IND305624AAA,IND305404AAA,FTL,morning,1.880281690140845,4,81.27265,70.5,1.0
IND305802AAA,IND341512AAA,FTL,night,2.090017825311943,4,38.345150000000004,35.0,1.0
IND305901AAA,IND342602AAC,FTL,evening,1.8686502177068216,4,75.72975,54.0,1.0
IND306116AAA,IND306001AAA,FTL,morning,2.3429299166409385,2,103.9418,80.5,1.0
IND306304AAB,IND311302AAA,FTL,night,1.9130434782608696,1,65.1454,46.0,1.0
IND306401AAB,IND302014AAA,FTL,morning,2.0046082949308754,11,302.7314,216.0,1.0
IND306401AAB,IND305001AAC,Carting,morning,3.0002622606871228,14,166.96054999999996,123.0,1.0
IND306401AAB,IND305001AAC,Carting,afternoon,2.5121951219512195,1,166.96470000000002,123.0,1.0
IND306401AAB,IND342005AAD,FTL,evening,1.6923076923076923,15,69.5512,54.0,1.0
IND306401AAB,IND343001AAA,FTL,night,1.6781609195402298,1,118.6815,87.0,1.0
IND306401AAB,IND343001AAA,FTL,evening,2.0407707910750505,2,118.09195,86.0,1.0
IND307001AAA,IND306902AAA,FTL,morning,1.3076923076923077,1,34.3051,26.0,1.0
IND311001AAA,IND313324AAA,FTL,night,1.8461538461538465,5,89.73939999999999,65.0,1.0
IND311301AAA,IND305624AAA,FTL,night,4.142857142857143,3,47.2019,35.0,1.0
IND311302AAA,IND305624AAA,FTL,night,6.903297682709447,2,46.70375,33.5,1.0
IND311302AAA,IND305624AAA,FTL,morning,7.090909090909091,1,46.3489,33.0,1.0
IND312001AAA,IND311001AAA,FTL,night,1.5921325051759836,10,59.49785,46.5,1.0
IND312001AAA,IND311001AAA,FTL,evening,1.565217391304348,3,59.146800000000006,46.0,1.0
IND312001AAA,IND312601AAA,FTL,night,1.3509316770186335,4,62.142300000000006,73.5,0.5
IND312403AAA,IND312001AAA,FTL,night,1.7237851662404091,2,83.67855,68.5,1.0
IND312403AAA,IND312001AAA,FTL,morning,1.4411764705882353,1,83.4139,68.0,1.0
IND312601AAA,IND458664AAA,FTL,night,1.2591463414634148,4,36.815349999999995,40.5,0.75
IND312605AAB,IND313001AAB,FTL,night,2.248175182481752,5,173.2019,137.0,1.0
IND312605AAB,IND458001AAB,FTL,night,1.8214285714285716,7,34.3671,32.0,1.0
IND313001AAB,IND306401AAB,FTL,night,2.0492957746478875,11,189.7273,141.0,1.0
IND313001AAB,IND311001AAA,FTL,afternoon,2.645454545454545,1,152.546,110.0,1.0
IND313001AAB,IND312001AAA,FTL,afternoon,2.075949367088608,13,108.4147,79.0,1.0
IND313001AAB,IND327001AAB,FTL,afternoon,3.377483443708609,4,212.76280000000003,151.0,1.0
IND313001AAB,IND382430AAB,FTL,morning,2.141361256544503,7,270.05240000000003,191.0,1.0
IND313324AAA,IND313001AAB,FTL,night,1.798758865248227,14,65.0061,48.0,1.0
IND321001AAA,IND301001AAB,FTL,night,6.366408934707904,2,103.7295,96.5,1.0
IND321001AAA,IND321401AAB,FTL,night,1.259485924112607,6,42.0616,38.5,0.8333333333333334
IND321001AAB,IND321001AAA,FTL,night,1.3103448275862069,3,32.796699999999994,31.0,1.0
IND321001AAB,IND321401AAB,FTL,night,1.9230769230769231,1,70.37110000000001,65.0,1.0
IND321022AAA,IND121004AAB,Carting,night,3.180722891566265,7,106.9437,83.0,1.0
IND321408AAB,IND321606AAA,FTL,night,1.96875,3,37.8434,32.0,1.0
IND321606AAA,IND301001AAB,FTL,night,7.956521739130435,3,77.1911,69.0,1.0
IND321606AAA,IND301001AAB,FTL,morning,6.507246376811594,1,78.1617,69.0,1.0
IND321606AAA,IND321001AAA,FTL,night,1.8896683673469388,2,54.1109,48.5,1.0
IND322201AAA,IND302014AAB,Carting,night,1.9438202247191008,1,123.2768,89.0,1.0
IND322201AAA,IND303503AAA,Carting,night,1.7666666666666666,9,42.7044,30.0,1.0
IND322230AAA,IND322241AAA,Carting,night,1.6071428571428572,13,32.2703,28.0,1.0
IND322241AAA,IND322201AAA,Carting,night,2.3363636363636364,12,32.315650000000005,23.0,1.0
IND327001AAB,IND312605AAB,FTL,night,1.4285714285714286,1,89.38239999999999,63.0,1.0
IND328001AAA,IND000000ACB,FTL,evening,1.5404040404040404,1,257.5175,198.0,1.0
IND328001AAA,IND282002AAD,FTL,night,2.696969696969697,1,65.39359999999999,66.0,1.0
IND328001AAA,IND474003AAA,FTL,afternoon,1.6724137931034482,3,59.9836,58.0,1.0
IND328001AAA,IND474003AAA,FTL,evening,1.4915254237288136,3,60.5691,59.0,1.0
IND331022A1B,IND331001A1C,FTL,night,2.6122448979591835,1,60.9205,49.0,1.0
IND331304AAA,IND332001AAB,FTL,night,4.227272727272728,1,136.1242,110.0,1.0
IND331304AAA,IND332001AAB,FTL,morning,3.980769230769231,1,130.3797,104.0,1.0
IND331507AAA,IND302014AAA,FTL,morning,2.4011976047904198,3,215.9508,166.0,1.0
IND331701AAA,IND125001AAA,FTL,morning,5.484375,1,69.678,64.0,1.0
IND332001AAB,IND333001AAA,FTL,evening,1.1754385964912282,1,61.747800000000005,57.0,0.0
IND332001AAB,IND333028AAA,FTL,evening,1.4531046717918392,2,91.60605000000001,92.0,1.0
IND332001AAB,IND333031AAA,FTL,evening,2.267508865248227,2,109.61735,95.0,1.0
IND332001AAB,IND333042AAA,FTL,evening,1.3658536585365857,11,38.3224,39.0,0.8181818181818182
IND332001AAB,IND334001AAB,FTL,evening,1.65359477124183,7,213.5774,154.0,1.0
IND332001AAB,IND334001AAC,FTL,evening,1.6136363636363635,2,213.71685,154.0,1.0
IND332404AAA,IND332001AAB,FTL,evening,1.4054054054054057,7,51.1163,37.0,1.0
IND332713AAA,IND332709AAA,FTL,night,3.9489489489489493,2,36.510850000000005,36.5,1.0
IND332713AAA,IND332715AAB,FTL,night,2.061224489795918,1,50.2197,49.0,1.0
IND333001AAA,IND333028AAA,FTL,night,1.4186046511627908,1,33.366800000000005,43.0,1.0
IND333028AAA,IND333502AAA,FTL,night,1.148936170212766,1,40.769400000000005,47.0,0.0
IND333031AAA,IND331023AAA,FTL,night,2.9821428571428577,2,39.53035,28.0,1.0
IND333042AAA,IND333031AAA,FTL,night,1.6111111111111112,7,83.4441,74.0,1.0
IND333042AAA,IND333031AAA,FTL,evening,1.4109589041095891,1,82.41839999999999,73.0,1.0
IND333504AAA,IND332713AAA,FTL,night,1.9230769230769231,1,43.7389,39.0,1.0
IND334001AAB,IND334803AAA,FTL,night,1.8986105080330007,2,64.6074,48.0,1.0
IND334001AAC,IND334803AAA,FTL,night,1.6222222222222222,3,60.5845,45.0,1.0
IND334001AAC,IND341001AAC,FTL,night,1.619047619047619,1,115.4409,84.0,1.0
IND334803AAA,IND341001AAC,FTL,night,1.975,3,53.403400000000005,37.0,1.0
IND335001AAA,IND125104AAA,FTL,night,1.824264705882353,6,109.62905,80.0,1.0
IND335051AAA,IND335513AAA,Carting,morning,2.118811881188119,5,110.4233,100.0,1.0
IND335501AAA,IND331701AAA,FTL,night,1.7142857142857142,1,23.5577,21.0,1.0
IND335513AAA,IND335001AAA,FTL,night,1.790516206482593,6,62.9906,50.0,1.0
IND335513AAA,IND335803AAA,Carting,night,1.293103448275862,4,32.02605,29.5,1.0
IND335513AAA,IND335804AAD,Carting,night,1.5,1,56.9831,54.0,1.0
IND335524AAA,IND335523AAB,FTL,night,1.148936170212766,1,41.4874,47.0,0.0
IND335701AAA,IND335051AAA,Carting,morning,1.8333333333333335,2,51.62835,48.0,1.0
IND335703AAA,IND335701AAA,Carting,night,1.7575757575757576,1,35.112199999999994,33.0,1.0
IND335703AAA,IND335701AAA,Carting,morning,1.15625,3,34.6315,32.0,0.3333333333333333
IND335803AAA,IND335804AAD,Carting,night,1.7008695652173913,2,24.85255,24.0,1.0
IND335804AAD,IND335701AAA,Carting,night,1.1851398244539704,2,76.45384999999999,70.0,0.5
IND335804AAD,IND335703AAA,Carting,night,1.1578947368421053,2,41.35525,38.0,0.5
IND335804AAD,IND335703AAA,Carting,morning,1.2361842105263157,2,41.59245,39.0,0.5
IND341001AAC,IND341030AAA,FTL,night,1.4871794871794872,1,43.049800000000005,39.0,1.0
IND341001AAC,IND341303AAA,FTL,night,1.568137254901961,4,98.33615,84.0,1.0
IND341030AAA,IND341303AAA,FTL,morning,1.4855915065722953,2,54.9709,44.5,1.0
IND341303AAA,IND341306AAA,FTL,morning,1.6733333333333333,8,34.0289,24.5,1.0
IND341306AAA,IND302014AAA,FTL,morning,2.3529411764705883,3,217.0141,171.0,1.0
IND341503AAB,IND341510AAB,FTL,morning,2.4545454545454546,7,47.3069,33.0,1.0
IND341505AAA,IND341503AAB,FTL,night,1.9855072463768115,5,80.69630000000001,68.0,1.0
IND341505AAA,IND341503AAB,FTL,morning,2.426470588235294,1,80.54860000000001,68.0,1.0
IND341505AAA,IND341510AAB,FTL,night,2.087378640776699,1,128.96460000000002,103.0,1.0
IND341510AAB,IND305001AAC,FTL,morning,2.336363636363637,8,73.66604999999998,55.0,1.0
IND341512AAA,IND341505AAA,FTL,night,1.826086956521739,3,24.384,23.0,1.0
IND342005AAD,IND342601AAA,FTL,night,2.142857142857143,5,60.8196,50.0,1.0
IND342005AAD,IND342601AAA,FTL,evening,2.204081632653061,1,60.7425,49.0,1.0
IND342005AAD,IND342902A1B,FTL,night,1.680851063829787,1,103.1401,94.0,1.0
IND342005AAD,IND342902AAA,FTL,night,2.202127659574468,5,102.7041,94.0,1.0
IND342005AAD,IND344022AAB,FTL,night,1.893333333333333,3,104.7944,75.0,1.0
IND342301AAA,IND342005AAD,FTL,afternoon,5.63099778543307,10,166.2538,127.0,1.0
IND342601AAA,IND342902A1B,FTL,night,1.9534883720930232,3,41.5361,43.0,1.0
IND342601AAA,IND342902AAA,FTL,night,1.9142857142857144,3,39.0015,41.0,1.0
IND342602AAC,IND306304AAB,FTL,night,2.1627906976744184,1,59.707800000000006,43.0,1.0
IND342602AAC,IND311302AAA,FTL,night,1.8684210526315788,2,107.55635000000001,76.0,1.0
IND342902A1B,IND302014AAA,FTL,morning,2.497253938430409,6,244.0446,185.0,1.0
IND342902AAA,IND302014AAA,FTL,morning,2.3870967741935485,5,244.4337,186.0,1.0
IND343001AAA,IND343029AAB,FTL,night,1.3153846153846154,2,70.80345,65.0,0.5
IND343029AAB,IND307001AAA,FTL,night,1.4,2,77.09475,70.0,1.0
IND344001AAA,IND342301AAA,FTL,morning,1.6989795918367347,3,235.7629,196.0,1.0
IND344001AAA,IND345001AAA,FTL,morning,0.7725949468511297,6,155.6477,194.5,0.0
IND344001AAA,IND345021AAA,FTL,morning,1.75,1,174.20129999999995,152.0,1.0
IND344022AAB,IND342301AAA,FTL,night,3.380952380952381,1,168.47979999999998,147.0,1.0
IND344022AAB,IND344001AAA,FTL,night,1.4558823529411764,3,96.331,68.0,1.0
IND344022AAB,IND344001AAA,FTL,morning,1.4492753623188406,1,96.9573,69.0,1.0
IND345001AAA,IND342301AAA,FTL,morning,1.75,1,168.0361,120.0,1.0
IND345001AAA,IND345021AAA,FTL,morning,1.3376623376623376,4,109.54884999999999,77.0,1.0
IND345021AAA,IND342301AAA,FTL,afternoon,1.4818840579710144,6,62.8452,45.0,0.8333333333333334
IND360003AAA,IND360311AAA,Carting,night,2.102307692307692,2,37.8864,25.5,1.0
IND360311AAA,IND360050AAA,Carting,night,1.3777777777777778,1,46.9022,45.0,1.0
IND360370AAA,IND360410AAA,FTL,night,2.4615384615384617,1,16.2596,13.0,1.0
IND360410AAA,IND360490AAA,FTL,night,3.076923076923077,1,16.9369,13.0,1.0
IND360490AAA,IND362001AAA,FTL,night,2.1621621621621623,7,43.306,36.0,1.0
IND360510AAB,IND360530AAB,Carting,night,1.4230769230769231,5,28.2543,26.0,1.0
IND360510AAB,IND360530AAB,Carting,morning,1.6153846153846154,3,28.1623,25.0,0.6666666666666666
IND360530AAB,IND362001AAA,Carting,night,1.8056935817805384,2,79.3973,69.5,1.0
IND360530AAB,IND362001AAA,Carting,morning,1.9710144927536235,9,79.2651,69.0,1.0
IND360575AAA,IND360510AAB,Carting,night,1.7375,8,45.003150000000005,40.0,1.0
IND361001AAA,IND361305AAC,FTL,night,1.6666666666666667,9,53.9585,39.0,1.0
IND361305AAC,IND361315AAA,FTL,night,1.7239089184060719,8,44.301199999999994,32.0,1.0
IND361315AAA,IND361335AAA,FTL,night,1.5555555555555556,9,40.5641,28.0,1.0
IND361335AAA,IND360002AAB,FTL,night,1.3368983957219251,1,243.7123,187.0,1.0
IND362001AAA,IND360370AAA,FTL,night,1.9782608695652175,8,32.80485,23.0,1.0
IND362001AAA,IND360575AAA,Carting,night,1.4216867469879515,7,103.3616,84.0,1.0
IND362001AAA,IND362220AAA,Carting,night,2.0416666666666665,10,34.604150000000004,24.0,1.0
IND362001AAA,IND362265AAA,Carting,morning,2.142857142857143,1,79.806,56.0,1.0
IND362150AAA,IND362001AAA,Carting,morning,1.6492537313432836,8,68.0373,67.0,1.0
IND362220AAA,IND362225AAA,Carting,night,1.9230769230769231,5,27.9983,25.0,1.0
IND362225AAA,IND362265AAA,Carting,night,1.75,5,37.798,27.0,1.0
IND362265AAA,IND362720AAA,Carting,night,2.4444444444444446,11,48.0922,35.0,1.0
IND362560AAA,IND362150AAA,Carting,morning,1.8101092896174862,8,73.2015,61.0,1.0
IND362720AAA,IND362560AAA,Carting,night,1.8333333333333335,2,37.9881,27.0,1.0
IND362720AAA,IND362560AAA,Carting,morning,2.0892857142857144,10,39.13785,28.0,1.0
IND363001AAA,IND363421AAB,FTL,night,1.1515151515151516,9,26.9905,33.0,0.2222222222222222
IND363310AAB,IND382430AAB,FTL,morning,1.4097222222222223,9,128.014,143.0,1.0
IND363330AAB,IND363310AAB,FTL,night,1.8175675675675675,2,30.30585,37.5,1.0
IND363330AAB,IND363310AAB,FTL,morning,1.5555555555555556,5,29.2355,36.0,0.8
IND363421AAB,IND364710AAA,FTL,night,1.8974358974358971,9,54.4647,38.0,1.0
IND363520AAC,IND363001AAA,FTL,night,1.196003401360544,8,58.01035,49.0,0.5
IND363621AAB,IND360002AAB,Carting,night,1.7352941176470589,2,39.1379,34.0,1.0
IND363641AAA,IND360002AAB,Carting,night,1.82089552238806,1,72.2687,67.0,1.0
IND363641AAA,IND363621AAB,Carting,night,1.4411764705882353,3,33.9582,33.0,0.6666666666666666
IND364004AAB,IND365560AAA,FTL,evening,1.947368421052632,5,109.636,78.0,1.0
IND365560AAA,IND365560AAB,FTL,night,1.7142857142857142,5,72.2758,59.0,1.0
IND365560AAB,IND364290AAA,FTL,night,2.4827586206896552,7,39.9877,29.0,1.0
IND370001AAA,IND370110AAA,FTL,morning,14.159391534391535,2,37.97665,27.5,1.0
IND370001AAA,IND370110AAA,FTL,afternoon,5.838709677419355,3,41.5932,30.0,1.0
IND370001AAA,IND370201AAA,FTL,afternoon,6.477272727272728,1,53.6104,44.0,1.0
IND370001AAA,IND370615AAB,FTL,night,1.818181818181818,5,46.8033,43.0,1.0
IND370001AAA,IND370615AAB,FTL,morning,1.7272727272727273,1,47.8544,44.0,1.0
IND370110AAA,IND370001AAA,FTL,night,2.0339366515837103,10,43.04605,31.5,1.0
IND370110AAA,IND370615AAB,FTL,afternoon,2.095890410958904,1,88.04469999999999,73.0,1.0
IND370201AAA,IND363310AAB,FTL,night,1.6900584795321638,1,167.2466,171.0,1.0
IND370201AAA,IND363330AAB,FTL,night,1.4285714285714286,7,137.7312,134.0,1.0
IND370615AAB,IND370001AAA,FTL,night,11.512820512820513,1,43.1588,39.0,1.0
IND370615AAB,IND370001AAA,FTL,morning,4.118206521739131,2,51.0402,47.0,1.0
IND380005AAA,IND382421AAA,Carting,night,3.555555555555556,3,10.641,9.0,1.0
IND380005AAA,IND382421AAA,Carting,morning,2.7,1,11.7678,10.0,1.0
IND380005AAA,IND382430AAB,Carting,night,3.0,1,27.034,23.0,1.0
IND380005AAA,IND382721AAA,Carting,night,3.2,2,18.5494,19.0,1.0
IND380006AAA,IND382430AAB,Carting,night,3.188888888888889,6,13.372499999999999,10.0,1.0
IND380006AAA,IND382430AAB,Carting,morning,2.0,3,14.1132,10.0,1.0
IND380006AAB,IND382430AAB,Carting,night,5.625,2,15.452,12.0,1.0
IND380006AAB,IND382430AAB,Carting,morning,3.5,13,15.0139,11.0,1.0
IND380021AAA,IND382430AAB,Carting,night,4.153846153846154,11,16.9686,13.0,1.0
IND380021AAA,IND382430AAB,Carting,morning,3.3589743589743586,10,16.829449999999998,12.5,1.0
IND380054AAA,IND382430AAB,Carting,night,2.8235294117647056,4,20.6179,17.0,1.0
IND380054AAA,IND382430AAB,Carting,morning,2.3529411764705883,9,19.9187,17.0,1.0
IND380054AAA,IND382430AAB,Carting,evening,1.7857142857142858,1,15.9614,14.0,1.0
IND382421AAA,IND382430AAB,Carting,morning,4.668850806451613,10,36.899550000000005,31.0,1.0
IND382421AAA,IND382721AAA,Carting,night,1.2941176470588236,9,16.423599999999997,16.0,0.5555555555555556
IND382430AAB,IND000000ACB,FTL,morning,2.573926868044515,5,875.456,629.0,1.0
IND382430AAB,IND000000ACB,FTL,afternoon,1.81472550803761,6,876.1704,630.0,1.0
IND382430AAB,IND313001AAB,FTL,afternoon,1.9897435897435896,1,273.43890000000005,195.0,1.0
IND382430AAB,IND313001AAB,FTL,evening,1.987244897959184,10,273.405,195.0,1.0
IND382430AAB,IND364004AAB,FTL,afternoon,1.633587786259542,11,157.4853,131.0,1.0
IND382430AAB,IND370201AAA,FTL,afternoon,1.49375,12,312.83595,320.5,1.0
IND382430AAB,IND380005AAA,Carting,night,2.4266304347826084,10,27.482300000000002,24.0,1.0
IND382430AAB,IND380005AAA,Carting,evening,1.6521739130434785,13,25.9964,22.0,1.0
IND382430AAB,IND380015AAB,Carting,night,2.333333333333333,13,15.379,12.0,1.0
IND382430AAB,IND380015AAB,Carting,evening,2.3809523809523805,10,15.695,12.0,1.0
IND382430AAB,IND380054AAA,Carting,night,2.45,14,19.4394,17.0,1.0
IND382430AAB,IND380054AAA,Carting,evening,1.7951388888888888,12,19.82355,17.0,1.0
IND382430AAB,IND382345AAA,Carting,night,2.2509803921568627,12,19.829349999999998,15.5,1.0
IND382430AAB,IND382345AAA,Carting,evening,2.1333333333333333,12,20.0708,16.0,1.0
IND382430AAB,IND384205AAA,FTL,afternoon,1.5238095238095235,1,94.1034,84.0,1.0
IND382430AAB,IND384205AAA,FTL,evening,1.3313725490196078,12,95.1206,85.0,1.0
IND382430AAB,IND388320AAA,FTL,afternoon,1.25,9,80.1094,64.0,0.8888888888888888
IND382430AAB,IND389001AAA,FTL,afternoon,1.6122448979591837,4,136.78675,98.0,1.0
IND382430AAB,IND389001AAA,FTL,evening,1.6938775510204085,11,136.65529999999998,98.0,1.0
IND382430AAB,IND395023AAA,FTL,afternoon,1.885323383084577,12,272.80295,201.0,1.0
IND382430AAB,IND395023AAA,FTL,evening,1.8507462686567164,13,272.8035,201.0,1.0
IND382715AAA,IND382430AAB,FTL,night,2.0,12,61.001599999999996,54.0,1.0
IND382721AAA,IND382430AAB,Carting,night,2.763157894736842,9,43.8054,41.0,1.0
IND383001AAA,IND383315AAC,FTL,night,1.2526132404181185,8,47.1502,41.0,0.625
IND383255AAB,IND384205AAA,FTL,morning,1.3904761904761904,7,101.3193,104.0,0.7142857142857143
IND383315AAC,IND383255AAB,FTL,night,1.1980676328502415,8,91.1593,91.0,0.5
IND384170AAA,IND384265AAB,FTL,night,1.3333333333333333,3,27.1805,27.0,1.0
IND384205AAA,IND382715AAA,FTL,night,1.425,11,42.296800000000005,40.0,1.0
IND384205AAA,IND382715AAA,FTL,evening,1.3,1,42.5227,40.0,1.0
IND384205AAA,IND383001AAA,FTL,night,1.5046610169491526,8,81.37344999999999,59.0,1.0
IND384205AAA,IND384170AAA,FTL,night,1.1785714285714284,4,28.23775,28.0,0.5
IND384205AAA,IND384355AAB,FTL,night,1.5882352941176472,8,36.5268,33.0,1.0
IND384205AAA,IND385001AAA,FTL,evening,2.7419354838709675,1,66.1726,62.0,1.0
IND384265AAB,IND385320AAA,FTL,night,1.2933333333333332,7,81.8326,76.0,0.8571428571428571
IND384265AAB,IND385340AAB,FTL,night,3.0434782608695654,1,62.0344,46.0,1.0
IND384355AAB,IND384205AAA,FTL,morning,2.290322580645161,1,33.387800000000006,31.0,1.0
IND384355AAB,IND385001AAA,FTL,night,1.5165580182529335,8,70.50255,65.0,1.0
IND385001AAA,IND385535AAA,FTL,night,2.05,5,27.004,19.0,1.0
IND385320AAA,IND385340AAB,FTL,night,0.9864864864864865,6,29.96895,37.0,0.0
IND385340AAB,IND384205AAA,FTL,night,1.4444444444444444,3,109.3271,90.0,0.6666666666666666
IND385340AAB,IND384205AAA,FTL,morning,1.5176470588235291,1,106.0967,85.0,1.0
IND385535AAA,IND384205AAA,FTL,night,1.9809335443037974,12,92.2555,79.5,1.0
IND387001AAA,IND388220AAA,Carting,night,1.76,9,27.4003,25.0,1.0
IND388121AAA,IND388620AAB,Carting,night,1.5517970401691332,6,54.20355,44.0,1.0
IND388220AAA,IND388320AAA,Carting,night,1.7692307692307692,9,27.0758,25.0,1.0
IND388320AAA,IND387001AAA,Carting,night,1.712820512820513,6,19.753700000000002,14.5,1.0
IND388320AAA,IND388121AAA,Carting,night,4.25,1,10.2572,12.0,1.0
IND388320AAA,IND390022AAA,FTL,evening,2.091578947368421,6,38.718,31.0,1.0
IND388620AAB,IND388320AAA,Carting,night,1.6956521739130435,8,54.411,46.0,1.0
IND389001AAA,IND389151AAA,FTL,night,1.78,15,68.1918,50.0,1.0
IND389151AAA,IND457661AAA,FTL,night,2.7162298387096775,8,43.3804,31.5,1.0
IND390020AAA,IND390022AAA,Carting,morning,7.214285714285714,1,13.8227,14.0,1.0
IND390020AAA,IND391110AAD,Carting,night,1.7554112554112555,2,35.45685,34.0,1.0
IND390022AAA,IND382430AAB,FTL,evening,1.5857142857142859,8,99.4065,70.0,1.0
IND390022AAA,IND388320AAA,Carting,night,2.0769230769230766,4,36.26525,26.5,1.0
IND390022AAA,IND388320AAA,Carting,evening,1.9015384615384616,8,35.75885,25.0,1.0
IND390022AAA,IND390020AAA,Carting,morning,6.8,1,13.4591,15.0,1.0
IND390022AAA,IND395023AAA,FTL,night,1.7851239669421488,1,167.2009,121.0,1.0
IND390022AAA,IND395023AAA,FTL,evening,1.8879820936639118,14,167.2573,121.0,1.0
IND391110AAD,IND390022AAA,Carting,night,3.882352941176471,1,34.9421,34.0,1.0
IND395001AAA,IND395023AAD,Carting,night,10.533333333333331,9,14.4435,14.0,1.0
IND395004AAB,IND395023AAD,Carting,night,9.505882352941176,2,16.92055,16.0,1.0
IND395004AAB,IND395023AAD,Carting,morning,4.294117647058823,1,17.6432,17.0,1.0
IND395006AAA,IND395023AAD,Carting,night,8.566666666666666,2,15.7562,15.0,1.0
IND395006AAA,IND395023AAD,Carting,morning,70.0,1,11.19,11.0,1.0
IND395009AAA,IND395023AAD,Carting,night,9.88888888888889,9,17.4885,16.0,1.0
IND395010AAB,IND395023AAA,Carting,morning,1.4375,1,17.769299999999998,16.0,1.0
IND395023AAA,IND110037AAM,FTL,afternoon,1.83115338882283,13,1118.8283,842.0,1.0
IND395023AAA,IND382430AAB,FTL,night,1.8233848822084116,4,259.8292,187.0,1.0
IND395023AAA,IND382430AAB,FTL,morning,1.8288770053475936,11,259.9392,187.0,1.0
IND395023AAA,IND390022AAA,FTL,afternoon,1.735854045478583,8,169.30975,122.5,1.0
IND395023AAA,IND394221AAA,Carting,afternoon,1.9090909090909087,1,10.9696,11.0,1.0
IND395023AAA,IND396191AAC,FTL,night,2.272727272727273,1,104.9459,77.0,1.0
IND395023AAA,IND396191AAC,FTL,morning,2.36,3,104.0541,76.0,1.0
IND395023AAA,IND396191AAC,FTL,evening,1.986842105263158,6,104.17615,76.0,1.0
IND395023AAA,IND411033AAA,FTL,night,2.852233676975945,5,394.966,291.0,1.0
IND395023AAA,IND411033AAA,FTL,morning,2.573883161512028,1,394.7746,291.0,1.0
IND395023AAA,IND421302AAG,FTL,night,2.466424870466321,2,263.19745,196.5,1.0
IND395023AAA,IND421302AAG,FTL,morning,2.45771144278607,1,266.7674,201.0,1.0
IND395023AAA,IND562132AAA,FTL,morning,1.94386499574679,14,1193.2213,863.0,1.0
