source_center,destination_center,route_type,tod_bucket,median_factor,trip_count,median_osrm_dist,median_osrm_time,pct_delayed
IND501359AAE,IND562132AAA,FTL,morning,1.5905882352941176,2,542.4619,425.0,1.0
IND501359AAE,IND562132AAA,FTL,evening,1.8376470588235292,1,542.4174,425.0,1.0
IND501359AAE,IND585104AAA,FTL,morning,1.7964071856287425,1,209.8527,167.0,1.0
IND501359AAE,IND585104AAA,FTL,afternoon,1.6666666666666667,13,210.85,168.0,1.0
IND501359AAE,IND712311AAA,FTL,night,1.979167151030219,2,1471.3070500000001,1057.5,1.0
IND501359AAE,IND751002AAB,FTL,night,2.026566757493188,8,1037.9544,735.0,1.0
IND501359AAG,IND000000ACN,Carting,afternoon,2.822368421052632,6,24.6488,20.0,1.0
IND501401AAC,IND500010AAA,Carting,night,10.609523809523811,6,14.359200000000001,14.0,1.0
IND501401AAC,IND500010AAA,Carting,morning,3.4952380952380953,4,14.634450000000001,14.5,1.0
IND502110AAA,IND502313AAA,FTL,night,1.6167417417417416,2,40.054050000000004,36.5,1.0
IND502110AAA,IND502313AAA,FTL,morning,1.3333333333333333,12,39.67895,36.0,0.9166666666666666
IND502220AAC,IND501359AAE,FTL,morning,1.317829457364341,15,146.9617,128.0,0.8
IND502286AAB,IND502220AAC,FTL,night,2.18,7,58.1046,50.0,1.0
IND502286AAB,IND502220AAC,FTL,morning,2.19375,8,57.331900000000005,49.0,1.0
IND502295AAA,IND500050AAA,Carting,night,2.0,2,29.533900000000003,25.0,1.0
IND502313AAA,IND503111AAC,FTL,morning,1.7142857142857142,5,85.3094,62.0,1.0
IND503111AAC,IND501359AAE,FTL,night,2.271844660194174,11,137.8339,103.0,1.0
IND503111AAC,IND501359AAE,FTL,evening,2.0,2,137.9265,103.0,1.0
IND503111AAC,IND503185AAA,FTL,night,1.8852459016393444,13,79.6958,61.0,1.0
IND503111AAC,IND503185AAA,FTL,evening,1.5368852459016393,2,79.43545,60.5,1.0
IND503111AAC,IND505001AAB,FTL,evening,1.404494382022472,1,97.1468,89.0,1.0
IND503122AAA,IND502110AAA,FTL,night,1.7162162162162162,2,40.407300000000006,37.0,1.0
IND503122AAA,IND502110AAA,FTL,morning,1.5526315789473684,12,40.79965,37.0,1.0
IND503185AAA,IND503187AAA,FTL,night,1.5714285714285714,13,32.2816,28.0,1.0
IND503185AAA,IND503187AAA,FTL,morning,1.5,1,32.3554,28.0,1.0
IND503187AAA,IND503122AAA,FTL,night,1.5576923076923075,6,28.65135,26.0,1.0
IND503187AAA,IND503122AAA,FTL,morning,1.5384615384615383,9,28.6293,26.0,1.0
IND504201AAA,IND505184AAC,FTL,night,1.1056140350877193,4,59.717,75.0,0.25
IND504208AAB,IND504251AAA,FTL,night,1.7894736842105263,1,21.5952,19.0,1.0
IND504208AAB,IND505001AAB,FTL,night,2.022248243559719,2,85.39195,62.0,1.0
IND504208AAB,IND505001AAB,FTL,morning,3.2295081967213117,3,85.93719999999999,61.0,1.0
IND504215AAA,IND505001AAB,FTL,night,2.2077732320280536,4,65.1403,59.0,1.0
IND504215AAA,IND505001AAB,FTL,morning,1.99021040327294,6,65.8186,59.0,1.0
IND504215AAA,IND505326AAB,FTL,morning,2.706896551724138,1,64.6296,58.0,1.0
IND504251AAA,IND504293AAA,FTL,night,2.305263157894737,2,40.2221,36.5,1.0
IND504251AAA,IND504296AAA,FTL,night,1.186046511627907,3,39.631,43.0,0.3333333333333333
IND504293AAA,IND504208AAB,FTL,morning,1.5636363636363635,1,60.2246,55.0,1.0
IND504293AAA,IND505001AAB,FTL,night,1.9867278330298364,2,148.2072,119.5,1.0
IND504293AAA,IND505001AAB,FTL,morning,2.7203389830508478,1,146.3116,118.0,1.0
IND504296AAA,IND504208AAB,FTL,night,1.2459016393442623,1,59.8443,61.0,1.0
IND504296AAA,IND504293AAA,FTL,night,1.1,1,25.5973,30.0,0.0
IND504296AAA,IND504293AAA,FTL,morning,1.1,1,25.6829,30.0,0.0
IND505001AAA,IND505302AAB,FTL,night,1.3823529411764706,5,34.8956,34.0,1.0
IND505001AAB,IND501359AAE,FTL,evening,2.048192771084337,1,185.6649,166.0,1.0
IND505001AAB,IND503111AAC,FTL,evening,1.388034188034188,2,98.4647,90.5,0.5
IND505001AAB,IND504208AAB,FTL,night,1.4833543505674653,2,87.09235,63.0,1.0
IND505001AAB,IND504208AAB,FTL,evening,1.4666666666666666,3,84.43639999999999,61.0,1.0
IND505001AAB,IND505172AAA,FTL,night,1.7083333333333333,1,34.1481,24.0,1.0
IND505001AAB,IND505184AAC,FTL,evening,1.6451612903225807,1,68.3528,62.0,1.0
IND505001AAB,IND505209AAA,FTL,evening,3.608695652173913,3,64.65169999999999,46.0,1.0
IND505001AAB,IND505302AAB,FTL,night,1.9090909090909087,1,34.708800000000004,33.0,1.0
IND505001AAB,IND505302AAB,FTL,evening,1.1764705882352942,1,35.4018,34.0,0.0
IND505122AAA,IND506002AAA,FTL,night,2.5365853658536586,9,48.6676,40.0,1.0
IND505184AAC,IND505001AAB,FTL,night,1.810655737704918,2,68.1027,60.5,1.0
IND505184AAC,IND505001AAB,FTL,morning,1.975806451612903,4,68.85265000000001,62.0,1.0
IND505184AAC,IND505209AAA,FTL,night,0.8941375968992248,2,22.036949999999997,45.5,0.0
IND505209AAA,IND504201AAA,FTL,night,1.4310344827586206,4,38.8128,29.0,1.0
IND505209AAA,IND505001AAB,FTL,night,3.211820330969267,2,63.73075,46.0,1.0
IND505302AAB,IND505325AAA,FTL,night,1.1290322580645162,5,60.1525,62.0,0.2
IND505302AAB,IND505327AAA,FTL,night,2.0,1,38.234300000000005,42.0,1.0
IND505325AAA,IND505327AAA,FTL,night,1.4219367588932808,2,31.796799999999998,22.5,1.0
IND505326AAA,IND505425AAA,FTL,night,2.8285714285714287,1,49.0874,35.0,1.0
IND505326AAB,IND505001AAB,FTL,morning,4.389830508474576,1,63.4686,59.0,1.0
IND505327AAA,IND505425AAA,FTL,night,1.619047619047619,3,29.2883,21.0,1.0
IND505467AAA,IND505122AAA,FTL,night,1.6304347826086956,7,51.077,46.0,1.0
IND505503AAA,IND506164AAA,FTL,night,2.282051282051282,1,55.3318,39.0,1.0
IND506001AAC,IND505122AAA,FTL,night,1.7352941176470589,1,41.9115,34.0,1.0
IND506001AAC,IND505467AAA,FTL,night,1.6202380952380953,8,42.05905,35.0,1.0
IND506002AAA,IND506132AAA,FTL,night,1.5960960960960962,2,34.807900000000004,36.5,0.5
IND506002AAA,IND506132AAA,FTL,evening,1.1388888888888888,11,35.192,37.0,0.36363636363636365
IND506002AAA,IND506143AAA,FTL,evening,1.9565217391304348,10,29.662950000000002,21.5,1.0
IND506002AAA,IND506343AAA,FTL,evening,1.5896825396825398,2,49.3209,35.5,1.0
IND506132AAA,IND122001AAJ,FTL,night,1.8403361344537812,12,48.3942,34.0,1.0
IND506143AAA,IND506167AAB,FTL,night,1.8006535947712417,6,26.05115,18.0,1.0
IND506167AAB,IND501359AAE,FTL,night,2.1298701298701297,9,108.7747,78.0,1.0
IND506169AAB,IND505503AAA,FTL,night,2.125,1,23.4994,16.0,1.0
IND506314AAA,IND506002AAA,FTL,night,4.173913043478261,8,33.7278,24.0,1.0
IND506314AAA,IND506002AAA,FTL,morning,2.8,1,35.413,25.0,1.0
IND506343AAA,IND506169AAB,FTL,night,1.347560975609756,2,49.64275000000001,41.5,0.5
IND507002AAA,IND507117AAB,FTL,evening,1.4594594594594594,1,135.5658,111.0,1.0
IND507002AAA,IND507159AAA,FTL,evening,1.8888888888888888,1,23.1748,18.0,1.0
IND507002AAA,IND507167AAA,FTL,evening,2.9438095238095237,4,34.58295,24.5,1.0
IND507002AAA,IND508001AAA,FTL,evening,2.469879518072289,1,115.3405,83.0,1.0
IND507002AAA,IND508206AAA,FTL,evening,2.129032258064516,11,38.8687,30.0,1.0
IND507002AAA,IND508213AAB,FTL,evening,1.818181818181818,14,63.823949999999996,45.0,1.0
IND507111AAA,IND507117AAB,FTL,night,1.6306818181818183,12,36.8916,31.5,1.0
IND507111AAA,IND507117AAB,FTL,morning,1.4516129032258065,1,36.4709,31.0,1.0
IND507117AAB,IND507303AAA,FTL,night,2.074468085106383,11,123.545,93.0,1.0
IND507117AAB,IND507303AAA,FTL,morning,1.903225806451613,1,123.2892,93.0,1.0
IND507123AAA,IND506314AAA,FTL,night,1.357754890081357,8,130.9128,109.0,0.875
IND507159AAA,IND507002AAA,FTL,night,5.166666666666667,9,24.4406,18.0,1.0
IND507159AAA,IND508206AAA,FTL,night,1.3333333333333333,1,34.3921,39.0,1.0
IND507303AAA,IND507002AAA,FTL,morning,2.5545454545454547,10,77.81719999999999,55.0,1.0
IND507303AAA,IND507002AAA,FTL,afternoon,2.4,1,77.77680000000001,55.0,1.0
IND508001AAA,IND501359AAE,FTL,night,1.7543103448275863,14,116.5094,87.0,1.0
IND508116AAA,IND508223AAA,FTL,night,1.5254237288135593,1,83.4561,59.0,1.0
IND508116AAA,IND508277AAB,FTL,night,1.068181818181818,9,43.865,45.0,0.0
IND508206AAA,IND507002AAA,FTL,night,1.9464285714285714,2,36.44285000000001,28.0,1.0
IND508206AAA,IND507159AAA,FTL,night,1.3513513513513513,10,50.973,37.0,0.9
IND508207AAB,IND521225AAB,FTL,morning,2.1695652173913045,10,154.89954999999998,113.5,1.0
IND508213AAB,IND508001AAA,FTL,night,1.8441295546558707,14,51.31175,37.0,1.0
IND508223AAA,IND500039AAC,FTL,night,1.823647165181454,10,122.58545000000001,89.0,1.0
IND508223AAA,IND500039AAC,FTL,morning,1.6292134831460674,1,123.9189,89.0,1.0
IND508248AAB,IND508377AAB,FTL,night,1.8125,11,48.7195,34.0,1.0
IND508252AAB,IND508207AAB,FTL,morning,1.3634293270643552,6,109.42665,82.0,1.0
IND508277AAB,IND508223AAA,FTL,night,1.3846153846153846,7,25.922400000000003,25.0,1.0
IND508377AAB,IND501359AAE,FTL,night,1.808695652173913,9,155.1926,115.0,1.0
IND508377AAB,IND501359AAE,FTL,morning,2.11965811965812,1,158.5683,117.0,1.0
IND509001AAA,IND509203AAA,FTL,night,1.5147058823529411,14,38.34715,34.0,1.0
IND509103AAB,IND509103AAC,FTL,night,1.9411764705882355,1,18.9512,17.0,1.0
IND509103AAB,IND518002AAA,FTL,night,2.254237288135593,3,76.7957,58.0,1.0
IND509103AAC,IND518002AAA,FTL,night,2.0847457627118646,5,77.69619999999999,59.0,1.0
IND509124AAA,IND509103AAB,FTL,night,2.0477564102564103,8,45.5189,39.5,1.0
IND509124AAA,IND518002AAA,FTL,night,4.222222222222222,1,59.5891,45.0,1.0
IND509124AAA,IND584101AAA,FTL,evening,1.5,2,51.77565,56.0,1.0
IND509203AAA,IND509301AAA,FTL,night,1.49,14,28.6363,26.0,1.0
IND509216AAC,IND501359AAE,Carting,night,1.5854700854700856,6,33.5947,25.5,1.0
IND509301AAA,IND501359AAE,FTL,night,1.836734693877551,13,66.8635,49.0,1.0
IND509324AAA,IND508248AAB,FTL,night,2.466666666666667,5,47.9216,34.0,1.0
IND509324AAA,IND508248AAB,FTL,evening,2.0571428571428574,2,49.28060000000001,35.0,1.0
IND509358AAA,IND508248AAB,FTL,evening,2.189655172413793,5,82.9442,59.0,1.0
IND509358AAA,IND509324AAA,FTL,night,1.2857142857142858,1,37.6993,28.0,1.0
IND509358AAA,IND509324AAA,FTL,evening,1.7089947089947088,6,37.36025,27.5,1.0
IND515004AAA,IND501359AAE,FTL,afternoon,1.7172131147540983,13,339.1598,244.0,1.0
IND515004AAA,IND515401AAB,FTL,afternoon,1.763157894736842,1,51.8708,38.0,1.0
IND515004AAA,IND515401AAB,FTL,evening,1.775,12,53.54755,40.0,1.0
IND515004AAA,IND515671AAA,FTL,afternoon,9.625,1,36.200300000000006,32.0,1.0
IND515004AAA,IND515671AAA,FTL,evening,2.367439516129032,6,35.6913,32.0,1.0
IND515004AAA,IND562132AAA,FTL,morning,1.7391304347826086,7,206.3138,184.0,1.0
IND515004AAA,IND562132AAA,FTL,afternoon,1.711111111111111,1,202.7352,180.0,1.0
IND515134AAA,IND515201AAA,Carting,night,1.6271186440677967,7,62.5736,58.0,1.0
IND515134AAA,IND515201AAA,Carting,evening,1.694915254237288,5,63.2772,59.0,1.0
IND515134AAA,IND515591AAA,FTL,night,1.3673469387755102,3,44.9009,48.0,1.0
IND515134AAA,IND515591AAA,FTL,evening,1.625,3,44.963,48.0,1.0
IND515201AAA,IND515134AAA,Carting,night,1.6065573770491803,3,64.1522,61.0,1.0
IND515201AAA,IND515301AAA,Carting,night,2.6818181818181817,11,31.2836,22.0,1.0
IND515301AAA,IND561202AAB,Carting,night,1.7573529411764706,12,17.44555,17.0,1.0
IND515401AAB,IND515801AAA,FTL,night,2.249482401656315,2,31.134100000000004,22.0,1.0
IND515401AAB,IND515801AAA,FTL,evening,2.4347826086956523,12,30.637700000000002,22.0,1.0
IND515591AAA,IND516269AAA,FTL,night,1.6307692307692307,8,71.40445,65.0,1.0
IND515671AAA,IND515134AAA,FTL,night,1.3333333333333333,1,37.8122,36.0,1.0
IND515671AAA,IND515134AAA,FTL,evening,1.4797619047619048,6,37.47885,35.5,1.0
IND515671AAA,IND515591AAA,FTL,evening,2.6,1,79.4562,60.0,1.0
IND515761AAA,IND515004AAA,FTL,night,1.7641509433962264,14,57.643249999999995,53.0,1.0
IND515801AAA,IND515761AAA,FTL,evening,2.083333333333333,1,94.8697,96.0,1.0
IND515801AAA,IND515865AAB,FTL,night,1.5632183908045978,7,103.616,87.0,1.0
IND515801AAA,IND515865AAB,FTL,evening,1.7314524555903867,6,103.7622,87.5,1.0
IND515865AAB,IND515761AAA,FTL,night,1.696969696969697,13,40.6439,33.0,1.0
IND516101AAA,IND516115AAA,Carting,night,2.230769230769231,1,36.575,26.0,1.0
IND516101AAA,IND516115AAA,Carting,morning,2.523809523809524,11,36.3708,26.0,1.0
IND516115AAA,IND517501AAB,Carting,morning,2.238805970149253,11,90.2466,67.0,1.0
IND516269AAA,IND516390AAA,FTL,night,1.5921052631578947,9,82.7305,75.0,1.0
IND516390AAA,IND515004AAA,FTL,night,1.8334224598930482,4,99.8536,86.0,1.0
IND516390AAA,IND515004AAA,FTL,morning,2.0352941176470587,5,97.5675,84.0,1.0
IND517325AAA,IND517408AAA,FTL,morning,2.15625,1,46.6587,32.0,1.0
IND517501AAB,IND517583AAA,Carting,night,2.1538461538461537,13,34.7185,26.0,1.0
IND517501AAB,IND517644AAA,FTL,night,2.447619047619048,12,39.274750000000004,32.0,1.0
IND517583AAA,IND516101AAA,Carting,night,2.1490036231884053,12,68.37434999999999,48.0,1.0
IND517583AAA,IND516101AAA,Carting,morning,2.3404255319148937,1,66.7628,47.0,1.0
IND517644AAA,IND524132AAA,FTL,night,1.9142857142857144,5,45.1176,35.0,1.0
IND517644AAA,IND524132AAA,FTL,morning,2.280952380952381,6,45.088499999999996,35.0,1.0
IND518002AAA,IND501359AAE,FTL,morning,1.84375,12,199.60555,143.5,1.0
IND518002AAA,IND509103AAB,FTL,morning,7.120689655172414,2,76.32075,58.0,1.0
IND518002AAA,IND509124AAA,FTL,evening,1.6,3,61.3278,47.0,1.0
IND518002AAA,IND518401AAA,FTL,evening,1.935483870967742,7,31.7606,31.0,1.0
IND518002AAA,IND518501AAA,FTL,evening,1.5080645161290323,14,71.74279999999999,57.0,1.0
IND518002AAA,IND562132AAA,FTL,afternoon,1.523539158828403,10,346.81885,285.0,1.0
IND518002AAA,IND584101AAA,FTL,evening,1.8128574696865707,10,101.94005,93.0,1.0
IND518102AAA,IND518002AAA,FTL,night,1.9694656488549618,10,176.06165,132.0,1.0
IND518124AAA,IND518002AAA,FTL,night,1.4788732394366195,1,80.2581,71.0,1.0
IND518124AAA,IND518206AAA,FTL,night,1.65,6,19.491799999999998,21.0,1.0
IND518206AAA,IND518222AAA,FTL,night,1.2666666666666666,3,36.512,45.0,1.0
IND518222AAA,IND518002AAA,FTL,night,1.4815509693558475,4,54.467150000000004,41.5,0.75
IND518401AAA,IND518422AAB,FTL,night,2.333333333333333,3,37.7829,27.0,1.0
IND518401AAA,IND518422AAB,FTL,evening,2.423076923076923,3,35.8726,25.0,1.0
IND518422AAB,IND518102AAA,FTL,night,2.019230769230769,10,108.5009,77.0,1.0
IND518501AAA,IND518124AAA,FTL,night,2.6169950738916254,10,37.845,27.5,1.0
IND518501AAA,IND518124AAA,FTL,evening,3.2857142857142856,1,37.6356,28.0,1.0
IND520011AAA,IND521185AAA,Carting,night,2.8181818181818183,5,46.6945,32.0,1.0
IND521001AAA,IND521165AAA,FTL,night,1.807692307692308,1,36.5649,26.0,1.0
IND521001AAA,IND521225AAB,FTL,night,2.2223719676549862,4,74.4136,55.5,1.0
IND521105AAA,IND521333AAA,FTL,night,2.41540404040404,4,43.65745,44.0,1.0
IND521105AAA,IND534001AAA,FTL,night,1.8235294117647056,3,18.558,17.0,1.0
IND521165AAA,IND521225AAB,FTL,night,9.3,1,35.6563,30.0,1.0
IND521185AAA,IND520011AAA,Carting,night,1.7241379310344829,1,41.8469,29.0,1.0
IND521185AAA,IND521225AAB,Carting,night,2.3782828282828286,4,58.30970000000001,44.0,1.0
IND521201AAA,IND521105AAA,FTL,night,1.7954545454545452,2,22.719250000000002,22.0,1.0
IND521225AAB,IND501359AAE,FTL,night,1.7490196078431373,6,316.0443,255.0,1.0
IND521225AAB,IND507002AAA,FTL,afternoon,1.8008620689655173,14,154.21025,115.0,1.0
IND521225AAB,IND521001AAA,FTL,evening,2.830188679245283,1,72.8774,53.0,1.0
IND521225AAB,IND521165AAA,FTL,morning,7.551724137931035,1,38.4822,29.0,1.0
IND521225AAB,IND521185AAA,Carting,evening,2.0454545454545454,1,59.401,44.0,1.0
IND521225AAB,IND521201AAA,FTL,evening,1.6226415094339623,15,52.9994,53.0,1.0
IND521225AAB,IND521301AAA,FTL,evening,1.8666666666666667,13,61.0652,45.0,1.0
IND521301AAA,IND521001AAA,FTL,night,1.84,9,36.4201,25.0,1.0
IND521301AAA,IND521001AAA,FTL,evening,1.94,4,36.21525,25.0,1.0
IND521333AAA,IND521225AAB,FTL,night,2.587929915639195,12,94.2752,68.0,1.0
IND522647AAA,IND523201AAA,FTL,night,1.58,13,59.9626,50.0,1.0
IND523002AAA,IND523105AAA,FTL,afternoon,4.785714285714286,1,54.0026,42.0,1.0
IND523002AAA,IND523226AAA,FTL,afternoon,2.7222222222222223,1,19.7064,18.0,1.0
IND523002AAA,IND523226AAA,FTL,evening,1.631578947368421,3,20.5219,19.0,1.0
IND523002AAA,IND523230AAA,FTL,afternoon,1.681159420289855,9,78.982,70.0,1.0
IND523002AAA,IND523230AAA,FTL,evening,1.608695652173913,5,78.3762,69.0,1.0
IND523002AAA,IND523316AAB,FTL,afternoon,2.225,1,93.528,80.0,1.0
IND523002AAA,IND600056AAB,FTL,morning,1.7312252964426875,11,331.1279,253.0,1.0
IND523105AAA,IND524201AAA,FTL,night,1.3194444444444444,12,55.373400000000004,42.5,0.8333333333333334
IND523201AAA,IND523002AAA,FTL,night,7.3125,1,37.6072,32.0,1.0
IND523226AAA,IND523316AAB,FTL,evening,1.9660714285714285,6,73.01490000000001,60.0,1.0
IND523230AAA,IND523105AAA,FTL,night,1.412419594260267,8,48.1161,44.5,1.0
IND523230AAA,IND523105AAA,FTL,evening,1.6698067632850242,4,48.7237,45.0,1.0
IND523316AAB,IND522647AAA,FTL,night,1.6545454545454543,7,77.9587,55.0,1.0
IND524003AAA,IND501359AAE,FTL,night,1.6933701657458564,14,495.9099,361.5,1.0
IND524101AAB,IND517501AAB,FTL,morning,2.131578947368421,13,99.2628,75.0,1.0
IND524132AAA,IND524101AAB,FTL,morning,1.6571428571428573,11,39.9062,36.0,1.0
IND524201AAA,IND523002AAA,FTL,night,1.1666666666666667,12,88.0688,67.5,0.3333333333333333
IND530012AAA,IND501359AAE,FTL,night,1.9722222222222223,1,602.3859,432.0,1.0
IND530012AAA,IND501359AAE,FTL,afternoon,1.9861751152073728,1,602.8096999999999,434.0,1.0
IND530012AAA,IND501359AAE,FTL,evening,2.0740965943942182,8,602.37535,432.5,1.0
IND530012AAA,IND530043AAA,Carting,night,2.9879227053140096,10,21.627499999999998,18.0,1.0
IND530012AAA,IND531001AAA,Carting,night,2.090909090909091,1,24.487,22.0,1.0
IND530012AAA,IND531162AAA,Carting,night,1.75,6,16.0898,16.0,1.0
IND530012AAA,IND532001AAB,Carting,evening,1.7375,15,112.342,82.0,1.0
IND530012AAA,IND533106AAA,FTL,evening,1.699248120300752,2,181.73559999999998,133.0,1.0
IND530012AAA,IND535001AAA,Carting,morning,3.240740740740741,1,68.91839999999999,54.0,1.0
IND530012AAA,IND751002AAB,FTL,night,1.5799373040752351,1,445.798,319.0,1.0
IND530012AAA,IND751002AAB,FTL,evening,1.5906295260202765,2,445.52305,317.5,1.0
IND530012AAA,IND764001AAC,Carting,evening,2.8263473053892216,3,231.3367,167.0,1.0
IND530012AAA,IND764020AAC,Carting,evening,4.2631578947368425,1,211.1522,152.0,1.0
IND530012AAC,IND501359AAE,FTL,night,2.250574712643678,1,603.5103,435.0,1.0
IND530012AAC,IND533106AAA,FTL,night,1.893891402714932,2,181.7174,133.0,1.0
IND530012AAC,IND533106AAA,FTL,evening,1.7979463584333968,2,181.89405,133.5,1.0
IND530026AAA,IND531036AAA,Carting,night,2.8699596774193545,4,38.5391,31.0,1.0
IND530043AAA,IND530012AAA,Carting,morning,5.9523809523809526,1,24.6676,21.0,1.0
IND530043AAA,IND531163AAA,Carting,night,1.7272727272727273,9,26.2057,22.0,1.0
IND531001AAA,IND530012AAA,Carting,morning,8.636363636363637,1,24.7421,22.0,1.0
IND531001AAA,IND531116AAA,Carting,night,1.6388888888888888,1,42.337,36.0,1.0
IND531036AAA,IND530012AAA,Carting,night,2.4054054054054053,3,39.9797,37.0,1.0
IND531036AAA,IND530012AAA,Carting,morning,2.3157894736842106,1,40.0396,38.0,1.0
IND531116AAA,IND531001AAA,Carting,night,1.5348837209302326,1,48.3598,43.0,1.0
IND531163AAA,IND535001AAA,Carting,night,2.3,9,27.0287,21.0,1.0
IND532001AAB,IND530012AAA,Carting,night,2.119047619047619,15,115.1256,84.0,1.0
IND532001AAB,IND532127AAA,FTL,night,1.8833333333333333,14,34.5011,30.0,1.0
IND532001AAB,IND532201AAA,FTL,night,2.5609756097560976,1,57.6639,41.0,1.0
IND532001AAB,IND532421AAA,FTL,night,3.111111111111111,13,27.2073,19.0,1.0
IND532127AAA,IND535591AAA,FTL,night,1.6666666666666667,13,48.6077,43.0,1.0
IND532127AAA,IND535591AAA,FTL,morning,1.6744186046511629,1,48.6747,43.0,1.0
IND532201AAA,IND532222AAA,FTL,night,1.755,12,27.6585,24.5,1.0
IND532201AAA,IND532222AAA,FTL,morning,1.6333333333333333,2,27.47455,24.5,1.0
IND532222AAA,IND532001AAB,FTL,morning,3.1587301587301586,1,88.9962,63.0,1.0
IND532222AAA,IND761200AAA,FTL,morning,2.129032258064516,7,59.702,61.0,1.0
IND532421AAA,IND532201AAA,FTL,night,2.2,9,27.8046,20.0,1.0
IND532421AAA,IND532201AAA,FTL,morning,3.2,1,27.8023,20.0,1.0
IND532440AAA,IND532001AAB,FTL,morning,1.5270270270270272,10,41.56455,37.0,1.0
IND532440AAA,IND532001AAB,FTL,afternoon,1.7714285714285714,1,38.9952,35.0,1.0
IND533003AAA,IND533106AAA,FTL,night,2.406938775510204,2,56.21645,49.5,1.0
IND533003AAA,IND533401AAA,FTL,night,2.0851063829787235,11,62.8764,48.0,1.0
IND533003AAA,IND533401AAA,FTL,evening,1.8571428571428568,1,63.7312,49.0,1.0
IND533106AAA,IND501359AAE,FTL,night,2.205387205387205,7,419.7355,298.0,1.0
IND533106AAA,IND501359AAE,FTL,morning,2.11744966442953,1,419.8634,298.0,1.0
IND533106AAA,IND530012AAA,FTL,afternoon,1.7803030303030305,11,181.7005,132.0,1.0
IND533106AAA,IND533003AAA,FTL,evening,4.160377358490566,2,60.48480000000001,53.0,1.0
IND533106AAA,IND533201AAA,FTL,evening,2.7011494252873565,1,100.5016,87.0,1.0
IND533106AAA,IND533242AAA,FTL,evening,2.74025974025974,3,94.0226,76.0,1.0
IND533106AAA,IND533262AAA,FTL,evening,2.1041666666666665,3,53.4446,47.0,1.0
IND533106AAA,IND533308AAB,FTL,evening,3.0,7,33.9879,29.0,1.0
IND533106AAA,IND534260AAC,FTL,evening,3.433333333333333,3,72.3474,59.0,1.0
IND533201AAA,IND533242AAA,FTL,night,2.373809523809524,2,21.0756,14.5,1.0
IND533201AAA,IND533262AAA,FTL,night,1.9612010796221324,6,46.604150000000004,39.0,1.0
IND533242AAA,IND533201AAA,FTL,night,2.2476190476190476,2,21.0233,14.5,1.0
IND533262AAA,IND533106AAA,FTL,night,1.7659574468085104,4,53.55970000000001,47.0,1.0
IND533262AAA,IND533106AAA,FTL,morning,1.8478260869565215,1,53.4667,46.0,1.0
IND533262AAA,IND533201AAA,FTL,night,2.1538461538461537,1,46.9809,39.0,1.0
IND533262AAA,IND533201AAA,FTL,evening,1.825,1,47.4063,40.0,1.0
IND533308AAB,IND533003AAA,FTL,evening,1.5429732868757262,8,44.303700000000006,41.5,1.0
IND533308AAB,IND533106AAA,FTL,morning,1.962962962962963,1,33.3582,27.0,1.0
IND533401AAA,IND533106AAA,FTL,night,2.2739726027397262,11,93.1386,69.0,1.0
IND533401AAA,IND533308AAB,FTL,night,2.698795180722892,1,96.2851,83.0,1.0
IND534001AAA,IND521333AAA,FTL,night,1.807692307692308,10,25.002299999999998,26.0,1.0
IND534260AAC,IND533106AAA,FTL,night,2.440829297820823,2,70.5323,57.5,1.0
IND535001AAA,IND530012AAA,Carting,night,3.4237288135593222,5,72.5234,58.0,1.0
IND535001AAA,IND530012AAA,Carting,morning,2.8771929824561404,1,71.9357,57.0,1.0
IND535501AAB,IND532001AAB,FTL,morning,1.9506172839506173,1,88.7522,81.0,1.0
IND535501AAB,IND532440AAA,FTL,morning,1.5,11,46.0541,42.0,1.0
IND535558AAA,IND535501AAB,FTL,night,1.619047619047619,1,23.6492,21.0,1.0
IND535558AAA,IND535501AAB,FTL,morning,1.565217391304348,12,25.83975,23.0,1.0
IND535591AAA,IND535558AAA,FTL,night,2.1333333333333333,3,19.0487,16.0,1.0
IND560002AAA,IND560099AAB,Carting,night,2.625,5,18.7368,23.0,1.0
IND560002AAA,IND560099AAB,Carting,morning,2.921195652173913,6,17.803199999999997,21.5,1.0
IND560002AAA,IND560099AAB,Carting,afternoon,1.368421052631579,1,18.5643,19.0,1.0
IND560002AAA,IND560099AAB,Carting,evening,2.66,2,19.15315,23.5,1.0
IND560002AAA,IND562132AAA,Carting,morning,2.587251828631139,8,26.28275,33.5,1.0
IND560002AAA,IND562132AAA,Carting,afternoon,1.44896331738437,6,26.906950000000002,34.5,1.0
IND560002AAA,IND562132AAA,Carting,evening,0.9722222222222222,1,27.9351,36.0,0.0
IND560027AAA,IND560099AAA,Carting,afternoon,3.4444444444444446,1,15.057,18.0,1.0
IND560027AAA,IND560099AAA,Carting,evening,1.8,1,20.5516,25.0,1.0
IND560043AAC,IND560064AAA,Carting,night,1.411764705882353,7,13.8433,18.0,1.0
IND560043AAC,IND560064AAA,Carting,morning,1.75,14,13.71415,18.0,1.0
IND560043AAC,IND560064AAA,Carting,evening,1.501547987616099,6,13.857099999999999,18.0,1.0
IND560043AAC,IND560099AAB,Carting,morning,2.4246323529411766,10,29.596600000000002,34.0,1.0
IND560043AAC,IND560099AAB,Carting,evening,1.2352941176470589,7,30.0284,34.0,0.5714285714285714
IND560043AAC,IND562132AAA,Carting,morning,1.7317073170731707,7,29.529,40.0,1.0
