center,n2v_0,n2v_1,n2v_2,n2v_3,n2v_4,n2v_5,n2v_6,n2v_7,n2v_8,n2v_9,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15,n2v_16,n2v_17,n2v_18,n2v_19,n2v_20,n2v_21,n2v_22,n2v_23,n2v_24,n2v_25,n2v_26,n2v_27,n2v_28,n2v_29,n2v_30,n2v_31
IND600116AAB,0.6631749,0.5143988,0.23141387,0.086980276,0.31044146,-0.22322044,0.6400022,-0.57193565,-0.41628027,-1.0927706,0.34963876,1.1505531,-0.59649754,0.487363,0.5075557,-0.32504815,0.14860223,1.0393765,-0.20096886,1.2330225,-0.06417631,-0.5500583,-0.6156827,-0.05300943,0.108302094,-1.4201609,0.38576952,-0.73846585,-0.20168547,0.46116757,-0.005618963,1.2266139
IND609110AAA,1.4204652,0.4005926,0.6144155,-0.4386621,0.092118554,-0.6559059,0.8152727,0.33909097,-0.9395541,-1.0988206,0.6129184,1.6911973,-0.47252357,0.97240627,0.7065616,-0.21725106,0.056731377,0.2684315,0.66864306,0.54241663,-1.0386436,1.2861925,-1.1105667,0.222434,0.07964445,-1.8399706,1.2957222,-0.41838112,0.25058383,-0.55059266,-0.66011745,1.0625075
IND201001AAC,0.039338212,-0.45038918,0.8667973,-0.62814677,1.2427658,-0.42239684,-0.467079,0.08044473,-0.11475787,-0.7793878,0.06411749,0.88865715,-0.34054518,0.5210642,-0.2656627,0.29164588,-0.12091706,0.24478444,-0.5833009,0.14788212,0.21260773,0.071741335,-0.45730928,-0.9865538,-0.23259474,-0.7563643,-0.20367733,0.10363322,-0.01439146,0.081027344,0.016590923,-0.4547953
IND638401AAA,1.9200102,0.09599856,1.5130244,-1.3446699,-0.2359366,0.84010124,-0.84108144,-1.5327998,-0.59660757,0.49154106,0.25410828,0.43360096,0.8158536,0.707843,0.94846237,0.28806615,-0.8047018,0.99468905,0.62616235,1.4818255,0.55241174,0.9045851,-0.11506327,-0.29265958,-0.071314044,0.059697945,-0.05320318,-0.6524327,0.29656473,-0.24387366,-0.18486995,0.24433401
IND636402AAA,1.2334889,-0.16786596,0.9106601,-1.1856196,0.32021624,-0.76566446,-0.23942193,-0.25578865,-0.43199995,-0.26558462,0.08761481,1.0009339,0.06491623,0.49695522,0.6017667,0.20565316,0.050361484,0.4108745,0.26999646,1.466167,0.28530017,0.8858853,-0.35039222,-0.46249276,0.025043529,-0.28119916,-0.012575821,-0.54599786,-1.1465815,-0.35399258,0.04082567,0.32077774
IND562125AAA,0.7341098,0.39551947,0.13738967,-0.71080375,0.61543596,-0.16905375,0.53129053,-0.26365915,-0.3392507,-0.73747194,0.77027255,0.07637156,0.24523234,-0.53409666,0.6549404,0.18264474,1.0651482,0.99610174,-0.41505638,0.84232485,-0.0651873,0.023649303,-0.866696,-0.9982875,-0.20325342,-0.6813238,-0.8740098,-1.2240404,0.0021794115,-0.115657344,0.23699936,0.19094607
IND384265AAB,0.6354789,0.36552414,0.4941525,-0.74005723,0.55950725,-0.007504532,-0.6628192,-0.97854745,-0.56603825,-0.6383243,-0.18872036,1.159654,-0.7670118,-0.16143252,0.6258705,-0.32198238,-0.6620165,-0.29430994,1.6097678,1.9291734,-0.23651865,0.9861869,-0.40987346,-0.5095796,0.00088613294,-0.16600507,-1.7297697,-0.045477446,-1.6941941,0.8508227,-0.5889372,1.2418811
IND322230AAA,1.2730986,0.63434166,0.33020124,-0.3019816,-0.17102024,-2.1370163,-0.7134972,-0.13018858,-0.23503165,-0.10537531,0.87989926,2.2956386,0.46916208,-0.12275999,0.18049866,0.05397401,-0.13776505,0.16078867,-0.15276091,1.6535709,-0.941508,0.75858194,-0.15074068,0.33735687,-0.037903216,-0.15702192,-0.016131569,-0.21029706,-0.98381525,-1.6338371,0.97389156,0.390033
IND854311AAA,-0.009277106,0.38831037,0.7796161,0.538609,0.8465468,-1.7938039,-1.5873554,0.10862616,-0.021975301,-0.35677612,1.1594886,0.96256685,0.35361412,1.0410844,0.37813708,-0.6263803,-0.055624537,0.76620626,0.19577624,1.8429848,0.3872446,0.70722455,-0.9305172,0.036366507,0.03522023,-0.26521015,0.6792632,0.009660833,-1.0491072,0.296005,-0.28941616,-0.5441532
IND600119AAA,0.808586,0.30900124,0.36632976,-0.48996103,0.47553387,-1.1862527,1.3897837,-0.10511637,-0.0038137976,-1.876008,0.48628286,0.8058558,-1.0631182,0.2456007,0.100477375,-0.04142373,0.12489867,1.5340217,-0.7609445,0.89693505,0.47395298,0.44501394,-0.6362777,0.54084784,0.3209718,-1.6785191,0.5541811,-0.58911306,-1.1267568,0.19574952,-0.6603321,0.15579568
IND122050AAA,0.22243638,-0.56614006,1.965258,-0.42725146,0.50162965,-0.87439394,-1.197413,-1.1067717,-0.11973173,-0.39118823,0.22179182,0.55278754,-0.2925183,1.4983703,0.4158831,-0.6484013,-0.96690685,0.0054793945,0.56195915,0.61978376,0.105810024,-0.0184981,-1.8031831,0.76055413,0.34175172,-0.5169987,-0.44296068,-0.55779594,-0.5972509,0.45985374,-0.113131434,0.008520951
IND131028AAA,0.0832637,-0.18718918,0.120292194,-1.1355159,-0.12020013,-2.1388807,-0.92826164,-0.24351338,-1.3108985,0.12632257,2.0790994,0.88974994,-0.1530046,1.4206982,1.3810432,-0.48955393,-0.50073135,1.0404702,1.2184168,0.60559934,-0.9250049,1.5945013,-1.4386573,-0.6034714,0.60683143,-0.14075801,0.29112425,-0.35535547,-1.2505571,-0.95791376,0.24817775,0.924162
IND370001AAA,-0.2140242,0.49457306,1.1891012,-0.9623475,-1.2462697,0.03549876,-0.45566016,0.58866775,-0.4558182,-1.0588547,0.009388155,1.2536969,-0.4911215,-0.0031459415,1.215773,0.75329554,0.0011199628,-0.69609857,0.9385567,1.9844269,-0.023075445,0.704113,-1.3915249,-0.16081172,0.25674298,-0.13407433,-0.3587777,0.11040671,-1.5389162,0.94822955,-0.10083287,0.20056869
IND532001AAB,1.0421371,0.41793528,-0.38896087,-1.2654852,0.93849355,0.107470185,0.11907173,-1.2582303,0.4455542,-0.50218356,-0.20169227,1.55127,0.25622576,0.7100902,0.5262774,0.44011,-0.3775836,1.4813951,0.38915104,0.9709251,0.13924468,0.6456657,-0.6617657,0.4760844,1.0326202,-0.9424336,1.1041967,0.039207283,-0.78687066,-0.6401282,-0.17110395,-0.052477594
IND603001AAA,0.9721888,0.050677866,-0.33628806,0.011015566,0.013815407,-0.9977305,0.41208255,-1.0969026,-0.18507305,-1.1348872,0.28276798,1.5428307,-0.97991854,0.24176037,0.36883003,-0.7427423,-0.527917,0.8789614,-0.04745697,0.51669145,0.01027926,0.12578486,-0.9393688,-0.5389077,0.6028442,-1.3922075,0.041904703,-1.7270558,-0.41502497,-0.63318956,-0.40352106,0.35786977
IND533242AAA,0.81616175,0.29794458,1.216222,-1.1643937,0.7404804,0.15397237,0.35405025,-0.87753826,-0.13012147,-0.8486248,-0.5471629,0.9173655,0.4341516,0.05293576,1.1976736,-0.54152787,-0.67582065,0.58753884,-0.25140595,0.35910633,0.29667714,0.08146068,-0.006264626,0.8077673,1.4437746,-1.3195465,0.3938347,-0.69731724,-1.1809239,-1.1696585,0.8344947,0.22351901
IND521165AAA,0.92380136,0.05878067,0.9002398,0.045077313,1.620836,-0.39780512,-0.27997267,-0.7802644,-0.5007287,-0.30503434,0.012404326,0.1669813,-0.80220544,0.021173501,0.25541493,0.3888102,-0.55435616,-1.0207766,-0.20466484,0.9261621,0.41697764,-0.07298596,-0.9084276,-0.52788246,1.2803996,-0.38381216,0.5761727,-0.7447264,-0.59954804,-0.032420773,0.21424715,0.0064271954
IND792110AAA,0.7116605,-0.15882088,0.46869066,-0.86311364,-0.06261372,-0.8195669,0.15917924,0.020190977,-0.30372238,0.3861764,-0.11652335,2.0826833,0.33242592,1.3709183,0.76627713,-0.85679775,1.7470653,-0.38285264,0.52096236,1.2869614,0.32928652,0.9773369,0.90657055,-0.24494012,-0.8811431,-0.7178764,0.24063148,-0.6424497,-1.5853341,0.8002566,-0.041498806,0.17443061
IND380006AAB,-0.61523074,-0.17482339,0.9103784,-0.25828826,0.24739957,0.50586987,-0.79522604,-0.02641876,-0.4119125,-0.4324817,-0.30770734,0.8877175,-0.4378375,-0.016304504,0.86767393,-0.16655299,-0.36080888,-0.10923616,0.5390892,1.3121926,-0.19617496,0.16607556,-1.0367014,-0.64202315,0.63518876,-0.38429764,-1.0773968,-0.18513267,-1.5986136,0.4816944,0.3778564,0.112148374
IND123401AAB,-0.18909882,0.25260538,2.1186361,-0.67649186,1.7270674,-0.7131141,-0.6206605,0.38707882,0.34745854,0.4851083,0.6646101,1.4441204,0.64605004,-0.2310647,0.19473441,-0.2634697,-0.06349615,0.7312679,0.53130674,1.0414335,-0.08952553,0.041573033,-1.1539576,-0.040286224,0.47534412,-0.7600096,-0.15946673,-1.8621838,-1.6045625,-0.016371256,0.005413022,-1.4274113
IND383001AAA,0.47205114,0.120759696,0.5409597,-0.7111361,0.83179325,0.17367606,-0.59164524,-0.5679299,-0.97690463,-0.48522553,-0.55810386,0.73544633,-0.87188774,-0.14014995,0.7529599,-0.6052269,-0.520986,-0.4968257,0.8752099,1.76792,0.05823487,0.418797,-0.3606216,-1.1412736,0.01851389,-0.09268068,-1.5768877,-0.05946923,-1.3276908,0.53988713,-0.55053717,1.043469
IND509001AAA,-0.12026997,0.4105449,0.7463939,-0.40213072,0.5283027,0.024710989,0.4102358,-0.81723326,-0.539411,-0.6727758,1.0210352,0.07911204,-0.31808534,0.4853835,0.6428901,-0.28544706,0.045923,-0.12602715,-0.40935627,0.87256926,0.28236768,-0.038946316,-0.2921767,0.31733978,0.87114066,-0.8143256,0.5637192,-0.24238203,-0.92731845,-0.9166049,0.16867729,-0.12939687
IND600016AAC,0.80765015,0.4440439,0.21089327,-0.1554151,0.3191717,-0.9172298,0.9650519,0.0013615808,-0.04410875,-1.7178423,0.39936477,0.6134741,-0.7124539,0.28904894,0.26306665,0.006818109,0.05337053,0.9908091,-0.74430203,0.71373004,0.07358392,0.013281206,-0.6502108,0.3494112,0.24356186,-1.390492,0.3006854,-0.60402983,-0.8524534,0.00992209,-0.47593474,0.27715454
IND121002AAB,-0.074094996,-0.6840771,0.7237694,0.54486805,0.43783957,-0.57533705,-0.07106068,0.0006435673,0.100731395,-0.70112985,0.29842946,0.47845986,-0.3892519,-0.054317072,0.13558051,0.061469276,-0.16360348,0.33994234,-0.38714284,0.8755858,0.21149336,0.047625385,-1.1363949,-0.5950099,-0.11024436,-0.48938656,0.29428273,-0.23165128,-0.8126588,0.5081776,0.014489119,-0.37732545
IND233001AAA,0.9740097,0.70031494,1.1526852,-1.793898,0.55099756,-1.7421753,-0.43086675,-1.0310389,-0.08498769,-1.0921549,0.46504068,0.36675626,-0.019767597,1.5922818,1.1814492,-0.13613601,-0.16405857,-0.45761806,0.33455542,-0.086549684,0.6970321,1.9115897,0.17104611,0.23805963,-0.13683677,0.8020217,-0.081321724,-0.51895916,-1.4134792,-0.05883372,0.87483716,0.54024434
IND207302AAA,0.26361337,0.36322832,1.3032869,-0.5973417,1.3899074,-0.4185747,-0.21080358,-0.893895,-0.2161461,-0.001365722,-0.22024457,1.5950606,-0.31688476,1.071881,0.26588738,0.3698863,-0.58511525,0.6408895,-0.96508235,0.59548664,0.46503642,0.19794618,-0.2813133,-1.0168284,-0.49415118,-0.042237423,-0.57456803,-0.38563824,-0.43531665,0.8188487,-0.80832225,-0.37229067
IND614804AAA,0.45153064,-0.564813,1.0722739,-2.0098097,0.05227886,-0.026910853,-0.7347517,0.57895446,0.09389692,0.73694956,1.5045538,1.9620099,0.18739931,0.52762985,0.64327943,-0.3545359,0.43348157,0.17581272,1.12507,1.6978487,-0.11778136,-0.27237886,-0.306745,0.3854494,-0.5717882,-0.0529306,-0.10350379,-0.951532,-1.2330441,-0.9515692,-0.6111972,1.827746
IND204215AAA,0.45970005,0.6915121,1.6439208,-0.57678515,1.5778095,-0.8987318,0.5851544,-1.8388295,0.16547865,0.24375114,-0.054164104,2.096675,-0.1433567,1.0800906,0.5012602,0.2876424,-0.6166782,1.2992754,-0.5020868,0.8443265,0.8519636,0.82650274,0.13434294,-0.9209275,-0.17148182,0.07812448,-0.19474618,-0.6716697,-0.86408126,0.97362745,-0.81973004,-0.3509271
IND396445AAA,-0.12997296,0.6620329,-0.08825676,-1.9274687,-0.15597504,0.33883354,0.008441301,0.46903366,-0.13247773,-0.8134665,1.2726746,0.81712055,0.73772687,0.8991977,0.71293133,0.2283023,-0.18192692,0.79386306,0.41566902,1.3682973,0.24596293,2.2067537,0.20421417,-0.87198913,-0.22745436,-1.3578568,-0.47131586,-0.7395479,-1.3165586,-0.09343338,0.26976344,1.419165
IND532222AAA,1.1445345,0.54254496,-0.5275748,-1.5626142,1.0892451,0.0021518501,-0.11016226,-1.1449732,0.43962005,-0.6688698,-0.33075085,1.2705753,0.17316575,0.95170605,0.53274614,0.6449011,-0.4650341,1.5966504,0.88300765,1.0258285,0.4429153,0.7207747,-0.5545813,0.31773624,1.0495863,-0.89405674,1.2134539,-0.23227887,-0.809349,-0.7128633,-0.23364055,0.0037931455
IND483225AAA,0.07103053,-0.55562747,0.6216299,-1.1588304,1.2170368,-1.3796799,0.34867665,0.17470409,-0.746347,0.5232485,0.6088958,0.4765783,-0.14852938,0.21024187,1.8026578,-0.3009851,0.7175086,0.168697,-0.45705652,0.7938028,-0.24419443,0.25343075,-0.72789204,-0.22272885,-0.50058824,0.10574391,-0.8359198,-0.27722898,-0.8894089,-0.5633432,1.1701196,0.20759127
IND283122AAB,1.3089558,-0.23986451,1.2625085,0.5439298,0.76477116,-0.7251282,-0.8767416,-0.4486609,-0.25551862,-0.5675044,0.09533454,0.63485307,-0.5549584,0.20560127,1.3377728,0.119337134,-0.6876859,0.51551914,-0.93760943,0.5824052,-0.073157124,0.92540795,-0.5284326,-1.3626062,-0.14139764,-0.7903747,-0.18765602,0.3570364,0.29431713,0.7017653,0.035169493,-0.02961168
IND307001AAA,-0.13537382,-0.7492713,2.26966,-1.2532178,-0.53461903,-0.92464423,-0.72914034,-0.03790626,-0.36725402,-1.542937,-0.3814536,1.4121681,0.040764768,-0.52315784,0.3592368,-0.85686034,-0.57801604,0.92679244,-0.4374706,1.9207659,-0.32818568,0.90747976,0.62525624,-0.8646548,0.23840111,0.79652315,-0.003435074,-1.9287189,-1.0464603,-0.35525778,-0.33142284,0.5061394
IND500050AAA,0.7366815,0.96770424,0.68551576,-0.23935819,0.46772736,0.2581252,0.11199789,-0.76764673,-0.67985165,-0.8963629,0.44181368,0.38921145,-0.16951841,0.59378815,1.094721,0.5953475,-0.588701,-0.96825063,-0.9805942,0.9363863,-0.060996097,-0.36397898,-0.5523705,0.048623607,0.41044933,-1.0867046,0.0203176,-0.26922363,-0.65824294,-0.5526875,0.5331151,0.14378116
IND244235AAA,0.037928265,-0.28285238,1.3890758,-0.35618016,0.17592004,-0.7061201,0.07382726,0.20378406,0.026550455,0.07880712,-0.07582641,0.94452256,-0.12509714,0.03991676,0.0010602148,-0.65412056,0.021450328,0.05082575,-0.3529486,-0.11520947,1.0364714,1.2482886,-1.8176094,-0.81906223,0.24764848,-0.097412445,-0.1602712,0.15143727,-0.228438,-0.7219068,0.35362518,-0.033766784
IND783301AAA,2.1613517,-0.27640054,0.46759954,-0.9148899,-0.007758599,-0.42765665,-1.1601139,1.1176201,-0.068557665,-0.8577189,0.4284401,1.450427,-1.2855163,0.53225094,1.3798305,0.6259985,1.1282965,-0.546413,0.9408791,0.6135467,0.32419467,1.4859353,0.35589784,-0.74757665,-0.32124123,0.07747901,-0.23953617,-0.6343857,-0.5146768,-1.183671,-1.1288167,0.41250512
IND505001AAA,0.9962711,0.27454948,1.337866,-0.24980776,-0.39469603,-0.09401688,0.27076277,-0.2984387,-0.6660645,0.40664157,-0.5893181,0.54689974,0.20199801,1.4264736,0.1696693,-0.26472327,0.6672541,-0.2660142,-1.0461534,1.2554827,0.4671847,0.8570785,0.46886846,0.64394426,0.0115766805,-0.9078922,-0.072818875,-1.093599,-0.41252664,-1.2568134,0.6815638,1.262947
IND410206AAA,-0.13405907,-0.32176024,0.34986508,-0.15594338,0.021842556,-0.4776428,0.47596234,0.98257375,-0.66475374,-0.6834005,0.87892276,1.4214077,0.5019246,-0.40908697,0.9092146,1.1600074,0.4664217,0.6338535,0.07473594,1.07993,1.620218,0.5964928,-0.11040539,-1.5065444,0.8179721,-0.60575736,0.4539847,-0.25926358,-1.1557199,-0.39724228,0.32688916,0.07910554
IND515134AAA,1.4626893,0.5851676,1.2804986,-1.3998255,0.123201326,0.5148138,0.088805,-0.29549882,-0.26388046,0.42985612,0.8733771,0.54502213,-0.8507194,-0.23032415,-0.54183984,1.1396568,0.8520413,0.4274347,-0.05264486,1.2688942,0.22019798,0.028656006,-0.67098755,1.017342,0.59089106,-1.0353835,-0.5417671,-0.84916174,-1.4825826,-1.1659225,0.54445356,-0.16289085
IND486886AAA,0.3555356,-0.28713948,0.5250776,-2.346822,-0.081899405,-0.90969896,-1.0996858,-1.3245721,-0.20438817,-0.13930894,0.21536177,0.6287153,-0.7761511,1.0877835,-0.09148776,-0.29874015,0.788189,0.48741186,1.912001,0.77338517,0.13898063,1.1751617,-0.34516785,-0.46386996,-0.91457456,-0.90954274,1.0373249,0.12912811,-1.0686766,-1.0500333,0.58310324,0.6275318
IND244601AAB,0.3497787,0.16355433,1.911879,-1.3660781,-0.20350824,-0.90899503,0.047418088,-0.6956206,0.1496131,0.5398139,-0.29367727,1.3112514,-0.6094781,0.7058186,0.41706163,-0.98189336,0.06300112,0.5833033,-0.5125822,0.08267003,0.22994128,1.5088447,-1.7440305,-1.0642583,0.39621726,0.6375715,0.015843477,-0.44496006,-0.35014534,-0.9918444,0.31209984,0.65074277
IND530043AAA,1.125184,0.27189538,-0.07419766,-0.4839403,0.7425172,0.55729425,0.26942074,-0.93999857,0.015584105,-1.1429306,0.30220616,0.79237515,0.1736861,0.47560433,0.56166744,-0.3559628,-0.13862264,1.0965555,-0.058720283,0.48410812,0.30850866,0.2042037,-0.9650335,0.03905654,1.3117071,-0.89209515,1.1834795,-0.38762572,-1.2154838,-0.7826562,0.27571195,0.82647306
IND370201AAA,-0.529083,0.30215004,1.3867862,-0.80964494,-0.71719164,0.09527567,-0.682225,0.6177405,-0.50622696,-1.2504979,-0.08282166,1.0024601,-0.39430103,0.0463854,0.97474587,0.21311134,-0.31682214,-0.43298364,0.7721874,1.464155,0.14799844,0.4939409,-1.1673205,-0.30595222,0.4683684,-0.06644157,-0.6419217,0.15334637,-1.2716361,0.65281117,-0.22013927,0.25526223
IND461111AAA,1.1946639,0.3525141,0.82948405,-1.4628962,-0.51299465,0.40686357,-0.035695184,-0.83572704,-1.456944,0.22419417,-0.5327129,1.6964562,-0.5096036,2.3243003,-0.09733764,-0.5587057,-0.22534381,1.0556275,-0.20087922,0.5515929,-0.25090808,1.2606889,0.24457163,-0.23477344,-0.2217263,-0.27192217,-0.4863938,0.3361553,-1.702826,0.14984095,0.44015402,1.3114445
IND790001AAB,1.3154452,-0.068576396,0.1891938,-1.1229831,0.79711765,-0.32532692,-0.37925285,0.6712516,0.3388324,-0.10130384,-0.6621061,1.6976302,-1.4926755,1.7094426,0.050213117,0.17946923,0.6414801,0.49438724,0.017050348,0.8819667,0.23749587,0.37740934,0.088227995,-0.82695127,-0.8468169,0.10904156,0.5082576,-1.2944187,-0.39855462,-0.16388662,0.22484513,-0.44970986
IND571111AAB,1.6398336,0.4607455,1.0882776,-0.66648906,-0.5737375,0.09547592,-1.161496,0.039788205,-0.9049864,-0.5108982,1.5388917,-0.32045934,-0.026749456,0.7000908,0.016578684,-0.5833442,1.3162674,1.0325365,-0.4617675,1.6516483,-0.13418463,1.4689547,-0.7522602,-0.07566167,-0.0085252235,0.3028568,-0.4817881,-0.78903973,-0.2066319,-1.0952271,0.30721435,0.6085779
IND431708AAA,1.3593899,-0.7199361,0.3464509,-1.6833137,-0.2596646,-0.60986245,-0.1641576,-1.3145087,-0.7808825,0.21841022,0.1407313,-0.060323797,-0.18417117,0.62726074,1.2646549,0.56800413,0.090894945,-0.8040578,-0.47634393,0.8821019,1.0968039,-0.12639599,-0.55902106,-1.447264,1.2476691,-0.7550725,-0.09412732,0.3531575,-1.2332375,-0.07733006,0.0137195485,0.23113778
IND608001AAA,1.3235382,0.25728527,0.7421381,-0.34691447,0.28285822,-0.63652045,0.90921926,0.3685003,-0.8590093,-1.2415311,0.6634738,1.2850064,-0.4072555,0.83143467,0.8035482,0.027357042,-0.004111389,0.4033933,0.52653426,0.5555897,-1.1838608,1.0825496,-1.2980211,0.29441026,0.20437753,-2.1322742,1.3020175,-0.31397766,-0.040574025,-0.38735732,-0.49791363,1.0738117
IND518422AAB,1.6125697,0.9588302,0.62193507,-0.92241466,0.97488105,0.21607454,0.677367,-0.4180852,-1.398511,-0.17278449,1.0693939,0.46075702,-0.005178374,0.41455862,0.44116494,-0.36391586,0.9358088,-0.22455078,-0.75154674,1.9991527,0.7911938,1.0045595,0.19650537,0.6914895,0.74942946,-0.57942474,-0.6167859,-0.38073382,0.29558796,0.00096794363,-0.16806968,0.1529717
IND852118A1B,-0.02108008,0.49009472,0.75922924,0.42926583,0.5964003,-1.8724989,-1.5795174,0.23166089,-0.13637707,-0.45532218,1.1606307,0.84070265,0.3370976,0.7216797,0.39155164,-0.4617133,-0.09360196,0.6106759,0.055179067,1.8027781,0.36131686,0.73705953,-0.9518838,-0.12067952,0.09298282,-0.16456026,0.8001641,-0.12446443,-0.99358296,0.2095302,-0.3467526,-0.50093263
IND201306AAA,0.47255173,-0.7324588,1.2423733,-0.57128537,1.0816199,-1.1470739,-0.89149743,-0.27278417,-0.03588265,-0.25185183,0.029251033,1.0108408,-0.63069594,0.12623204,-0.27144378,-0.5443499,-0.4185602,-0.21906786,0.09430279,0.5923965,0.7979568,-0.6106548,-0.04252647,-0.62633556,-0.92574954,-1.2964121,-0.6837944,-0.47063348,-0.77818406,0.16383536,0.07399109,-0.4369098
IND201204AAA,0.44644317,-0.70789295,0.88898104,-0.5713477,0.06440712,-0.9346386,0.23489791,0.23597679,-0.5607672,-0.12730466,-0.6415121,0.9027891,-0.41571537,0.62015504,-0.46311644,0.14119077,-0.56574434,-0.15873209,-0.66619307,-0.06122539,0.9582126,0.66138065,-1.2281278,-1.3786077,0.16727202,-0.8594639,-0.49098745,-0.22704294,-0.34878805,-0.22748141,0.5530559,-0.18873228
IND680587AAA,1.9723554,0.28298548,0.5301033,-0.65588313,0.5991495,-1.0072691,0.48404336,0.36915314,-1.0137717,-1.010882,-1.063308,0.15116051,0.24109548,-0.21919255,-0.24191199,0.4569773,0.56423104,1.0856346,0.3875419,1.1567755,-0.3982608,0.13206486,-0.4657961,-0.16568963,0.40978384,-0.34256902,-0.7549604,-0.52034,-0.27929217,0.13581695,0.564391,0.8304519
IND211002AAB,0.06495672,-0.24379168,1.3334641,-0.7036495,1.0088497,-0.76239586,0.07108606,-0.17631184,-0.43718198,1.0279787,-0.18925634,1.1039239,0.5348089,-0.0047596563,1.2991606,1.2070395,-0.95632166,0.46136236,0.5422479,1.9644313,0.06774339,1.3397166,-0.93682474,-0.057718836,-0.79033715,-1.2175664,0.0679419,0.32545194,0.08829315,-1.1388247,-0.40683028,-0.2391342
IND577126AAA,0.8197317,-0.12002223,0.9976478,-0.20279394,0.17826228,-0.29299444,0.05239028,-0.8172105,0.5604828,-0.60332245,0.33744806,-0.074359454,0.53068465,-0.2284714,0.21827106,-0.33787385,2.1699986,0.5367671,0.14856963,1.7827816,0.23290305,0.5948722,-0.6557095,-0.5023212,0.6151944,-0.64853853,-1.2149426,-0.5275667,-0.7022468,0.06133524,-0.100959085,-0.23877859
IND332001AAB,0.77723515,-0.71971846,1.4046584,-1.3418031,-0.25628212,-0.15993617,0.12434107,-1.1527035,-0.7047175,-1.7522064,-0.1426361,0.64238507,0.4992017,0.7397029,0.046298448,-0.32392013,-0.70750916,0.02974232,0.10478296,1.2862042,-0.43712306,0.8608154,-0.051705267,-0.88109946,-0.69753975,-0.37627137,-0.41414613,0.24664411,0.15587536,-0.8292351,0.82414085,-0.6559543
IND584101AAA,0.8478839,0.0827527,0.4429494,-0.7132406,0.59244996,0.072496705,0.59098774,-0.9303462,-1.7953734,-0.69148844,0.6373377,0.6618194,0.57096404,-0.15015799,0.25783467,-0.3924365,0.14840686,0.24000607,-0.4475472,1.8008196,0.19350407,0.9980586,0.4024918,0.71679664,0.7533973,-1.1838292,-0.2215885,-0.35512066,-0.15311313,-0.043249264,-0.11750164,-0.56764585
IND142026AAA,1.683805,-0.8473337,0.92531604,-0.11639411,0.77158254,-1.1024987,0.08265231,-0.29684424,-0.55317724,-1.0214769,1.0755429,-0.054572042,-0.092475414,0.98529565,-0.11381128,0.6224028,-0.13179573,0.5001662,0.98061967,0.8271647,0.7153466,1.4230331,-0.81511515,-0.47003454,0.8666412,0.48718518,-1.3461555,-0.4130155,-0.15691556,-0.13635851,-0.19061619,0.19985332
IND140901AAA,0.5986167,-0.5468782,1.2058017,0.054848056,0.7918236,-0.81450075,1.0034175,0.23989181,-0.9787073,0.05173573,0.7935157,0.3616792,-0.35125753,0.49340543,-0.47912803,-0.006504543,0.35483214,0.72951126,0.51670337,0.9207646,0.9133642,1.2674569,-1.3135682,-0.33703527,-0.17745243,0.075950235,-0.19780634,-0.9551225,0.3236062,0.34310934,-0.06475185,-0.3811059
