rank,center,name,legs_out,breaches,legs_in,breaches_in,breach_rate,network_breach_share_pct,recoverable_breaches,revenue_at_risk_rs,revenue_recoverable_rs,betweenness,in_degree,out_degree,avg_incoming_delay_factor,bottleneck_score,clustering,rankable
0,IND301019AAA,Bhiwadi DC (Rajasthan),8,7,0.0,0.0,0.875,0.09062661833247022,5.0,3500.0,2500.0,0.0,0.0,2.0,0.0,0.0,1.0,False
0,IND400705AAA,Mumbai_Sanpada_CP (Maharashtra),12,7,0.0,0.0,0.5833333333333334,0.09062661833247022,4.0,3500.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND421302AAN,GreaterThane_Anjur_C (Maharashtra),16,7,0.0,0.0,0.4375,0.09062661833247022,3.0,3500.0,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND451666AAA,Sendhwa_VishnuVhr_D (Madhya Pradesh),10,7,0.0,0.0,0.7,0.09062661833247022,4.0,3500.0,2000.0,0.0,0.0,2.0,0.0,0.0,1.0,False
0,IND460001AAA,Betul_PatelWrd_D (Madhya Pradesh),21,7,20.0,0.0,0.3333333333333333,0.09062661833247022,1.0,3500.0,500.0,7.926027966197076e-07,1.0,1.0,1.85483870967742,1.470150348568813e-06,0.0,False
0,IND504215AAA,Luxettipet_ShivaDPP_D (Telangana),16,7,1.0,1.0,0.4375,0.09062661833247022,3.0,3500.0,1500.0,0.0,0.0,2.0,0.0,0.0,1.0,False
0,IND508207AAB,Miryalguda_Ragvendr_D (Telangana),16,7,12.0,1.0,0.4375,0.09062661833247022,3.0,3500.0,1500.0,0.0003947161927166,1.0,1.0,1.3634293270643552,0.000538167633017,0.0,False
0,IND571114AAA,HDKote_BegurRD_D (Karnataka),8,7,9.0,1.0,0.875,0.09062661833247022,5.0,3500.0,2500.0,6.340822372957661e-06,1.0,1.0,1.5895522388059706,1.0079068398805838e-05,0.0,False
0,IND573134AAB,Sakleshpur_RgvdrDPP_D (Karnataka),15,7,14.0,1.0,0.4666666666666667,0.09062661833247022,3.0,3500.0,1500.0,0.0019878478139222,2.0,2.0,1.924150036954915,0.0038249174446191,0.3333333333333333,False
0,IND583201AAA,Hospet (Karnataka),27,7,34.0,19.0,0.25925925925925924,0.09062661833247022,0.0,3500.0,0.0,0.0020001331572698,2.0,3.0,2.5116930171278,0.0050237204844404,0.3333333333333333,False
0,IND600056AAA,Chennai_Poonamallee (Tamil Nadu),7,7,3.0,1.0,1.0,0.09062661833247022,5.0,3500.0,2500.0,0.0004050200290726,1.0,1.0,2.1538461538461537,0.0008723508318488,0.0,False
0,IND600076AAB,Chennai_Madhavaram_DPC (Tamil Nadu),18,7,58.0,14.0,0.3888888888888889,0.09062661833247022,2.0,3500.0,1000.0,0.0,2.0,2.0,2.1133090327169275,0.0,1.0,False
0,IND600116AAB,Chennai_Porur_DPC (Tamil Nadu),16,7,29.0,14.0,0.4375,0.09062661833247022,3.0,3500.0,1500.0,0.0024043605835458,3.0,3.0,2.950928381962864,0.0070950958864583,0.1666666666666666,False
0,IND621802AAA,Jayamkondan_Chithbrm_D (Tamil Nadu),12,7,17.0,2.0,0.5833333333333334,0.09062661833247022,4.0,3500.0,2000.0,5.1519181780281e-06,1.0,2.0,2.032795698924731,1.047279711350766e-05,0.3333333333333333,False
0,IND631501AAA,Kanchipuram_DC (Tamil Nadu),11,7,9.0,1.0,0.6363636363636364,0.09062661833247022,4.0,3500.0,2000.0,0.000404227426276,1.0,2.0,2.417112299465241,0.000977063083833,1.0,False
0,IND713364AAB,Rupnarayanpur_Salanpur_D (West Bengal),12,7,6.0,6.0,0.5833333333333334,0.09062661833247022,4.0,3500.0,2000.0,0.0003947161927166,1.0,1.0,4.166666666666666,0.0016446508029858,0.0,False
0,IND722151AAA,Simlapal_Central_D_1 (West Bengal),8,7,9.0,0.0,0.875,0.09062661833247022,5.0,3500.0,2500.0,0.0007890360840349,1.0,1.0,1.9392091648189207,0.0015301060055333,0.0,False
0,IND731204AAB,Bolpur_WebelDPP_D (West Bengal),13,7,13.0,11.0,0.5384615384615384,0.09062661833247022,3.0,3500.0,1500.0,0.0,1.0,1.0,2.8,0.0,1.0,False
0,IND783370AAC,Kokrajhar_PigonDPP_D (Assam),8,7,9.0,4.0,0.875,0.09062661833247022,5.0,3500.0,2500.0,0.0031830928312247,1.0,1.0,1.7666666666666666,0.0056234640018303,0.0,False
0,IND787001AAA,LakhimpurN_SashPhkn_D (Assam),8,7,2.0,2.0,0.875,0.09062661833247022,5.0,3500.0,2500.0,0.0007933953994163,2.0,1.0,1.9392091648189207,0.0015385596298733,0.0,False
0,IND802158AAB,Jagdishpur_Wardno13_D (Bihar),11,7,17.0,3.0,0.6363636363636364,0.09062661833247022,4.0,3500.0,2000.0,0.0007890360840349,2.0,1.0,1.902037014841893,0.0015007758378803,0.6666666666666666,False
0,IND814133AAB,Godda_Central_D_2 (Jharkhand),13,7,19.0,7.0,0.5384615384615384,0.09062661833247022,3.0,3500.0,1500.0,0.0004999342139678,3.0,1.0,2.145597178459823,0.001072657438905,0.5,False
0,IND852131AAA,Supaul_SadrHsptl_D (Bihar),9,7,11.0,5.0,0.7777777777777778,0.09062661833247022,5.0,3500.0,2500.0,0.0003988773573988,2.0,2.0,2.2169730034620923,0.0008843003330455,0.6666666666666666,False
0,IND124507AAA,Bahadurgarh_DC (Haryana),12,6,11.0,3.0,0.5,0.07767995857068877,3.0,3000.0,1500.0,0.0004046237276743,1.0,2.0,1.9404761904761905,0.0007851627096538,0.0,False
0,IND135001AAA,YamunaNagar_DC (Haryana),12,6,7.0,0.0,0.5,0.07767995857068877,3.0,3000.0,1500.0,0.0007989436189926,2.0,1.0,1.7877864005912787,0.0014283405368742,0.3333333333333333,False
0,IND173025AAA,PaontSahib_Gurudwar_D (Himachal Pradesh),11,6,12.0,6.0,0.5454545454545454,0.07767995857068877,3.0,3000.0,1500.0,0.0007894323854332,1.0,1.0,2.311111111111111,0.0018244659574456,1.0,False
0,IND204215AAA,SikandraRao_JydevNGR_D (Uttar Pradesh),6,6,4.0,3.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,0.0003963013983098,1.0,1.0,2.1538461538461537,0.0008535722425135,0.0,False
0,IND208017AAA,Kanpur_Central_D_5 (Uttar Pradesh),6,6,0.0,0.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND208019AAA,Kanpur_Rawatpur_D (Uttar Pradesh),6,6,18.0,17.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,0.0,1.0,1.0,4.8125,0.0,0.0,False
0,IND211008AAA,Allahabad_Central_D_3 (Uttar Pradesh),6,6,0.0,0.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND245101AAA,Hapur_Swargash_D (Uttar Pradesh),17,6,16.0,0.0,0.35294117647058826,0.07767995857068877,1.0,3000.0,500.0,0.0,1.0,1.0,1.7104166666666667,0.0,0.0,False
0,IND247667AAA,Roorkee_Dc (Uttarakhand),14,6,5.0,0.0,0.42857142857142855,0.07767995857068877,2.0,3000.0,1000.0,0.0,1.0,1.0,1.9392091648189207,0.0,1.0,False
0,IND248122AAB,Mussoorie_BrlwgDPP_D (Uttarakhand),15,6,16.0,8.0,0.4,0.07767995857068877,2.0,3000.0,1000.0,0.0003955087955132,1.0,1.0,2.677419354838709,0.001058942904116,0.0,False
0,IND271001AAA,Gonda_KotwaliN_D (Uttar Pradesh),6,6,12.0,12.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,3.963013983098538e-07,1.0,2.0,3.125,1.2384418697182933e-06,1.0,False
0,IND274304AAA,Kushinagar_KasyaDPP_D (Uttar Pradesh),6,6,3.0,2.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,5.350068877183026e-06,2.0,1.0,1.9392091648189207,1.03749025990458e-05,0.0,False
0,IND277201AAA,Bariya_BgnprDPP_D (Uttar Pradesh),7,6,5.0,4.0,0.8571428571428571,0.07767995857068877,4.0,3000.0,2000.0,0.0008040955371706,1.0,1.0,1.9392091648189207,0.0015593094350714,0.0,False
0,IND282001AAF,Agra_Central_D_3 (Uttar Pradesh),18,6,0.0,0.0,0.3333333333333333,0.07767995857068877,1.0,3000.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND302004AAA,Jaipur_NgrNigam_DC (Rajasthan),9,6,25.0,12.0,0.6666666666666666,0.07767995857068877,4.0,3000.0,2000.0,0.0,1.0,1.0,2.2481617647058822,0.0,0.0,False
0,IND311301AAA,Asind_BsStdDPP_D (Rajasthan),6,6,0.0,0.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND312605AAB,Pratapgarh_Nimachrd_D (Rajasthan),19,6,14.0,4.0,0.3157894736842105,0.07767995857068877,1.0,3000.0,500.0,0.0019906219237103,2.0,2.0,1.8088902966951748,0.0036008166821884,0.3333333333333333,False
0,IND321606AAA,Kherli_GodamDPP_D (Rajasthan),9,6,7.0,2.0,0.6666666666666666,0.07767995857068877,4.0,3000.0,2000.0,0.0005968299058546,2.0,2.0,1.9392091648189207,0.0011573780232713,0.3333333333333333,False
0,IND328001AAA,Dholpur_GtRoad_D (Rajasthan),14,6,13.0,0.0,0.42857142857142855,0.07767995857068877,2.0,3000.0,1000.0,0.0008170413828488,3.0,3.0,1.8988667159398869,0.0015514526874371,0.5,False
0,IND342902A1B,,9,6,7.0,1.0,0.6666666666666666,0.07767995857068877,4.0,3000.0,2000.0,0.0013729861944444,2.0,1.0,1.9392091648189207,0.0026625074114366,0.3333333333333333,False
0,IND370001AAA,Bhuj_DC (Gujarat),14,6,17.0,6.0,0.42857142857142855,0.07767995857068877,2.0,3000.0,1000.0,0.0007914138924247,2.0,3.0,1.986572908201316,0.0015722013978652,0.3333333333333333,False
0,IND421401AAC,Murbad_SnkunDPP_D (Maharashtra),11,6,10.0,4.0,0.5454545454545454,0.07767995857068877,3.0,3000.0,1500.0,0.000404227426276,1.0,1.0,2.5710685483870965,0.0010392964220938,1.0,False
0,IND423109AAA,Shirdi_SaiBansi_D (Maharashtra),14,6,16.0,2.0,0.42857142857142855,0.07767995857068877,2.0,3000.0,1000.0,0.0010083889079994,2.0,1.0,2.0683251933251934,0.0020856761830848,0.3333333333333333,False
0,IND425412AAA,Nandurbar_DhuleRd_D (Maharashtra),14,6,15.0,0.0,0.42857142857142855,0.07767995857068877,2.0,3000.0,1000.0,3.963013983098538e-06,4.0,3.0,1.9392091648189207,7.685113036330223e-06,0.6666666666666666,False
0,IND452001AAC,Jalgaon_DC (Maharashtra),11,6,14.0,3.0,0.5454545454545454,0.07767995857068877,3.0,3000.0,1500.0,1.3077946144225176e-05,2.0,1.0,2.241102181400689,2.930901363206377e-05,0.0,False
0,IND458664AAA,Neemuch_KarjuDPP_D (Madhya Pradesh),7,6,6.0,0.0,0.8571428571428571,0.07767995857068877,4.0,3000.0,2000.0,0.0007985473175943,1.0,1.0,1.9392091648189207,0.0015485502768205,0.0,False
0,IND487551AAA,Gadarwara_MPward_D (Madhya Pradesh),7,6,8.0,0.0,0.8571428571428571,0.07767995857068877,4.0,3000.0,2000.0,0.0058533716530365,2.0,1.0,1.9392091648189207,0.0113509119546597,0.0,False
0,IND501359AAG,Hyderabad_South_R_11 (Telangana),11,6,0.0,0.0,0.5454545454545454,0.07767995857068877,3.0,3000.0,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND516101AAA,Koduru_MGRoad_D (Andhra Pradesh),18,6,19.0,0.0,0.3333333333333333,0.07767995857068877,1.0,3000.0,500.0,3.566712584788684e-06,1.0,1.0,2.152173913043478,7.67618578030608e-06,0.0,False
0,IND574221AAA,Kadaba_AnugrDPP_D (Karnataka),6,6,7.0,0.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,0.0007890360840349,1.0,1.0,1.5128205128205128,0.0011936699732835,0.0,False
0,IND591307AAC,Gokak_Bsavangr_D (Karnataka),7,6,18.0,2.0,0.8571428571428571,0.07767995857068877,4.0,3000.0,2000.0,0.0007910175910264,1.0,2.0,2.0375,0.0016116983417164,0.3333333333333333,False
0,IND600044AAE,Chennai_Chrompet_L (Tamil Nadu),29,6,34.0,1.0,0.20689655172413793,0.07767995857068877,0.0,3000.0,0.0,0.0,1.0,1.0,1.9003267973856208,0.0,0.0,False
0,IND600119AAA,Chennai_Sholinganallur_Dc (Tamil Nadu),10,6,19.0,7.0,0.6,0.07767995857068877,3.0,3000.0,1500.0,0.0003951124941149,2.0,1.0,2.05869391025641,0.0008134156855006,0.0,False
0,IND602024AAA,Chennai_Vepmpttu_DC (Tamil Nadu),13,6,10.0,5.0,0.46153846153846156,0.07767995857068877,2.0,3000.0,1000.0,0.000404227426276,1.0,2.0,3.523809523809524,0.0014244204544965,1.0,False
0,IND606801AAB,Chetpet_Blmrgnst_D (Tamil Nadu),13,6,9.0,0.0,0.46153846153846156,0.07767995857068877,2.0,3000.0,1000.0,0.0007890360840349,1.0,1.0,1.4166666666666663,0.0011178011190494,0.0,False
0,IND673592AAA,SultnBthry_Kollgpra_D (Kerala),24,6,18.0,3.0,0.25,0.07767995857068877,0.0,3000.0,0.0,0.0011877152907346,2.0,3.0,2.1003413972081346,0.002494607593227,0.1666666666666666,False
0,IND679303AAA,Sankaramangalam_Central_D_1 (Kerala),14,6,11.0,0.0,0.42857142857142855,0.07767995857068877,2.0,3000.0,1000.0,0.0012019821410737,1.0,1.0,1.4385964912280702,0.0017291672906675,0.0,False
0,IND700088AAA,Kolkata_TrtllaRD_L (West Bengal),9,6,30.0,28.0,0.6666666666666666,0.07767995857068877,4.0,3000.0,2000.0,0.0,1.0,1.0,3.766666666666666,0.0,0.0,False
0,IND713303AAA,Asansol_DC (West Bengal),6,6,5.0,3.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,0.000404227426276,1.0,1.0,2.6538461538461537,0.0010727574005018,0.0,False
0,IND721253AAC,ChandroknaRD_Central_DPP_3 (West Bengal),12,6,7.0,1.0,0.5,0.07767995857068877,3.0,3000.0,1500.0,0.0003955087955132,1.0,1.0,1.8586956521739133,0.0007351304786169,0.0,False
0,IND743347AAA,Kakdwip_KlngrDPP_D (West Bengal),6,6,12.0,2.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,0.0003947161927166,1.0,1.0,1.9861111111111112,0.0007839502160899,1.0,False
0,IND781124AAA,Chhaygaon_GwhRDDPP_D (Assam),6,6,8.0,2.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,0.0001977543977566,1.0,1.0,2.0434782608695654,0.000404106812807,0.0,False
0,IND785001AAA,Jorhat_RicMilRd_D (Assam),15,6,15.0,11.0,0.4,0.07767995857068877,2.0,3000.0,1000.0,0.0087590535054443,5.0,3.0,2.0679913582352603,0.0181136469555792,0.1333333333333333,False
0,IND794101AAA,Tura_Sracmplx_D (Meghalaya),9,6,1.0,0.0,0.6666666666666666,0.07767995857068877,4.0,3000.0,2000.0,0.0035405566925002,1.0,1.0,1.9392091648189207,0.0068658799866574,0.0,False
0,IND802212AAA,Bikramgang_Dehrird_D (Bihar),7,6,5.0,5.0,0.8571428571428571,0.07767995857068877,4.0,3000.0,2000.0,0.0007890360840349,1.0,1.0,3.5,0.0027616262941222,0.0,False
0,IND803116AAA,Rajgir_PnditNGR_D (Bihar),13,6,9.0,5.0,0.46153846153846156,0.07767995857068877,2.0,3000.0,1000.0,1.5852055932394153e-06,1.0,1.0,2.333333333333333,3.6988130508919686e-06,0.0,False
0,IND804452AAA,Masaurhi_Blockrd_D (Bihar),6,6,0.0,0.0,1.0,0.07767995857068877,4.0,3000.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND814112AAA,Deoghar_Barmasia_D (Jharkhand),9,6,7.0,1.0,0.6666666666666666,0.07767995857068877,4.0,3000.0,2000.0,0.0007400268111105,3.0,2.0,1.9392091648189207,0.0014350667743173,0.5,False
0,IND843105AAB,Dholi_WardNo4_D (Bihar),20,6,20.0,17.0,0.3,0.07767995857068877,1.0,3000.0,500.0,0.0,1.0,1.0,3.029411764705882,0.0,1.0,False
0,IND847103AAA,Benipur_Javahar_D (Bihar),19,6,21.0,3.0,0.3157894736842105,0.07767995857068877,1.0,3000.0,500.0,0.0007985473175943,1.0,1.0,1.7916666666666667,0.0014307306106898,0.0,False
0,IND854311AAA,Araria_Wardn13_D (Bihar),10,6,22.0,4.0,0.6,0.07767995857068877,3.0,3000.0,1500.0,0.000404227426276,2.0,3.0,1.8694933477042324,0.0007557004843826,0.3333333333333333,False
0,IND854335AAA,Narpatganj_Central_DPP_1 (Bihar),13,6,2.0,0.0,0.46153846153846156,0.07767995857068877,2.0,3000.0,1000.0,0.0012015858396754,1.0,3.0,1.9392091648189207,0.0023301262726153,0.3333333333333333,False
0,IND000000ACN,Hyderabad_Mhdiptnm_C (Telangana),16,5,11.0,6.0,0.3125,0.06473329880890731,1.0,2500.0,500.0,3.963013983098538e-07,1.0,1.0,2.822368421052632,1.1185085518087322e-06,0.0,False
0,IND110030AAD,Delhi_Kishangarh_DPC (Delhi),7,5,58.0,6.0,0.7142857142857143,0.06473329880890731,3.0,2500.0,1500.0,0.0,2.0,1.0,1.6649136577708006,0.0,1.0,False
0,IND126116AAA,,5,5,5.0,2.0,1.0,0.06473329880890731,4.0,2500.0,2000.0,,,,,,,False
0,IND132001AAA,Karnal (Haryana),6,5,7.0,0.0,0.8333333333333334,0.06473329880890731,3.0,2500.0,1500.0,0.000404227426276,1.0,3.0,1.9392091648189207,0.0007838815297056,0.6666666666666666,False
0,IND140501AAA,Lalru_OnkarDPP_D (Punjab),14,5,14.0,0.0,0.35714285714285715,0.06473329880890731,1.0,2500.0,500.0,0.0003947161927166,1.0,1.0,1.5875,0.0006266119559376,1.0,False
0,IND147001AAB,Patiala (Punjab),13,5,13.0,1.0,0.38461538461538464,0.06473329880890731,1.0,2500.0,500.0,0.0003986792066997,2.0,2.0,1.894132884296253,0.000755151395695,0.0,False
0,IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),17,5,48.0,22.0,0.29411764705882354,0.06473329880890731,0.0,2500.0,0.0,0.0037360993510243,7.0,4.0,2.2456794028039915,0.0083900813594247,0.1904761904761904,False
0,IND203001AAA,Bulndshahr_Ymunpurm_D (Uttar Pradesh),5,5,0.0,0.0,1.0,0.06473329880890731,4.0,2500.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND207247AAB,Aliganj_KaimgnjRD_D (Uttar Pradesh),10,5,10.0,5.0,0.5,0.06473329880890731,2.0,2500.0,1000.0,0.0007910175910264,2.0,1.0,2.5245496373545158,0.0019969631725669,0.3333333333333333,False
0,IND209206AAB,Ghatampur_StatinRD_D (Uttar Pradesh),15,5,18.0,0.0,0.3333333333333333,0.06473329880890731,1.0,2500.0,500.0,0.0004050200290726,1.0,1.0,0.8173018753781004,0.0003310236293267,0.0,False
0,IND209801AAA,Unnao_VikasRam_D (Uttar Pradesh),5,5,20.0,10.0,1.0,0.06473329880890731,4.0,2500.0,2000.0,0.0,1.0,1.0,2.363636363636364,0.0,0.0,False
0,IND210501AAB,Bewar_BndhuTRH_D (Uttar Pradesh),16,5,0.0,0.0,0.3125,0.06473329880890731,1.0,2500.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND221010AAB,Varanasi_MahmurGj_IP (Uttar Pradesh),5,5,2.0,1.0,1.0,0.06473329880890731,4.0,2500.0,2000.0,2.4570686695210935e-05,2.0,3.0,2.046527659332537,5.028458993054316e-05,0.1,False
0,IND231217AAA,Renukoot_Govind_D (Uttar Pradesh),7,5,6.0,1.0,0.7142857142857143,0.06473329880890731,3.0,2500.0,1500.0,1.981506991549269e-06,1.0,1.0,1.807065217391304,3.580712362446369e-06,0.0,False
0,IND242221AAA,Jalalabad_farukngr_D (Uttar Pradesh),5,5,5.0,0.0,1.0,0.06473329880890731,4.0,2500.0,2000.0,0.0,1.0,1.0,1.4634146341463414,0.0,1.0,False
0,IND243001AAA,Bareilly_Central_D_2 (Uttar Pradesh),15,5,0.0,0.0,0.3333333333333333,0.06473329880890731,1.0,2500.0,500.0,0.0,0.0,2.0,0.0,0.0,1.0,False
0,IND274001AAA,Deoria_CCRoad_D (Uttar Pradesh),14,5,17.0,15.0,0.35714285714285715,0.06473329880890731,1.0,2500.0,500.0,0.000413144207738,2.0,2.0,2.56289726533629,0.0010588461602013,0.0,False
0,IND274402AAA,Kushinagar_JiswlDPP_D (Uttar Pradesh),5,5,2.0,1.0,1.0,0.06473329880890731,4.0,2500.0,2000.0,0.0,0.0,2.0,0.0,0.0,1.0,False
0,IND305601AAC,Nasirabad_Central_DPP_2 (Rajasthan),18,5,13.0,1.0,0.2777777777777778,0.06473329880890731,0.0,2500.0,0.0,0.0027566725266433,1.0,1.0,1.4545454545454546,0.0040097054932994,0.0,False
0,IND333031AAA,Pilani (Rajasthan),5,5,15.0,1.0,1.0,0.06473329880890731,4.0,2500.0,2000.0,0.0004054163304709,2.0,1.0,1.7736981496609223,0.0007190861951986,0.3333333333333333,False
0,IND360490AAA,Upleta_AdrshSt_DC (Gujarat),10,5,2.0,2.0,0.5,0.06473329880890731,2.0,2500.0,1000.0,8.32232936450693e-06,1.0,1.0,1.9392091648189207,1.6138737376293465e-05,0.0,False
0,IND382715AAA,Kadi_KaranNGR_D (Gujarat),18,5,18.0,0.0,0.2777777777777778,0.06473329880890731,0.0,2500.0,0.0,0.0042982849660686,1.0,1.0,1.4125000000000003,0.006071327514572,1.0,False
0,IND391110AAD,Dabhoi_Central_DPP_3 (Gujarat),5,5,7.0,1.0,1.0,0.06473329880890731,4.0,2500.0,2000.0,0.0,1.0,1.0,2.1538461538461537,0.0,1.0,False
0,IND410401AAA,Lonavala_NngrgnRd_D (Maharashtra),9,5,11.0,9.0,0.5555555555555556,0.06473329880890731,3.0,2500.0,1500.0,0.0,1.0,1.0,2.462686567164179,0.0,0.0,False
0,IND416404AAA,Jath_Shivprsad_D (Maharashtra),6,5,9.0,3.0,0.8333333333333334,0.06473329880890731,3.0,2500.0,1500.0,0.0015820351820529,2.0,1.0,1.9392091648189207,0.003067897124103,0.0,False
0,IND416510AAA,Sawantwadi_LaxmiNgr_D (Maharashtra),20,5,14.0,12.0,0.25,0.06473329880890731,0.0,2500.0,0.0,0.0012027747438704,2.0,2.0,2.046527659332537,0.0024615117812773,0.0,False
0,IND425409AAA,Shahada_Nandrbar_D (Maharashtra),12,5,12.0,4.0,0.4166666666666667,0.06473329880890731,2.0,2500.0,1000.0,0.000401651467187,3.0,4.0,2.0347415937502484,0.0008172569464762,0.6,False
0,IND441206AAB,Brahmapuri_DhnliRth_D (Maharashtra),8,5,0.0,0.0,0.625,0.06473329880890731,3.0,2500.0,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND442001AAA,Wardha_RamaNgr_D (Maharashtra),5,5,0.0,0.0,1.0,0.06473329880890731,4.0,2500.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND442101AAB,Deoli_Central_DPP_2 (Maharashtra),12,5,5.0,5.0,0.4166666666666667,0.06473329880890731,2.0,2500.0,1000.0,3.963013983098538e-07,1.0,1.0,1.9392091648189207,7.685113036330222e-07,0.0,False
0,IND486661AAA,Sidhi_Padra_D (Madhya Pradesh),5,5,6.0,2.0,1.0,0.06473329880890731,4.0,2500.0,2000.0,0.0011996043326839,1.0,1.0,1.6875,0.0020243323114041,0.0,False
0,IND486886AAA,Singrauli_Waidhan_D (Madhya Pradesh),7,5,7.0,0.0,0.7142857142857143,0.06473329880890731,3.0,2500.0,1500.0,3.566712584788684e-06,1.0,1.0,1.6296296296296295,5.812420508544522e-06,0.0,False
0,IND500008AAD,Hyderabad_Tolichwk_L (Telangana),6,5,0.0,0.0,0.8333333333333334,0.06473329880890731,3.0,2500.0,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND500010AAA,Hyderabad_Alwal_I (Telangana),11,5,27.0,15.0,0.45454545454545453,0.06473329880890731,2.0,2500.0,1000.0,0.0019906219237103,3.0,2.0,3.536431623931624,0.007039698322301,0.3333333333333333,False
0,IND500039AAD,Hyderabad_Uppal_L (Telangana),8,5,6.0,4.0,0.625,0.06473329880890731,3.0,2500.0,1500.0,0.0,1.0,1.0,2.727011494252873,0.0,0.0,False
0,IND502286AAB,Narayankhed_Datatrya_D (Telangana),22,5,22.0,12.0,0.22727272727272727,0.06473329880890731,0.0,2500.0,0.0,0.0039305172684371,1.0,1.0,2.4285714285714284,0.009545541937633,0.0,False
0,IND506167AAB,Jangaon_Hanmkond_D (Telangana),16,5,9.0,0.0,0.3125,0.06473329880890731,1.0,2500.0,500.0,0.0035239120337712,1.0,1.0,1.8006535947712417,0.0063453448712677,0.0,False
0,IND507159AAA,Kusumnchi_SKRoad_D (Telangana),15,5,15.0,1.0,0.3333333333333333,0.06473329880890731,1.0,2500.0,500.0,0.0,2.0,2.0,1.6452802580851362,0.0,1.0,False
0,IND509124AAA,JoguGadwal_ColctrOf_D (Telangana),16,5,17.0,1.0,0.3125,0.06473329880890731,1.0,2500.0,500.0,3.963013983098538e-07,2.0,3.0,1.7150591278640062,6.79680330556584e-07,0.6666666666666666,False
0,IND517644AAA,Sriklahsti_SDKNgr_D (Andhra Pradesh),15,5,16.0,10.0,0.3333333333333333,0.06473329880890731,1.0,2500.0,500.0,3.566712584788684e-06,1.0,1.0,2.447619047619048,8.729953659911352e-06,0.0,False
0,IND563116AAA,Bethamangala_FshryOFC_D (Karnataka),14,5,17.0,4.0,0.35714285714285715,0.06473329880890731,1.0,2500.0,500.0,0.0001311097126075,2.0,1.0,2.0213675213675213,0.0002650209148006,1.0,False
0,IND563131AAB,Bangarapet_KolarRd_D (Karnataka),24,5,25.0,5.0,0.20833333333333334,0.06473329880890731,0.0,2500.0,0.0,0.0018557473478189,3.0,3.0,1.8337946775446772,0.003403059609298,0.5,False
0,IND574211AAA,Bantwal_Trmltmpl_D (Karnataka),6,5,8.0,2.0,0.8333333333333334,0.06473329880890731,3.0,2500.0,1500.0,0.0016149281981126,1.0,2.0,2.116013071895425,0.0034172091773789,0.3333333333333333,False
0,IND577598AAB,Madikeri_MuthpTmp_D (Karnataka),17,5,16.0,3.0,0.29411764705882354,0.06473329880890731,0.0,2500.0,0.0,0.0011829596739549,1.0,1.0,1.947368421052632,0.0023036583124385,0.0,False
0,IND583231AAA,Koppal_Banikatt_D (Karnataka),15,5,15.0,0.0,0.3333333333333333,0.06473329880890731,1.0,2500.0,500.0,0.0003947161927166,1.0,1.0,1.6958333333333333,0.0006693728768152,1.0,False
0,IND600008AAC,Chennai_Egmore_DPC (Tamil Nadu),15,5,33.0,21.0,0.3333333333333333,0.06473329880890731,1.0,2500.0,500.0,0.0,2.0,1.0,2.5769230769230766,0.0,1.0,False
0,IND600016AAB,Chennai_Alandur_C (Tamil Nadu),22,5,0.0,0.0,0.22727272727272727,0.06473329880890731,0.0,2500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND611001AAA,Nagapttinm_Sttyapar_D (Tamil Nadu),10,5,11.0,11.0,0.5,0.06473329880890731,2.0,2500.0,1000.0,0.0027820358161351,1.0,1.0,3.1944444444444446,0.0088870588570984,0.0,False
0,IND723202AAA,Jhalda_GMukrDPP_D (West Bengal),14,5,14.0,3.0,0.35714285714285715,0.06473329880890731,1.0,2500.0,500.0,0.0027523132112619,1.0,1.0,1.8461538461538465,0.0050811936207912,0.0,False
