rank,center,name,legs_out,breaches,legs_in,breaches_in,breach_rate,network_breach_share_pct,recoverable_breaches,revenue_at_risk_rs,revenue_recoverable_rs,betweenness,in_degree,out_degree,avg_incoming_delay_factor,bottleneck_score,clustering,rankable
0,IND247667AAB,Roorkee_IOTCEncl_L (Uttarakhand),2,2,15.0,0.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0,1.0,0.0,1.879078014184397,0.0,0.0,False
0,IND248001AAA,Dehradun (Uttarakhand),12,2,29.0,6.0,0.16666666666666666,0.02589331952356292,0.0,1000.0,0.0,0.0011843467288489,2.0,1.0,1.657887845005348,0.0019635140460305,0.0,False
0,IND250002AAA,Meerut (Uttar Pradesh),5,2,8.0,1.0,0.4,0.02589331952356292,1.0,1000.0,500.0,0.0007898286868315,3.0,1.0,1.880107697180868,0.0014849629935662,0.3333333333333333,False
0,IND263645AAA,Ranikhet_Subhash_D (Uttarakhand),13,2,15.0,0.0,0.15384615384615385,0.02589331952356292,0.0,1000.0,0.0,0.0012019821410737,2.0,1.0,1.5518830634221188,0.0018653357272682,0.0,False
0,IND274509AAB,Salempur_Banjaria_D (Uttar Pradesh),5,2,13.0,4.0,0.4,0.02589331952356292,1.0,1000.0,500.0,9.511233559436491e-06,1.0,2.0,2.108695652173913,2.005629685359434e-05,0.0,False
0,IND275101AAA,Mau_BaliaMod_D (Uttar Pradesh),2,2,3.0,3.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0,1.0,1.0,1.9392091648189207,0.0,1.0,False
0,IND276128AAA,Azamgarh_ChtwrDPP_D (Uttar Pradesh),6,2,2.0,2.0,0.3333333333333333,0.02589331952356292,0.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND276305AAA,Saraimeer_MsmcyDPP_D (Uttar Pradesh),7,2,6.0,2.0,0.2857142857142857,0.02589331952356292,0.0,1000.0,0.0,7.926027966197076e-07,1.0,1.0,1.9392091648189207,1.5370226072660444e-06,0.0,False
0,IND285205AAB,Konch_Central_D_2 (Uttar Pradesh),5,2,21.0,0.0,0.4,0.02589331952356292,1.0,1000.0,500.0,0.001585998196036,1.0,1.0,1.4933712121212122,0.0023684840484363,0.0,False
0,IND303603AAB,Renwal_ChomuRD_D (Rajasthan),7,2,7.0,0.0,0.2857142857142857,0.02589331952356292,0.0,1000.0,0.0,1.4465001038309664e-05,2.0,2.0,1.5506072874493926,2.2429536022965995e-05,0.0,False
0,IND305404AAA,Kekri_LxmntDPP_D (Rajasthan),14,2,8.0,1.0,0.14285714285714285,0.02589331952356292,0.0,1000.0,0.0,0.0027661837602027,1.0,1.0,1.9392091648189207,0.0053642088993584,0.0,False
0,IND305901AAA,Beawar_DC (Rajasthan),7,2,17.0,4.0,0.2857142857142857,0.02589331952356292,0.0,1000.0,0.0,0.0,1.0,1.0,2.1136363636363638,0.0,1.0,False
0,IND313324AAA,Rajsamand_kankroli_D (Rajasthan),14,2,5.0,0.0,0.14285714285714285,0.02589331952356292,0.0,1000.0,0.0,0.0019672401412101,1.0,1.0,1.8461538461538465,0.0036318279530032,1.0,False
0,IND321408AAB,Weir_BsstdDPP_D (Rajasthan),5,2,0.0,0.0,0.4,0.02589331952356292,1.0,1000.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND331507AAA,Sujangarh_JngidDPP_D (Rajasthan),3,2,0.0,0.0,0.6666666666666666,0.02589331952356292,1.0,1000.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND331701AAA,Sidhmukh_MnbzrDPP_D (Rajasthan),2,2,1.0,0.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0003955087955132,1.0,1.0,1.9392091648189207,0.0007669742810257,0.0,False
0,IND341306AAA,Sujangarh_LdnunDPP_D (Rajasthan),4,2,14.0,1.0,0.5,0.02589331952356292,1.0,1000.0,500.0,0.003921402336276,1.0,1.0,1.6733333333333331,0.0065618132427018,0.0,False
0,IND341505AAA,Makrana_Mwalibad_D (Rajasthan),13,2,5.0,0.0,0.15384615384615385,0.02589331952356292,0.0,1000.0,0.0,0.0015955094295954,1.0,2.0,1.9392091648189207,0.0030940265084265,0.3333333333333333,False
0,IND360410AAA,Dhoraji_JmnvadRd_DC (Gujarat),2,2,1.0,1.0,1.0,0.02589331952356292,1.0,1000.0,500.0,8.32232936450693e-06,1.0,1.0,1.9392091648189207,1.6138737376293465e-05,0.0,False
0,IND370615AAB,Nakhatrana_ClgRDDPP_D (Gujarat),3,2,9.0,0.0,0.6666666666666666,0.02589331952356292,1.0,1000.0,500.0,0.0,2.0,1.0,1.8559682187730968,0.0,1.0,False
0,IND385535AAA,Deesa_HawaiPlr_DC (Gujarat),17,2,5.0,0.0,0.11764705882352941,0.02589331952356292,0.0,1000.0,0.0,0.0003947161927166,1.0,1.0,2.05,0.000809168195069,1.0,False
0,IND387001AAA,Nadiad_DC (Gujarat),14,2,11.0,2.0,0.14285714285714285,0.02589331952356292,0.0,1000.0,0.0,0.000404227426276,1.0,1.0,1.712820512820513,0.0006923690275702,1.0,False
0,IND400072AAJ,Mumbai_Tejpal_I (Maharashtra),2,2,51.0,28.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0004050200290726,2.0,1.0,2.966666666666667,0.0012015594195822,0.0,False
0,IND400706AAA,Mumbai_Nerul_D (Maharashtra),2,2,1.0,1.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0,1.0,1.0,2.1538461538461537,0.0,0.0,False
0,IND402107AAA,Pen_BljiMrkt_D (Maharashtra),18,2,13.0,2.0,0.1111111111111111,0.02589331952356292,0.0,1000.0,0.0,3.963013983098538e-07,1.0,1.0,2.273046532045654,9.008115190730568e-07,1.0,False
0,IND402301AAA,Mahad_Govndsgr_D (Maharashtra),13,2,20.0,1.0,0.15384615384615385,0.02589331952356292,0.0,1000.0,0.0,3.963013983098538e-07,1.0,1.0,1.9583333333333333,7.76090238356797e-07,1.0,False
0,IND410503AAA,Ambegaon_Manchar_D (Maharashtra),2,2,3.0,2.0,1.0,0.02589331952356292,1.0,1000.0,500.0,,,,,,,False
0,IND411048AAA,Pune_East_D_8 (Maharashtra),2,2,6.0,6.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0,1.0,1.0,2.1538461538461537,0.0,0.0,False
0,IND412210AAC,Shirur_Central_DPP_3 (Maharashtra),2,2,1.0,0.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0,1.0,1.0,1.9392091648189207,0.0,1.0,False
0,IND413401AAA,Barshi_Kurduwdi_D (Maharashtra),19,2,21.0,0.0,0.10526315789473684,0.02589331952356292,0.0,1000.0,0.0,0.0,1.0,1.0,1.3857142857142857,0.0,1.0,False
0,IND413517AAA,Udgir_NlgaonRd_D (Maharashtra),3,2,5.0,3.0,0.6666666666666666,0.02589331952356292,1.0,1000.0,500.0,0.0007985473175943,2.0,2.0,2.1538461538461537,0.0017199480686647,0.6666666666666666,False
0,IND413531AAA,Latur_Srnwsngr_D (Maharashtra),4,2,4.0,3.0,0.5,0.02589331952356292,1.0,1000.0,500.0,0.0,1.0,1.0,2.1538461538461537,0.0,1.0,False
0,IND423106AAA,Manmad_Malegaon_D (Maharashtra),8,2,6.0,0.0,0.25,0.02589331952356292,0.0,1000.0,0.0,0.0,2.0,1.0,1.9392091648189207,0.0,1.0,False
0,IND424304AAC,Sakri_DhuleRoad_D (Maharashtra),11,2,10.0,2.0,0.18181818181818182,0.02589331952356292,0.0,1000.0,0.0,0.0002003303568456,3.0,2.0,1.9392091648189207,0.0003884824639864,1.0,False
0,IND443301AAA,Mehkar_SagarDPP_D (Maharashtra),2,2,5.0,3.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.000404227426276,1.0,1.0,2.375,0.0009600401374056,0.0,False
0,IND444303AAA,Khamgaon_WamanDPP_D (Maharashtra),2,2,1.0,1.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0,1.0,1.0,1.9392091648189207,0.0,1.0,False
0,IND450331AAA,Burhanpur_StRoad_D (Madhya Pradesh),13,2,16.0,12.0,0.15384615384615385,0.02589331952356292,0.0,1000.0,0.0,1.1889041949295614e-06,1.0,1.0,3.0294117647058822,3.601680355227789e-06,0.0,False
0,IND465683AAA,Pachore_Shop3DPP_D (Madhya Pradesh),13,2,11.0,0.0,0.15384615384615385,0.02589331952356292,0.0,1000.0,0.0,0.0016050206631549,1.0,1.0,1.5277777777777777,0.0024521149020422,0.0,False
0,IND470113AAA,Bina_Srvdycwk_D (Madhya Pradesh),3,2,9.0,1.0,0.6666666666666666,0.02589331952356292,1.0,1000.0,500.0,3.1704111864788306e-06,2.0,1.0,1.9392091648189207,6.1480904290641775e-06,0.0,False
0,IND484661AAE,Umaria_Central_DPP_3 (Madhya Pradesh),3,2,2.0,0.0,0.6666666666666666,0.02589331952356292,1.0,1000.0,500.0,0.0016153244995109,1.0,2.0,1.9392091648189207,0.0031324520736081,0.3333333333333333,False
0,IND486001AAA,Rewa_Dc (Madhya Pradesh),2,2,3.0,2.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0,2.0,1.0,1.9392091648189207,0.0,1.0,False
0,IND486771AAA,Churhat_Central_DPP_1 (Madhya Pradesh),6,2,8.0,8.0,0.3333333333333333,0.02589331952356292,0.0,1000.0,0.0,0.0012091155662433,3.0,1.0,3.696098290949239,0.0044690099779522,0.5,False
0,IND495677AAA,Korba_Tilknagr_DC (Chhattisgarh),7,2,0.0,0.0,0.2857142857142857,0.02589331952356292,0.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND504208AAB,Mancherial_Hitech_D (Telangana),7,2,14.0,1.0,0.2857142857142857,0.02589331952356292,0.0,1000.0,0.0,0.0014084551695932,3.0,2.0,1.7816949987681696,0.0025094375316534,0.6666666666666666,False
0,IND505209AAA,Ramagundam_Pdmavati_D (Telangana),8,2,9.0,5.0,0.25,0.02589331952356292,0.0,1000.0,0.0,0.000404227426276,2.0,2.0,1.9392091648189207,0.0007838815297056,0.6666666666666666,False
0,IND505327AAA,Jagtial_Aravind_D (Telangana),7,2,6.0,0.0,0.2857142857142857,0.02589331952356292,0.0,1000.0,0.0,0.0004062089332676,2.0,1.0,1.9392091648189207,0.0007877240862238,0.3333333333333333,False
0,IND506132AAA,Khanpur_Nrsampt_D (Telangana),19,2,20.0,0.0,0.10526315789473684,0.02589331952356292,0.0,1000.0,0.0,0.0012114933746332,1.0,1.0,1.1388888888888888,0.0013797563433322,0.0,False
0,IND508377AAB,Haliya_PeroorRD_D (Telangana),12,2,15.0,0.0,0.16666666666666666,0.02589331952356292,0.0,1000.0,0.0,0.0011829596739549,1.0,1.0,1.8125,0.0021441144090432,0.0,False
0,IND509103AAB,Wanaparthy_VallaDPP_D (Telangana),10,2,11.0,5.0,0.2,0.02589331952356292,0.0,1000.0,0.0,0.000404227426276,2.0,2.0,1.9934827875376655,0.0008058204165319,0.6666666666666666,False
0,IND509301AAA,Jadcherla_Badeplly_D (Telangana),18,2,19.0,0.0,0.1111111111111111,0.02589331952356292,0.0,1000.0,0.0,0.0007890360840349,1.0,1.0,1.49,0.001175663765212,0.0,False
0,IND516115AAA,Rajampet_RSRoad_D (Andhra Pradesh),17,2,18.0,6.0,0.11764705882352941,0.02589331952356292,0.0,1000.0,0.0,3.566712584788684e-06,1.0,1.0,2.511904761904762,8.959242326076338e-06,0.0,False
0,IND521185AAA,Nandigama_Chndrlpd_D (Andhra Pradesh),8,2,9.0,3.0,0.25,0.02589331952356292,0.0,1000.0,0.0,0.0007989436189926,2.0,2.0,2.486013986013986,0.0019861850108523,0.0,False
0,IND523201AAA,Addanki_Oilmilrd_D (Andhra Pradesh),2,2,19.0,0.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0011829596739549,1.0,1.0,1.5799999999999998,0.0018690762848487,0.0,False
0,IND524201AAA,Kavali_Kacheri_D (Andhra Pradesh),18,2,19.0,0.0,0.1111111111111111,0.02589331952356292,0.0,1000.0,0.0,0.0007890360840349,1.0,1.0,1.3194444444444444,0.001041089277546,1.0,False
0,IND532201AAA,Tekkali_AmvdiDPP_D (Andhra Pradesh),21,2,14.0,4.0,0.09523809523809523,0.02589331952356292,0.0,1000.0,0.0,0.0012019821410737,2.0,1.0,2.0696045824094607,0.0024876277471406,0.6666666666666666,False
0,IND560027AAA,Blr_Domlur (Karnataka),4,2,0.0,0.0,0.5,0.02589331952356292,1.0,1000.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND562108AAA,Gauribidanur_Gurukrpa_D (Karnataka),2,2,12.0,0.0,1.0,0.02589331952356292,1.0,1000.0,500.0,2.377808389859123e-06,1.0,1.0,1.326086956521739,3.153180690900141e-06,0.0,False
0,IND562159AAA,Ramanagara_BMRd_DC (Karnataka),11,2,0.0,0.0,0.18181818181818182,0.02589331952356292,0.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND571301AAA,Nanjangud_RPRoad_D (Karnataka),8,2,9.0,7.0,0.25,0.02589331952356292,0.0,1000.0,0.0,0.0012233824165825,1.0,1.0,2.95,0.0036089781289184,0.0,False
0,IND572201AAB,Tiptur_YTRd_D (Karnataka),5,2,12.0,0.0,0.4,0.02589331952356292,1.0,1000.0,500.0,0.000594848398863,2.0,2.0,1.9392091648189207,0.0011535354667531,0.6666666666666666,False
0,IND573142AAA,Ramanathapura_Central_D_2 (Karnataka),17,2,19.0,6.0,0.11764705882352941,0.02589331952356292,0.0,1000.0,0.0,0.0019696179495999,2.0,1.0,1.899429143812969,0.0037411497356473,0.3333333333333333,False
0,IND574216AAA,Dhrmsthala_Beltngdi_D (Karnataka),6,2,12.0,1.0,0.3333333333333333,0.02589331952356292,0.0,1000.0,0.0,0.0011825633725566,2.0,2.0,1.9533002345833737,0.0023099013130245,0.3333333333333333,False
0,IND581110AAE,Haveri_GuttalRD_D (Karnataka),20,2,21.0,2.0,0.1,0.02589331952356292,0.0,1000.0,0.0,0.0007985473175943,2.0,2.0,1.9423076923076923,0.0015510245976351,0.6666666666666666,False
0,IND581115AAC,Ranebennur_SriRmNGR_D (Karnataka),20,2,19.0,8.0,0.1,0.02589331952356292,0.0,1000.0,0.0,0.0,1.0,1.0,2.836021505376344,0.0,1.0,False
0,IND581119AAB,Ukkadagatri_Tuminkte_D (Karnataka),14,2,16.0,0.0,0.14285714285714285,0.02589331952356292,0.0,1000.0,0.0,0.0,1.0,1.0,1.8636363636363635,0.0,1.0,False
0,IND581320AAA,Bhatkal_KmkshBul_D (Karnataka),5,2,5.0,1.0,0.4,0.02589331952356292,1.0,1000.0,500.0,0.0026630552852528,2.0,2.0,1.9392091648189207,0.0051642212155817,0.0,False
0,IND585211AAA,Chittapur_GlbrgaRD_D (Karnataka),20,2,21.0,0.0,0.1,0.02589331952356292,0.0,1000.0,0.0,0.000399075508098,2.0,2.0,2.037449392712551,0.0008130961516207,0.0,False
0,IND586101AAA,Bijapur_KirtiNgr_D (Karnataka),4,2,8.0,0.0,0.5,0.02589331952356292,1.0,1000.0,500.0,0.0003959050969115,1.0,1.0,1.5010332950631458,0.0005942667321494,0.0,False
0,IND591102AAA,Bailhongal_NamoNagr_D (Karnataka),18,2,2.0,0.0,0.1111111111111111,0.02589331952356292,0.0,1000.0,0.0,0.0003959050969115,1.0,1.0,1.9392091648189207,0.0007677427923293,0.0,False
0,IND591302AAB,Khanapur_StatinRD_D (Karnataka),10,2,5.0,0.0,0.2,0.02589331952356292,0.0,1000.0,0.0,0.0007890360840349,1.0,1.0,1.9392091648189207,0.0015301060055333,1.0,False
0,IND602001AAA,Chennai_Thiruvlr_DC (Tamil Nadu),3,2,9.0,4.0,0.6666666666666666,0.02589331952356292,1.0,1000.0,500.0,0.0,1.0,1.0,2.4545454545454546,0.0,1.0,False
0,IND605601AAA,Villupuram_Thirumtr_IP (Tamil Nadu),26,2,26.0,3.0,0.07692307692307693,0.02589331952356292,0.0,1000.0,0.0,0.0047778096580235,3.0,3.0,1.6571611195450204,0.0079176004018633,0.0,False
0,IND606201AAC,Chinnasalem_VkotRoad_D (Tamil Nadu),15,2,14.0,0.0,0.13333333333333333,0.02589331952356292,0.0,1000.0,0.0,0.0015764869624765,1.0,1.0,1.6730769230769231,0.0026375839564512,0.0,False
0,IND607106AAA,Panruti_GandhiRd_D (Tamil Nadu),14,2,14.0,2.0,0.14285714285714285,0.02589331952356292,0.0,1000.0,0.0,0.0016145318967143,1.0,1.0,2.136363636363636,0.0034492272338897,0.0,False
0,IND614809AAA,Pushpavanam_Thmpulam_D (Tamil Nadu),17,2,17.0,0.0,0.11764705882352941,0.02589331952356292,0.0,1000.0,0.0,0.0003947161927166,1.0,1.0,1.4804318488529014,0.0005843504229556,1.0,False
0,IND621704AAA,Ariyalur_Kmrajngr_D (Tamil Nadu),17,2,16.0,0.0,0.11764705882352941,0.02589331952356292,0.0,1000.0,0.0,4.755616779718246e-06,1.0,1.0,1.5454545454545454,7.349589568655471e-06,1.0,False
0,IND624601AAA,Palani_RjndraRd_D (Tamil Nadu),17,2,7.0,0.0,0.11764705882352941,0.02589331952356292,0.0,1000.0,0.0,3.566712584788684e-06,1.0,1.0,1.3103448275862069,4.673623386964483e-06,0.0,False
0,IND629179AAA,Marthandam_Nallur_D (Tamil Nadu),11,2,0.0,0.0,0.18181818181818182,0.02589331952356292,0.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND637408AAA,Rasipurm_Knrpati_D (Tamil Nadu),10,2,0.0,0.0,0.2,0.02589331952356292,0.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND643001AAA,Ooty_Davisdle_D (Tamil Nadu),6,2,10.0,0.0,0.3333333333333333,0.02589331952356292,0.0,1000.0,0.0,1.743726152563357e-05,1.0,1.0,0.9591836734693876,1.6725536565403626e-05,0.0,False
0,IND671315AAA,Kanhangad_Arangadi_D (Kerala),2,2,0.0,0.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND686513AAA,Mundakayam_Central_D_1 (Kerala),9,2,15.0,3.0,0.2222222222222222,0.02589331952356292,0.0,1000.0,0.0,0.0,1.0,2.0,2.4097222222222223,0.0,1.0,False
0,IND689645AAA,Pthnmthitt_Klskhrpt_D (Kerala),15,2,15.0,1.0,0.13333333333333333,0.02589331952356292,0.0,1000.0,0.0,0.0008021140301791,1.0,1.0,2.259259259259259,0.0018121835496639,0.0,False
0,IND691305AAA,Punalur_PostofJN_D (Kerala),16,2,20.0,0.0,0.125,0.02589331952356292,0.0,1000.0,0.0,0.0004081904402591,1.0,1.0,1.54093567251462,0.0006289952105747,0.0,False
0,IND695012AAA,Trivandrum_Mnanthla_H (Kerala),14,2,6.0,2.0,0.14285714285714285,0.02589331952356292,0.0,1000.0,0.0,0.0035976240938568,4.0,2.0,2.1001869065893453,0.0075556830167485,0.0,False
0,IND712406AAA,Khanakul_Ramnagar_D (West Bengal),4,2,6.0,1.0,0.5,0.02589331952356292,1.0,1000.0,500.0,0.0012015858396754,1.0,1.0,1.9392091648189207,0.0023301262726153,0.0,False
0,IND721133AAA,Keshiary_MdnprDPP_D (West Bengal),2,2,2.0,0.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0008080585511537,1.0,1.0,1.9392091648189207,0.0015669945481077,0.0,False
0,IND721134AAB,Kolaghat_Central_DPP_2 (West Bengal),17,2,17.0,0.0,0.11764705882352941,0.02589331952356292,0.0,1000.0,0.0,7.5297265678872226e-06,1.0,2.0,0.8108108108108109,6.105183703692343e-06,0.3333333333333333,False
0,IND721139AAC,Panskura_Central_D_3 (West Bengal),3,2,20.0,2.0,0.6666666666666666,0.02589331952356292,1.0,1000.0,500.0,5.1519181780281e-06,2.0,2.0,1.8727564102564105,9.648287793018649e-06,0.3333333333333333,False
0,IND721212AAA,Ghatal_KrshDPP_D (West Bengal),10,2,0.0,0.0,0.2,0.02589331952356292,0.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND721434AAB,Manglamaro_Bypassrd_D (West Bengal),2,2,2.0,2.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0007985473175943,1.0,1.0,1.9392091648189207,0.0015485502768205,0.0,False
0,IND731301AAA,Nanoor_Central_DPP_1 (West Bengal),19,2,16.0,10.0,0.10526315789473684,0.02589331952356292,0.0,1000.0,0.0,0.0011829596739549,2.0,1.0,2.183890296695175,0.0025834541533318,0.3333333333333333,False
0,IND732103AAA,Malda_krshnPly_DC (West Bengal),2,2,2.0,2.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0016208727190873,2.0,1.0,1.9392091648189207,0.003143211231859,0.3333333333333333,False
0,IND732138AAA,Bamangola_Central_D_1 (West Bengal),7,2,2.0,2.0,0.2857142857142857,0.02589331952356292,0.0,1000.0,0.0,0.0012166452928112,1.0,3.0,1.9392091648189207,0.0023593297021533,0.3333333333333333,False
0,IND742137AAA,Kandi_DohalDPP_D (West Bengal),6,2,3.0,0.0,0.3333333333333333,0.02589331952356292,0.0,1000.0,0.0,0.001585998196036,1.0,1.0,2.1538461538461537,0.0034159961145391,0.0,False
0,IND742226AAA,Sagardighi_UtBzrDPP_D (West Bengal),19,2,17.0,1.0,0.10526315789473684,0.02589331952356292,0.0,1000.0,0.0,0.0015820351820529,1.0,2.0,1.5795454545454546,0.0024988964807427,0.0,False
0,IND743235AAA,Bongaon_SukntDPP_D (West Bengal),6,2,5.0,3.0,0.3333333333333333,0.02589331952356292,0.0,1000.0,0.0,0.000404227426276,1.0,1.0,1.9392091648189207,0.0007838815297056,1.0,False
0,IND743513AAA,Fatepur_NH117_D (West Bengal),12,2,4.0,4.0,0.16666666666666666,0.02589331952356292,0.0,1000.0,0.0,0.000404227426276,1.0,1.0,2.1538461538461537,0.0008706436873638,1.0,False
0,IND751014AAA,Bhubaneswar_BjbNgr_DC (Orissa),4,2,0.0,0.0,0.5,0.02589331952356292,1.0,1000.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND757025AAA,Betnoti_MhliaDPP_D (Orissa),6,2,8.0,4.0,0.3333333333333333,0.02589331952356292,0.0,1000.0,0.0,0.0,1.0,1.0,1.9392091648189207,0.0,1.0,False
0,IND760003AAB,Berhampur_Khajuria_I (Orissa),2,2,12.0,3.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0008088511539504,1.0,2.0,2.000082927908005,0.0016177693842349,0.3333333333333333,False
0,IND764071AAB,Pappadahandi_Central_DPP_2 (Orissa),4,2,3.0,0.0,0.5,0.02589331952356292,1.0,1000.0,500.0,0.0015863944974343,1.0,2.0,2.1538461538461537,0.0034168496867816,0.0,False
0,IND768216AAA,Brajrajnagar_LamtiDPP_D (Orissa),5,2,0.0,0.0,0.4,0.02589331952356292,1.0,1000.0,500.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND781022AAA,Guwahati_Sixmile (Assam),12,2,9.0,0.0,0.16666666666666666,0.02589331952356292,0.0,1000.0,0.0,0.0,1.0,1.0,1.135135135135135,0.0,0.0,False
0,IND781354AAA,Rangia_HosptlRd_D (Assam),2,2,8.0,0.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0032211377654624,1.0,1.0,1.7037037037037035,0.0054878643411583,0.0,False
0,IND783301AAA,Dhubri_Tetultol_D (Assam),11,2,10.0,7.0,0.18181818181818182,0.02589331952356292,0.0,1000.0,0.0,0.0035690903931785,2.0,1.0,2.297729582409461,0.0082008045786997,0.0,False
0,IND784110AAA,Dhekiajuli_Wardno5_D (Assam),3,2,3.0,2.0,0.6666666666666666,0.02589331952356292,1.0,1000.0,500.0,0.0003947161927166,1.0,2.0,1.9392091648189207,0.0007654372584184,0.6666666666666666,False
0,IND784125AAA,Mangaldoi_LNBRoad_D (Assam),3,2,4.0,0.0,0.6666666666666666,0.02589331952356292,1.0,1000.0,500.0,0.000404227426276,1.0,1.0,1.9392091648189207,0.0007838815297056,1.0,False
0,IND784176AAA,Bishwanath_ChrliDPP_D (Assam),4,2,6.0,3.0,0.5,0.02589331952356292,1.0,1000.0,500.0,0.0039408211047931,1.0,1.0,2.5272938443670148,0.0099596129198954,1.0,False
0,IND786171AAA,Digboi_JyotiNgr_D (Assam),11,2,13.0,11.0,0.18181818181818182,0.02589331952356292,0.0,1000.0,0.0,0.0012103044704382,1.0,1.0,3.169642857142857,0.0038362329196928,1.0,False
0,IND793001AAA,Shillong (Meghalaya),3,2,10.0,0.0,0.6666666666666666,0.02589331952356292,1.0,1000.0,500.0,0.000404227426276,1.0,2.0,2.0251020408163267,0.0008186017859055,1.0,False
0,IND802119AAA,Dumraon_Nishangr_D (Bihar),16,2,14.0,13.0,0.125,0.02589331952356292,0.0,1000.0,0.0,0.0,1.0,1.0,2.5384615384615383,0.0,1.0,False
0,IND811105AAA,Sheikhpura_Bgwtichk_D (Bihar),2,2,3.0,1.0,1.0,0.02589331952356292,1.0,1000.0,500.0,3.963013983098538e-07,1.0,1.0,1.9392091648189207,7.685113036330222e-07,0.0,False
0,IND811201AAB,Munger_Kaura_D (Bihar),4,2,2.0,1.0,0.5,0.02589331952356292,1.0,1000.0,500.0,,,,,,,False
0,IND815301AAA,Giridih_Shivalya_D (Jharkhand),8,2,5.0,1.0,0.25,0.02589331952356292,0.0,1000.0,0.0,0.0002351388296638,1.0,3.0,1.9392091648189207,0.0004559833734889,0.8333333333333334,False
0,IND843109AAB,Kanti_Central_DPP_2 (Bihar),12,2,17.0,13.0,0.16666666666666666,0.02589331952356292,0.0,1000.0,0.0,0.0,2.0,2.0,2.876923076923077,0.0,1.0,False
0,IND852118AAA,Forbesganj_JhumanCk_D (Bihar),2,2,1.0,0.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0,1.0,2.0,1.9392091648189207,0.0,1.0,False
0,IND853204AAA,Naugchia_Vijayght_D (Bihar),11,2,7.0,7.0,0.18181818181818182,0.02589331952356292,0.0,1000.0,0.0,3.963013983098538e-07,2.0,1.0,2.479808664042113,9.8275164110078e-07,0.3333333333333333,False
0,IND854105AAA,Katihar_Shyndco_D (Bihar),2,2,2.0,2.0,1.0,0.02589331952356292,1.0,1000.0,500.0,0.0002025100145363,1.0,1.0,1.9392091648189207,0.0003927092761564,0.0,False
0,IND000000ABA,Cochin_Chtrpuza_D (Kerala),6,1,16.0,0.0,0.16666666666666666,0.01294665976178146,0.0,500.0,0.0,0.000404227426276,1.0,1.0,1.1668520578420467,0.0004716736041864,1.0,False
0,IND000000ABD,Pallakad_ChndrNgr_D (Kerala),12,1,13.0,0.0,0.08333333333333333,0.01294665976178146,0.0,500.0,0.0,0.0003947161927166,1.0,1.0,1.2121212121212122,0.0004784438699595,0.0,False
0,IND000000ADM,Cochin_Kdvantra_D (Kerala),1,1,13.0,1.0,1.0,0.01294665976178146,1.0,500.0,500.0,0.0,1.0,0.0,1.6107692307692307,0.0,0.0,False
0,IND000000ADV,Chennai_Mdhavram_C (Tamil Nadu),18,1,0.0,0.0,0.05555555555555555,0.01294665976178146,0.0,500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0,IND110052AAA,Delhi_Wazirpur_L (Delhi),10,1,2.0,0.0,0.1,0.01294665976178146,0.0,500.0,0.0,0.0,1.0,1.0,2.1538461538461537,0.0,0.0,False
0,IND110083AAA,Delhi_Mangol_DC (Delhi),1,1,3.0,3.0,1.0,0.01294665976178146,1.0,500.0,500.0,0.0,1.0,1.0,2.1538461538461537,0.0,0.0,False
0,IND110093AAA,Delhi_Shahdara (Delhi),1,1,1.0,1.0,1.0,0.01294665976178146,1.0,500.0,500.0,0.0,1.0,1.0,2.1538461538461537,0.0,0.0,False
