source_center,destination_center,route_type,overall_median_factor,total_trips,median_osrm_dist,median_osrm_time,pct_delayed
IND282002AAD,IND110037AAM,FTL,1.6440677966101696,1,231.4202,177.0,1.0
IND282002AAD,IND204101AAA,FTL,2.0125,4,48.160650000000004,40.5,1.0
IND282002AAD,IND205001AAB,FTL,2.0397727272727275,8,110.16995,88.0,0.75
IND282002AAD,IND281004AAA,FTL,1.3985753052917231,8,80.9576,66.0,1.0
IND282002AAD,IND474003AAA,FTL,1.537190082644628,9,121.6169,123.0,1.0
IND283122AAB,IND282005AAA,Carting,16.708333333333332,3,27.7435,22.0,1.0
IND283122AAB,IND328001AAA,FTL,1.15625,7,72.5083,62.0,0.2857142857142857
IND283203AAA,IND110037AAM,Carting,2.2142857142857144,1,257.054,196.0,1.0
IND283203AAA,IND110037AAM,FTL,2.1964285714285716,12,257.71659999999997,195.5,1.0
IND283203AAA,IND282002AAD,FTL,2.1142857142857143,1,46.7377,35.0,1.0
IND284001AAA,IND284403AAA,FTL,1.8181818181818183,6,102.3657,76.5,1.0
IND284403AAA,IND472001AAA,FTL,1.8555429864253394,2,62.2721,66.5,1.0
IND284403AAA,IND474003AAA,FTL,2.5048076923076925,1,223.2655,208.0,1.0
IND285001AAD,IND285205AAB,FTL,1.4242424242424243,21,29.4027,32.0,0.9047619047619048
IND285205AAB,IND210431AAA,FTL,2.1875,5,82.24430000000001,80.0,1.0
IND301001AAB,IND302014AAA,FTL,2.6730769230769234,2,145.25765,114.5,1.0
IND301001AAB,IND321001AAB,FTL,1.7384615384615385,13,74.101,65.0,1.0
IND301001AAB,IND321606AAA,FTL,2.246376811594203,3,77.25160000000001,69.0,1.0
IND301019AAA,IND123001AAA,FTL,2.4550671550671552,2,77.6375,64.0,1.0
IND301019AAA,IND301705AAA,FTL,3.276595744680851,6,55.1292,47.5,1.0
IND301705AAA,IND123001AAA,FTL,2.7586206896551726,1,41.584,29.0,1.0
IND302004AAA,IND302014AAB,Carting,2.758928571428571,8,17.668100000000003,15.0,1.0
IND302004AAA,IND302033AAB,Carting,2.9,1,12.4162,10.0,1.0
IND302006AAA,IND302014AAB,Carting,3.733333333333333,13,13.7652,12.0,1.0
IND302006AAC,IND302014AAB,Carting,3.5,1,18.8164,18.0,1.0
IND302014AAA,IND000000ACB,FTL,1.9268292682926829,23,221.4515,164.0,1.0
IND302014AAA,IND110037AAM,FTL,1.737104564114948,14,264.93674999999996,202.0,1.0
IND302014AAA,IND301001AAB,FTL,1.913793103448276,21,144.5915,116.0,1.0
IND302014AAA,IND303702AAB,FTL,2.210526315789474,9,51.705,38.0,1.0
IND302014AAA,IND305001AAC,FTL,2.514150943396227,14,144.8116,107.0,1.0
IND302014AAA,IND306401AAB,FTL,2.307726581178005,2,302.1241,214.5,1.0
IND302014AAA,IND313001AAB,FTL,1.9059233449477353,12,404.9376,287.0,1.0
IND302014AAA,IND332404AAA,FTL,2.413793103448276,1,81.1182,58.0,1.0
IND302014AAB,IND302004AAA,Carting,2.4375,25,18.7968,16.0,0.96
IND302014AAB,IND302006AAA,Carting,1.9354166666666666,16,16.0949,16.0,1.0
IND302014AAB,IND302006AAC,Carting,2.333333333333333,22,19.79025,19.0,1.0
IND302014AAB,IND302020AAA,Carting,2.0416666666666665,18,13.3612,12.0,1.0
IND302014AAB,IND302023AAA,Carting,2.736842105263158,19,25.4572,23.0,1.0
IND302014AAB,IND302026AAA,Carting,4.705882352941177,19,19.2342,18.0,1.0
IND302014AAB,IND303008AAB,Carting,1.9230769230769231,5,73.9501,54.0,1.0
IND302014AAB,IND303301AAB,Carting,1.3125,10,39.501900000000006,32.0,0.5
IND302014AAB,IND303303AAA,Carting,3.0,3,71.5093,53.0,1.0
IND302014AAB,IND303603AAB,Carting,1.6944444444444444,1,87.6403,72.0,1.0
IND302014AAB,IND303901AAA,Carting,3.1176470588235294,10,23.92825,19.5,1.0
IND302014AAB,IND304001AAA,Carting,2.4833333333333334,1,84.7665,60.0,1.0
IND302020AAA,IND302014AAB,Carting,5.75,19,12.4656,11.0,1.0
IND302022AAD,IND000000ACB,Carting,1.9090909090909087,7,222.3819,165.0,1.0
IND302026AAA,IND302014AAB,Carting,11.5,3,22.1193,17.0,1.0
IND303002AAA,IND302014AAA,FTL,1.8571428571428572,10,47.8927,35.0,1.0
IND303008AAB,IND303338AAB,Carting,1.5333333333333334,5,32.7092,30.0,0.8
IND303106AAA,IND302014AAA,FTL,2.287280701754386,2,78.13045,58.5,1.0
IND303106AAA,IND303002AAA,FTL,1.75,5,27.280900000000003,21.0,1.0
IND303108AAB,IND303106AAA,FTL,1.5483870967741935,9,43.8546,31.0,1.0
IND303301AAB,IND303303AAA,Carting,1.525,12,30.59585,22.5,1.0
IND303303AAA,IND322230AAA,Carting,1.344155844155844,16,96.97059999999999,77.0,0.8125
IND303338AAB,IND303603AAB,Carting,0.9385964912280702,6,61.8488,57.0,0.3333333333333333
IND303503AAA,IND302014AAB,Carting,1.7272727272727273,11,80.15910000000001,58.0,1.0
IND303603AAB,IND302014AAB,Carting,2.510459089226212,6,87.6323,73.5,1.0
IND303603AAB,IND303338AAB,Carting,0.8771929824561403,1,61.3575,57.0,0.0
IND303702AAB,IND332001AAB,FTL,1.6085509472606248,4,84.54065,62.0,1.0
IND303702AAB,IND332404AAA,FTL,1.5708333333333333,8,33.344350000000006,24.5,1.0
IND303901AAA,IND304001AAA,Carting,1.9047619047619049,3,56.5109,42.0,1.0
IND304001AAA,IND322001AAC,Carting,1.4827586206896552,1,82.14869999999999,58.0,1.0
IND305001AAC,IND305802AAA,FTL,2.142857142857143,11,29.3254,25.0,1.0
IND305001AAC,IND305901AAA,FTL,2.0232558139534884,17,55.7788,44.0,1.0
IND305001AAC,IND306401AAB,FTL,2.0080645161290325,15,166.6069,123.0,1.0
IND305001AAC,IND342602AAC,FTL,1.9114583333333333,2,129.9931,96.0,1.0
IND305404AAA,IND305001AAC,FTL,2.340909090909091,1,97.3513,88.0,1.0
IND305404AAA,IND305601AAC,FTL,1.4464285714285714,13,59.029900000000005,55.0,0.9230769230769231
IND305601AAC,IND305001AAC,FTL,1.957516339869281,18,38.659549999999996,34.0,1.0
IND305624AAA,IND305404AAA,FTL,1.826361151986546,8,81.0336,70.0,1.0
IND305802AAA,IND341512AAA,FTL,2.0165912518853695,6,38.39445,35.0,1.0
IND305901AAA,IND305624AAA,FTL,8.933333333333334,1,49.6392,45.0,1.0
IND305901AAA,IND342602AAC,FTL,1.8686502177068216,6,75.72975,54.0,1.0
IND306116AAA,IND306001AAA,FTL,1.9390243902439024,3,104.691,82.0,1.0
IND306304AAB,IND311302AAA,FTL,1.9130434782608696,1,65.1454,46.0,1.0
IND306401AAB,IND302014AAA,FTL,1.9587155963302751,17,301.4806,214.0,1.0
IND306401AAB,IND305001AAC,Carting,2.9311565696302124,20,166.7295,123.0,1.0
IND306401AAB,IND342005AAD,FTL,1.6865793780687397,18,69.3067,54.0,1.0
IND306401AAB,IND343001AAA,FTL,2.034482758620689,5,118.6815,86.0,1.0
IND306902AAA,IND306116AAA,FTL,1.5185185185185186,1,30.8816,27.0,1.0
IND307001AAA,IND306902AAA,FTL,1.557692307692308,2,34.929550000000006,26.0,1.0
IND311001AAA,IND313324AAA,FTL,1.8461538461538465,5,89.73939999999999,65.0,1.0
IND311301AAA,IND305624AAA,FTL,4.365546218487395,6,46.2675,33.5,1.0
IND311302AAA,IND305624AAA,FTL,7.090909090909091,3,46.4767,33.0,1.0
IND312001AAA,IND311001AAA,FTL,1.565217391304348,13,59.4752,46.0,1.0
IND312001AAA,IND312601AAA,FTL,1.358416130917592,6,50.39765,58.5,0.6666666666666666
IND312403AAA,IND312001AAA,FTL,1.608695652173913,9,83.14089999999999,68.0,1.0
IND312601AAA,IND458664AAA,FTL,1.1615853658536586,6,37.0188,41.0,0.5
IND312605AAB,IND313001AAB,FTL,2.3823529411764706,7,173.2019,137.0,1.0
IND312605AAB,IND458001AAB,FTL,1.7878787878787876,12,33.56765,32.0,1.0
IND313001AAB,IND306401AAB,FTL,2.0492957746478875,17,189.1274,141.0,1.0
IND313001AAB,IND311001AAA,FTL,2.645454545454545,1,152.546,110.0,1.0
IND313001AAB,IND312001AAA,FTL,2.075949367088608,13,108.4147,79.0,1.0
IND313001AAB,IND327001AAB,FTL,2.741721854304636,8,212.60215,151.0,1.0
IND313001AAB,IND382430AAB,FTL,2.1315825923155765,14,268.87104999999997,190.0,1.0
IND313324AAA,IND313001AAB,FTL,1.798758865248227,14,65.0061,48.0,1.0
IND321001AAA,IND301001AAB,FTL,6.206185567010309,3,103.8328,97.0,1.0
IND321001AAA,IND321401AAB,FTL,1.2360150848522942,10,41.85375,39.0,0.6
IND321001AAB,IND321001AAA,FTL,1.3003337041156842,6,32.7987,31.0,0.8333333333333334
IND321001AAB,IND321401AAB,FTL,1.847902097902098,2,71.06865,65.5,1.0
IND321022AAA,IND121004AAB,Carting,3.2439024390243905,9,106.9351,83.0,1.0
IND321408AAB,IND301001AAB,FTL,5.758241758241758,1,114.2395,91.0,1.0
IND321408AAB,IND321606AAA,FTL,2.015625,4,37.7524,32.0,1.0
IND321606AAA,IND301001AAB,FTL,7.297101449275362,6,77.83895000000001,69.0,1.0
IND321606AAA,IND321001AAA,FTL,1.5918367346938775,3,54.4728,49.0,1.0
IND322001AAC,IND302014AAB,Carting,1.817391304347826,3,160.9375,115.0,1.0
IND322201AAA,IND302014AAB,Carting,2.196048043394033,2,123.02584999999999,88.0,1.0
IND322201AAA,IND303503AAA,Carting,1.6942528735632183,12,42.432249999999996,30.0,1.0
IND322230AAA,IND322241AAA,Carting,1.6071428571428572,14,32.2526,28.0,1.0
IND322241AAA,IND322201AAA,Carting,2.347826086956522,15,32.3053,23.0,1.0
IND327001AAB,IND312605AAB,FTL,1.4112903225806452,4,88.51335,62.0,1.0
IND328001AAA,IND000000ACB,FTL,1.5404040404040404,1,257.5175,198.0,1.0
IND328001AAA,IND282002AAD,FTL,2.696969696969697,7,61.4633,63.0,1.0
IND328001AAA,IND474003AAA,FTL,1.5819696084161308,6,60.5127,58.5,1.0
IND331022A1B,IND331001A1C,FTL,2.6122448979591835,1,60.9205,49.0,1.0
IND331023AAA,IND331304AAA,FTL,1.1612903225806452,3,35.1418,31.0,0.3333333333333333
IND331304AAA,IND332001AAB,FTL,4.10402097902098,4,131.8667,106.5,1.0
IND331507AAA,IND302014AAA,FTL,2.4011976047904198,3,215.9508,166.0,1.0
IND331701AAA,IND125001AAA,FTL,5.484375,2,69.5001,64.0,1.0
IND332001AAB,IND333001AAA,FTL,1.271186440677966,3,64.1646,59.0,0.6666666666666666
IND332001AAB,IND333028AAA,FTL,1.4531046717918392,2,91.60605000000001,92.0,1.0
IND332001AAB,IND333031AAA,FTL,2.267508865248227,2,109.61735,95.0,1.0
IND332001AAB,IND333042AAA,FTL,1.5889689578713968,14,32.929950000000005,33.0,0.8571428571428571
IND332001AAB,IND334001AAB,FTL,1.62012987012987,10,213.51,153.5,1.0
IND332001AAB,IND334001AAC,FTL,1.588235294117647,3,213.6351,154.0,1.0
IND332404AAA,IND332001AAB,FTL,1.418918918918919,12,50.62095,37.0,1.0
IND332713AAA,IND332709AAA,FTL,2.917067307692308,6,34.84695000000001,34.5,1.0
IND332713AAA,IND332715AAB,FTL,2.061224489795918,1,50.2197,49.0,1.0
IND333001AAA,IND333028AAA,FTL,1.3783783783783785,3,33.366800000000005,40.0,0.6666666666666666
IND333028AAA,IND333502AAA,FTL,1.148936170212766,1,40.769400000000005,47.0,0.0
IND333028AAA,IND333504AAA,FTL,2.388888888888889,1,37.0051,36.0,1.0
IND333031AAA,IND331023AAA,FTL,2.8,5,39.9622,29.0,1.0
IND333042AAA,IND333031AAA,FTL,1.605263157894737,13,82.6429,73.0,1.0
IND333504AAA,IND332713AAA,FTL,1.75422138836773,2,44.45085,40.0,1.0
IND334001AAB,IND334803AAA,FTL,1.8986105080330007,2,64.6074,48.0,1.0
IND334001AAC,IND334803AAA,FTL,1.7111111111111112,4,60.71335,45.0,1.0
IND334001AAC,IND341001AAC,FTL,1.625,2,115.3777,84.0,1.0
IND334803AAA,IND341001AAC,FTL,1.975,3,53.403400000000005,37.0,1.0
IND335001AAA,IND125104AAA,FTL,1.824264705882353,10,109.451,80.0,1.0
IND335051AAA,IND335513AAA,Carting,1.9666224354394202,10,110.3004,99.5,0.9
IND335501AAA,IND331701AAA,FTL,1.7142857142857142,1,23.5577,21.0,1.0
IND335513AAA,IND335001AAA,FTL,1.790516206482593,6,62.9906,50.0,1.0
IND335513AAA,IND335803AAA,Carting,1.3103448275862069,9,31.757,29.0,1.0
IND335513AAA,IND335804AAD,Carting,1.5,1,56.9831,54.0,1.0
IND335523AAB,IND125001AAA,FTL,3.7542372881355934,1,126.4042,118.0,1.0
IND335524AAA,IND335523AAB,FTL,1.148936170212766,1,41.4874,47.0,0.0
IND335701AAA,IND335051AAA,Carting,1.0638297872340423,7,50.941300000000005,47.0,0.2857142857142857
IND335703AAA,IND335701AAA,Carting,1.15625,9,34.0433,31.0,0.4444444444444444
IND335803AAA,IND335804AAD,Carting,1.1428571428571428,7,24.072,22.0,0.42857142857142855
IND335804AAD,IND335701AAA,Carting,1.1851398244539704,2,76.45384999999999,70.0,0.5
IND335804AAD,IND335703AAA,Carting,1.0789473684210529,9,41.1907,38.0,0.3333333333333333
IND341001AAC,IND341030AAA,FTL,1.8787248787248787,2,41.841,38.0,1.0
IND341001AAC,IND341303AAA,FTL,1.5595238095238095,7,97.9392,84.0,1.0
IND341030AAA,IND341303AAA,FTL,1.4666666666666666,3,55.5569,45.0,1.0
IND341303AAA,IND341306AAA,FTL,1.6733333333333333,14,34.11815,24.0,1.0
IND341306AAA,IND302014AAA,FTL,2.3205882352941174,4,216.50555000000003,170.5,1.0
IND341503AAB,IND341510AAB,FTL,2.060606060606061,12,47.21805,33.0,1.0
IND341505AAA,IND341503AAB,FTL,1.897058823529412,12,80.50874999999999,68.0,1.0
IND341505AAA,IND341510AAB,FTL,2.087378640776699,1,128.96460000000002,103.0,1.0
IND341510AAB,IND305001AAC,FTL,2.372727272727273,14,73.67715,55.0,1.0
IND341512AAA,IND341505AAA,FTL,1.75,5,24.384,23.0,1.0
IND342005AAD,IND342601AAA,FTL,2.142857142857143,9,60.626,49.0,1.0
IND342005AAD,IND342902A1B,FTL,1.680851063829787,1,103.1401,94.0,1.0
IND342005AAD,IND342902AAA,FTL,2.202127659574468,5,102.7041,94.0,1.0
IND342005AAD,IND344022AAB,FTL,1.773333333333333,4,103.79714999999999,75.0,1.0
IND342301AAA,IND342005AAD,FTL,5.859375,14,163.3495,127.0,1.0
IND342601AAA,IND342902A1B,FTL,1.9504283965728275,6,38.84875,40.5,1.0
IND342601AAA,IND342902AAA,FTL,1.9142857142857144,3,39.0015,41.0,1.0
IND342602AAC,IND306304AAB,FTL,2.1627906976744184,1,59.707800000000006,43.0,1.0
IND342602AAC,IND311302AAA,FTL,2.026315789473684,3,107.4594,76.0,1.0
IND342902A1B,IND302014AAA,FTL,2.342391304347826,9,243.8358,185.0,1.0
IND342902AAA,IND302014AAA,FTL,2.3870967741935485,5,244.4337,186.0,1.0
IND343001AAA,IND343029AAB,FTL,1.3153846153846154,2,70.80345,65.0,0.5
IND343029AAB,IND307001AAA,FTL,1.4,2,77.09475,70.0,1.0
IND344001AAA,IND342301AAA,FTL,1.719387755102041,4,235.75594999999998,196.0,1.0
IND344001AAA,IND345001AAA,FTL,0.7725949468511297,6,155.6477,194.5,0.0
IND344001AAA,IND345021AAA,FTL,1.75,3,173.17370000000005,151.0,1.0
IND344022AAB,IND342301AAA,FTL,3.380952380952381,1,168.47979999999998,147.0,1.0
IND344022AAB,IND344001AAA,FTL,1.4492753623188406,9,96.2314,68.0,0.7777777777777778
IND345001AAA,IND342301AAA,FTL,1.75,1,168.0361,120.0,1.0
IND345001AAA,IND345021AAA,FTL,1.3376623376623376,4,109.54884999999999,77.0,1.0
IND345021AAA,IND342301AAA,FTL,1.4492424242424242,10,62.6703,45.0,0.8
IND360003AAA,IND360311AAA,Carting,2.102307692307692,2,37.8864,25.5,1.0
IND360311AAA,IND360050AAA,Carting,1.3777777777777778,1,46.9022,45.0,1.0
IND360370AAA,IND360410AAA,FTL,2.4615384615384617,1,16.2596,13.0,1.0
IND360410AAA,IND360490AAA,FTL,2.824175824175825,2,17.15215,13.5,1.0
IND360490AAA,IND362001AAA,FTL,2.309220985691574,10,43.13885,36.0,1.0
IND360510AAB,IND360530AAB,Carting,1.4230769230769231,13,28.1623,25.0,0.9230769230769231
IND360530AAB,IND362001AAA,Carting,2.0,15,79.48219999999999,69.0,1.0
IND360575AAA,IND360510AAB,Carting,1.7375,10,45.6103,40.5,1.0
IND361001AAA,IND361305AAC,FTL,1.733653846153846,16,54.59615,40.0,1.0
IND361305AAC,IND361315AAA,FTL,1.7029411764705882,10,43.5599,31.0,1.0
IND361305AAC,IND361335AAA,FTL,1.5932203389830508,1,83.76989999999999,59.0,1.0
IND361315AAA,IND361335AAA,FTL,1.5555555555555556,11,40.5179,28.0,1.0
IND361335AAA,IND360002AAB,FTL,1.3368983957219251,1,243.7123,187.0,1.0
IND362001AAA,IND360370AAA,FTL,2.0652173913043477,10,32.8823,23.0,1.0
IND362001AAA,IND360575AAA,Carting,1.4819277108433735,11,103.7216,84.0,1.0
IND362001AAA,IND362220AAA,Carting,2.1291666666666664,14,35.029399999999995,24.0,1.0
IND362001AAA,IND362265AAA,Carting,1.9223057644110275,2,79.90045,56.5,1.0
IND362150AAA,IND362001AAA,Carting,1.626865671641791,11,67.7088,67.0,1.0
IND362220AAA,IND362225AAA,Carting,1.9415384615384617,6,28.35335,25.0,1.0
IND362220AAA,IND362265AAA,Carting,1.578125,2,44.66295,32.0,1.0
IND362225AAA,IND362265AAA,Carting,1.7824074074074074,6,37.5465,27.0,1.0
IND362265AAA,IND362720AAA,Carting,2.4222222222222225,16,47.8387,35.0,1.0
IND362560AAA,IND362150AAA,Carting,1.7704918032786885,11,66.84360000000001,61.0,1.0
IND362720AAA,IND362560AAA,Carting,2.0,17,39.1055,28.0,1.0
IND363001AAA,IND363421AAB,FTL,1.1515151515151516,14,27.15195,33.0,0.2857142857142857
IND363310AAB,IND382430AAB,FTL,1.4097222222222223,9,128.014,143.0,1.0
IND363330AAB,IND363310AAB,FTL,1.6156156156156156,8,29.61915,37.0,0.875
IND363421AAB,IND364710AAA,FTL,1.8974358974358971,13,54.457800000000006,38.0,1.0
IND363520AAC,IND363001AAA,FTL,1.183673469387755,13,58.0516,49.0,0.3076923076923077
IND363621AAB,IND360002AAB,Carting,1.7352941176470589,2,39.1379,34.0,1.0
IND363641AAA,IND360002AAB,Carting,1.82089552238806,1,72.2687,67.0,1.0
IND363641AAA,IND363621AAB,Carting,1.478163992869875,6,33.9684,33.0,0.8333333333333334
IND364004AAB,IND365560AAA,FTL,1.947368421052632,7,109.5179,78.0,1.0
IND364270AAA,IND364001AAA,FTL,1.8967105263157895,2,48.5137,39.0,1.0
IND364290AAA,IND365560AAB,FTL,2.1724137931034484,1,39.544,29.0,1.0
IND365560AAA,IND365560AAB,FTL,1.7142857142857142,7,71.8793,59.0,1.0
IND365560AAB,IND364290AAA,FTL,2.4827586206896552,11,39.9877,29.0,1.0
IND370001AAA,IND370110AAA,FTL,5.838709677419355,4,40.4539,28.0,1.0
IND370001AAA,IND370201AAA,FTL,6.477272727272728,1,53.6104,44.0,1.0
IND370001AAA,IND370615AAB,FTL,1.7727272727272725,8,47.771699999999996,44.0,1.0
IND370110AAA,IND370001AAA,FTL,2.1483870967741936,14,43.24195,32.0,1.0
IND370110AAA,IND370615AAB,FTL,2.095890410958904,1,88.04469999999999,73.0,1.0
IND370201AAA,IND363310AAB,FTL,1.6900584795321638,1,167.2466,171.0,1.0
IND370201AAA,IND363330AAB,FTL,1.4142857142857141,8,137.74325,134.0,1.0
IND370615AAB,IND370001AAA,FTL,6.0625,3,50.003800000000005,46.0,1.0
IND380005AAA,IND382421AAA,Carting,3.127777777777778,6,10.66235,9.0,1.0
IND380005AAA,IND382430AAB,Carting,3.0,1,27.034,23.0,1.0
IND380005AAA,IND382721AAA,Carting,3.2,2,18.5494,19.0,1.0
IND380006AAA,IND382430AAB,Carting,2.090909090909091,18,14.2593,11.0,1.0
IND380006AAB,IND382430AAB,Carting,3.583333333333333,27,15.0139,12.0,1.0
IND380021AAA,IND382430AAB,Carting,3.1666666666666665,32,16.892349999999997,13.0,1.0
IND380054AAA,IND382430AAB,Carting,2.3639705882352944,24,20.25185,17.0,1.0
IND382421AAA,IND382430AAB,Carting,4.53125,15,36.7879,31.0,1.0
IND382421AAA,IND382721AAA,Carting,1.3137254901960784,14,15.994149999999998,16.0,0.5714285714285714
IND382430AAB,IND000000ACB,FTL,1.8523809523809525,17,876.2658,630.0,1.0
IND382430AAB,IND313001AAB,FTL,1.9821166928309786,14,273.405,195.0,1.0
IND382430AAB,IND364004AAB,FTL,1.633587786259542,11,157.4853,131.0,1.0
IND382430AAB,IND370201AAA,FTL,1.49375,12,312.83595,320.5,1.0
IND382430AAB,IND380005AAA,Carting,2.1185897435897436,36,26.6634,23.0,1.0
IND382430AAB,IND380015AAB,Carting,2.333333333333333,35,15.379,12.0,1.0
IND382430AAB,IND380054AAA,Carting,2.235294117647059,40,19.674999999999997,17.0,1.0
IND382430AAB,IND382345AAA,Carting,2.2113970588235294,34,20.07595,16.0,1.0
IND382430AAB,IND384205AAA,FTL,1.5297619047619047,20,95.1368,85.0,1.0
IND382430AAB,IND387620AAB,Carting,2.037735849056604,1,70.0601,53.0,1.0
IND382430AAB,IND388320AAA,FTL,1.25,9,80.1094,64.0,0.8888888888888888
IND382430AAB,IND389001AAA,FTL,1.6938775510204085,21,136.6409,98.0,1.0
IND382430AAB,IND395023AAA,FTL,1.8511157085857843,30,272.69685000000004,201.0,1.0
IND382715AAA,IND382430AAB,FTL,1.981818181818182,18,60.921899999999994,54.0,1.0
IND382721AAA,IND382430AAB,Carting,2.731707317073171,15,43.8054,41.0,1.0
IND383001AAA,IND383315AAC,FTL,1.2195121951219512,13,47.5114,41.0,0.5384615384615384
IND383255AAB,IND384205AAA,FTL,1.4579439252336448,9,102.6941,105.0,0.7777777777777778
IND383315AAC,IND383255AAB,FTL,1.1944834034595606,12,92.0065,92.0,0.5
IND383315AAC,IND384205AAA,FTL,1.3608247422680413,1,127.6222,97.0,1.0
IND384170AAA,IND384265AAB,FTL,1.4166666666666665,6,27.14725,24.0,1.0
IND384205AAA,IND382430AAB,FTL,1.869047619047619,1,92.5036,84.0,1.0
IND384205AAA,IND382715AAA,FTL,1.4935897435897436,18,42.3417,40.0,1.0
IND384205AAA,IND383001AAA,FTL,1.4745762711864407,11,81.1749,59.0,1.0
IND384205AAA,IND384170AAA,FTL,1.25,6,28.23955,28.0,0.6666666666666666
IND384205AAA,IND384355AAB,FTL,1.6764705882352942,13,36.6036,33.0,1.0
IND384205AAA,IND385001AAA,FTL,2.7419354838709675,1,66.1726,62.0,1.0
IND384265AAB,IND385320AAA,FTL,1.2933333333333332,11,81.5054,75.0,0.8181818181818182
IND384265AAB,IND385340AAB,FTL,3.0434782608695654,1,62.0344,46.0,1.0
IND384355AAB,IND384205AAA,FTL,2.290322580645161,1,33.387800000000006,31.0,1.0
IND384355AAB,IND385001AAA,FTL,1.5,12,70.45474999999999,65.0,1.0
IND385001AAA,IND385535AAA,FTL,2.05,5,27.004,19.0,1.0
IND385320AAA,IND385340AAB,FTL,0.972972972972973,8,29.815150000000003,37.0,0.0
IND385340AAB,IND384205AAA,FTL,1.4810457516339868,4,107.7119,89.0,0.75
IND385535AAA,IND384205AAA,FTL,1.95,17,92.1865,79.0,1.0
IND387001AAA,IND388220AAA,Carting,1.76,14,27.0742,24.5,1.0
IND387620AAB,IND389230AAB,Carting,2.1846153846153844,1,70.7195,65.0,1.0
IND388121AAA,IND388620AAB,Carting,1.558139534883721,11,54.1935,44.0,1.0
IND388220AAA,IND388320AAA,Carting,1.7446153846153845,14,27.088,25.0,1.0
IND388320AAA,IND387001AAA,Carting,1.6923076923076923,11,19.9784,15.0,1.0
IND388320AAA,IND388121AAA,Carting,4.25,1,10.2572,12.0,1.0
IND388320AAA,IND388220AAA,Carting,2.0,1,24.6267,22.0,1.0
IND388320AAA,IND390022AAA,FTL,2.091578947368421,6,38.718,31.0,1.0
IND388620AAB,IND388320AAA,Carting,1.8043478260869563,13,54.4807,46.0,1.0
IND389001AAA,IND389151AAA,FTL,1.7254901960784317,21,68.0501,50.0,1.0
IND389151AAA,IND457661AAA,FTL,2.8484848484848486,11,43.518800000000006,32.0,1.0
IND390020AAA,IND390018AAB,Carting,3.363636363636364,1,11.3636,11.0,1.0
IND390020AAA,IND390022AAA,Carting,5.4071428571428575,2,12.5421,12.0,1.0
IND390020AAA,IND391110AAD,Carting,1.8529411764705883,7,35.3396,34.0,1.0
IND390022AAA,IND382430AAB,FTL,1.5857142857142859,8,99.4065,70.0,1.0
IND390022AAA,IND388320AAA,Carting,2.039230769230769,18,36.06165,26.0,1.0
IND390022AAA,IND390020AAA,Carting,4.416666666666667,3,11.9891,12.0,1.0
IND390022AAA,IND395023AAA,FTL,1.775,21,167.0285,121.0,1.0
IND391110AAD,IND390020AAA,Carting,3.142857142857143,4,35.69425,33.5,1.0
IND391110AAD,IND390022AAA,Carting,3.882352941176471,1,34.9421,34.0,1.0
IND395001AAA,IND395023AAD,Carting,10.142857142857142,14,14.47755,14.0,1.0
IND395004AAB,IND395023AAD,Carting,6.764705882352941,4,17.34105,17.0,1.0
IND395006AAA,IND395023AAD,Carting,9.733333333333333,3,14.9404,15.0,1.0
IND395009AAA,IND395023AAD,Carting,9.583333333333332,16,17.523899999999998,17.0,1.0
IND395010AAB,IND395023AAA,Carting,1.4375,1,17.769299999999998,16.0,1.0
IND395023AAA,IND110037AAM,FTL,1.8358147896495103,18,1118.7184499999998,841.0,1.0
IND395023AAA,IND382430AAB,FTL,1.7967914438502677,21,260.0098,187.0,1.0
IND395023AAA,IND390022AAA,FTL,1.735854045478583,8,169.30975,122.5,1.0
IND395023AAA,IND394221AAA,Carting,1.9090909090909087,1,10.9696,11.0,1.0
IND395023AAA,IND396191AAC,FTL,2.0529824561403505,10,104.17615,76.0,1.0
IND395023AAA,IND411033AAA,FTL,2.689655172413793,11,394.827,291.0,1.0
IND395023AAA,IND421302AAG,FTL,2.45771144278607,3,266.27840000000003,200.0,1.0
IND395023AAA,IND562132AAA,FTL,1.94386499574679,20,1193.0835499999998,863.0,1.0
IND395023AAD,IND395001AAA,Carting,2.4358974358974357,8,13.718350000000001,13.0,1.0
IND395023AAD,IND395004AAB,Carting,2.4285714285714284,17,15.7924,15.0,1.0
IND395023AAD,IND395006AAA,Carting,1.9230769230769231,27,15.0746,13.0,1.0
IND395023AAD,IND395009AAA,Carting,2.877083333333333,4,15.74085,15.5,1.0
IND395023AAD,IND396445AAA,Carting,1.875,7,22.5559,17.0,1.0
IND396001AAA,IND395023AAD,Carting,2.4262295081967213,5,78.87710000000001,60.0,1.0
IND396105AAA,IND396191AAC,Carting,2.1587301587301586,2,14.5899,11.5,1.0
IND396191AAB,IND421302AAG,FTL,2.1443809523809523,2,163.3236,125.5,1.0
IND396191AAC,IND395023AAA,FTL,2.3421052631578947,1,104.9843,76.0,1.0
IND396191AAC,IND396105AAA,Carting,0.782608695652174,2,21.412999999999997,23.0,0.0
IND396191AAC,IND396210AAA,Carting,3.909090909090909,1,10.2921,11.0,1.0
IND396191AAC,IND396232AAA,Carting,2.6923076923076925,17,15.536,13.0,1.0
IND396191AAC,IND421302AAG,FTL,2.609936507936508,8,163.11380000000003,126.0,1.0
