source_center,destination_center,route_type,overall_median_factor,total_trips,median_osrm_dist,median_osrm_time,pct_delayed
IND486889AAA,IND231205AAA,FTL,2.1076923076923078,4,87.15825000000001,70.0,1.0
IND486889AAA,IND231216AAA,FTL,2.593406593406593,3,110.3874,91.0,1.0
IND487001AAA,IND487551AAA,FTL,1.3765032377428308,4,50.0591,46.0,0.75
IND487001AAB,IND487551AAA,FTL,1.627659574468085,4,51.79905,47.0,1.0
IND487551AAA,IND464668AAA,FTL,2.4285714285714284,7,75.0227,63.0,1.0
IND488001AAA,IND471001AAA,FTL,2.1686613475177303,4,67.27359999999999,47.0,1.0
IND491001AAA,IND494334AAB,FTL,1.439252336448598,1,135.07379999999998,107.0,1.0
IND493118AAC,IND495334AAB,Carting,1.6326530612244898,11,54.8625,50.0,1.0
IND493445AAB,IND490023AAA,FTL,14.40983606557377,1,86.438,61.0,1.0
IND494334AAB,IND493445AAB,FTL,1.7692307692307692,11,173.8199,131.0,1.0
IND495004AAA,IND495671AAA,FTL,2.558139534883721,1,61.5664,43.0,1.0
IND495334AAB,IND491995AAB,Carting,1.6043478260869566,12,64.10135,45.0,1.0
IND495677AAA,IND496001AAA,FTL,2.18018018018018,7,132.0614,111.0,1.0
IND500008AAC,IND500084AAB,Carting,2.736842105263158,1,12.0553,19.0,1.0
IND500008AAC,IND501359AAE,Carting,3.391304347826087,13,24.5092,22.0,1.0
IND500008AAD,IND501359AAE,Carting,3.216450216450217,6,25.73285,22.0,1.0
IND500008AAF,IND500039AAC,Carting,3.357142857142857,19,19.0913,15.0,1.0
IND500010AAA,IND500055AAA,Carting,1.8235294117647056,1,15.9111,17.0,1.0
IND500010AAA,IND501359AAE,Carting,2.4864864864864864,9,45.2804,37.0,1.0
IND500010AAA,IND501401AAC,Carting,3.8,1,20.0311,15.0,1.0
IND500010AAB,IND501359AAE,Carting,3.3783783783783785,39,44.7502,36.0,1.0
IND500018AAA,IND500080AAB,Carting,4.5125,2,14.4774,15.5,1.0
IND500032AAA,IND502295AAA,Carting,1.9795454545454543,4,26.69585,21.0,1.0
IND500035AAA,IND500039AAC,Carting,2.75,1,15.0909,12.0,1.0
IND500039AAB,IND501301AAC,Carting,2.325,2,13.078050000000001,9.0,1.0
IND500039AAC,IND500035AAA,Carting,4.230769230769231,1,16.3709,13.0,1.0
IND500039AAC,IND500035AAD,Carting,2.636363636363636,7,13.4239,13.0,1.0
IND500039AAC,IND501359AAE,Carting,4.037037037037037,15,34.745,27.0,1.0
IND500039AAC,IND508116AAA,FTL,2.321428571428572,13,36.8972,28.0,1.0
IND500039AAD,IND501359AAE,Carting,2.717013888888889,8,36.640299999999996,31.0,1.0
IND500050AAA,IND501218AAC,Carting,5.566666666666666,5,33.2229,30.0,1.0
IND500050AAA,IND501359AAE,Carting,2.419354838709677,21,36.0739,32.0,1.0
IND500055AAA,IND500010AAA,Carting,2.933333333333333,1,12.4969,15.0,1.0
IND500055AAA,IND501401AAC,Carting,2.0588235294117645,1,20.228900000000003,17.0,1.0
IND500055AAC,IND501401AAC,Carting,2.5384615384615383,17,15.4876,11.0,1.0
IND500080AAB,IND501359AAE,Carting,2.795454545454545,20,26.205350000000003,21.0,1.0
IND501101AAB,IND501359AAE,Carting,1.9285714285714288,1,72.1443,56.0,1.0
IND501101AAB,IND509216AAC,Carting,1.471698113207547,5,56.152,53.0,0.8
IND501141AAA,IND501101AAB,Carting,1.5365853658536586,5,38.9117,41.0,1.0
IND501301AAC,IND500039AAC,Carting,3.5314685314685317,2,14.8667,12.0,1.0
IND501359AAE,IND000000ACB,FTL,2.1486146095717884,1,1635.114,1191.0,1.0
IND501359AAE,IND411033AAA,FTL,2.042466068093521,20,596.1829,447.0,1.0
IND501359AAE,IND413002AAA,FTL,1.9477911646586343,11,327.37690000000003,250.0,1.0
IND501359AAE,IND462022AAA,FTL,2.0983676339946697,20,865.8919000000001,614.0,1.0
IND501359AAE,IND500008AAC,Carting,1.8571428571428568,19,26.9101,21.0,1.0
IND501359AAE,IND500010AAA,Carting,1.9358974358974357,12,47.48885,39.0,1.0
IND501359AAE,IND500010AAB,Carting,2.871794871794872,33,48.334,40.0,1.0
IND501359AAE,IND500039AAC,Carting,2.1545977011494255,10,36.2155,29.0,1.0
IND501359AAE,IND500039AAD,Carting,2.7270114942528734,6,36.22695,30.0,1.0
IND501359AAE,IND500050AAA,Carting,1.8060344827586206,18,34.1595,30.0,1.0
IND501359AAE,IND500080AAB,Carting,1.98,24,28.73085,23.5,1.0
IND501359AAE,IND501141AAA,Carting,1.6085106382978722,8,109.3512,94.0,1.0
IND501359AAE,IND503111AAC,FTL,1.7330607476635516,2,140.17345,105.5,1.0
IND501359AAE,IND505001AAB,FTL,1.3827486615948157,2,186.9071,168.5,1.0
IND501359AAE,IND506002AAA,FTL,1.7754898040783686,16,171.07580000000002,122.0,1.0
IND501359AAE,IND508252AAB,FTL,2.0434782608695654,7,66.4524,46.0,1.0
IND501359AAE,IND509001AAA,FTL,1.5357142857142858,17,76.3792,56.0,1.0
IND501359AAE,IND509358AAA,FTL,1.5555555555555556,17,36.8336,27.0,1.0
IND501359AAE,IND515004AAA,FTL,1.786008230452675,9,337.884,243.0,1.0
IND501359AAE,IND518002AAA,FTL,1.7789855072463767,16,194.0363,138.0,1.0
IND501359AAE,IND523002AAA,FTL,1.7158244481664555,12,363.46555,273.0,1.0
IND501359AAE,IND533106AAA,FTL,2.2142857142857144,12,421.56845,299.0,1.0
IND501359AAE,IND562132AAA,FTL,1.6863207547169812,5,542.2618,425.0,1.0
IND501359AAE,IND585104AAA,FTL,1.6686746987951808,21,210.4105,168.0,1.0
IND501359AAE,IND712311AAA,FTL,1.979167151030219,2,1471.3070500000001,1057.5,1.0
IND501359AAE,IND751002AAB,FTL,2.026566757493188,8,1037.9544,735.0,1.0
IND501359AAG,IND000000ACN,Carting,2.75,11,25.3848,19.0,1.0
IND501401AAC,IND500010AAA,Carting,8.904166666666667,14,14.09615,13.5,1.0
IND502110AAA,IND502313AAA,FTL,1.3714285714285714,19,39.7813,36.0,0.8947368421052632
IND502220AAC,IND501359AAE,FTL,1.320453190220632,22,147.02459999999996,128.0,0.8181818181818182
IND502286AAB,IND502220AAC,FTL,2.1002747252747254,22,57.435900000000004,49.0,1.0
IND502295AAA,IND500050AAA,Carting,2.0,2,29.533900000000003,25.0,1.0
IND502313AAA,IND503111AAC,FTL,1.6958525345622117,6,85.2439,62.0,1.0
IND503111AAC,IND501359AAE,FTL,2.233009708737864,13,137.8776,103.0,1.0
IND503111AAC,IND503185AAA,FTL,1.8166666666666669,20,79.4388,60.0,1.0
IND503111AAC,IND505001AAB,FTL,1.404494382022472,1,97.1468,89.0,1.0
IND503122AAA,IND502110AAA,FTL,1.5526315789473684,19,40.465900000000005,37.0,1.0
IND503185AAA,IND503187AAA,FTL,1.5,19,32.2086,28.0,1.0
IND503187AAA,IND503122AAA,FTL,1.5384615384615383,20,28.482799999999997,26.0,1.0
IND504201AAA,IND505001AAB,FTL,2.136986301369863,1,100.4252,73.0,1.0
IND504201AAA,IND505184AAC,FTL,1.1578947368421053,5,59.6035,75.0,0.4
IND504208AAB,IND504251AAA,FTL,1.7894736842105263,1,21.5952,19.0,1.0
IND504208AAB,IND505001AAB,FTL,2.022248243559719,6,85.642,61.5,1.0
IND504215AAA,IND505001AAB,FTL,1.9491525423728813,15,65.1652,59.0,1.0
IND504215AAA,IND505326AAB,FTL,2.706896551724138,1,64.6296,58.0,1.0
IND504251AAA,IND504293AAA,FTL,2.305263157894737,2,40.2221,36.5,1.0
IND504251AAA,IND504296AAA,FTL,1.186046511627907,3,39.631,43.0,0.3333333333333333
IND504293AAA,IND504208AAB,FTL,1.3621753246753245,2,60.62925,55.5,0.5
IND504293AAA,IND505001AAB,FTL,2.083333333333333,7,147.70729999999998,119.0,1.0
IND504296AAA,IND504208AAB,FTL,1.2459016393442623,1,59.8443,61.0,1.0
IND504296AAA,IND504293AAA,FTL,1.1,2,25.6401,30.0,0.0
IND504296AAA,IND505001AAB,FTL,1.6,1,145.8669,125.0,1.0
IND505001AAA,IND505302AAB,FTL,1.3823529411764706,9,34.6662,34.0,1.0
IND505001AAA,IND505327AAA,FTL,1.6046511627906976,1,46.6178,43.0,1.0
IND505001AAB,IND501359AAE,FTL,2.048192771084337,1,185.6649,166.0,1.0
IND505001AAB,IND503111AAC,FTL,1.388034188034188,2,98.4647,90.5,0.5
IND505001AAB,IND504208AAB,FTL,1.5076923076923077,11,84.43639999999999,61.0,1.0
IND505001AAB,IND504251AAA,FTL,2.216867469879518,1,109.7287,83.0,1.0
IND505001AAB,IND505172AAA,FTL,1.7083333333333333,1,34.1481,24.0,1.0
IND505001AAB,IND505184AAC,FTL,2.571428571428572,3,69.744,63.0,1.0
IND505001AAB,IND505209AAA,FTL,2.708333333333333,7,63.4972,46.0,1.0
IND505001AAB,IND505302AAB,FTL,1.712121212121212,4,34.788700000000006,33.5,0.75
IND505122AAA,IND506002AAA,FTL,3.2321428571428568,16,48.40615,40.0,1.0
IND505184AAC,IND505001AAB,FTL,2.083333333333333,9,68.68660000000001,62.0,1.0
IND505184AAC,IND505209AAA,FTL,0.8941375968992248,2,22.036949999999997,45.5,0.0
IND505209AAA,IND504201AAA,FTL,1.4137931034482758,5,38.546,29.0,1.0
IND505209AAA,IND505001AAB,FTL,1.9555555555555555,3,64.2987,46.0,1.0
IND505302AAB,IND505325AAA,FTL,1.1290322580645162,5,60.1525,62.0,0.2
IND505302AAB,IND505326AAB,FTL,1.2116161616161616,4,50.4236,54.5,0.5
IND505302AAB,IND505327AAA,FTL,2.0,1,38.234300000000005,42.0,1.0
IND505325AAA,IND505327AAA,FTL,1.434782608695652,3,31.7868,22.0,1.0
IND505326AAA,IND505425AAA,FTL,2.8285714285714287,1,49.0874,35.0,1.0
IND505326AAB,IND505001AAB,FTL,4.389830508474576,1,63.4686,59.0,1.0
IND505326AAB,IND505327AAA,FTL,2.0434782608695654,1,32.9725,23.0,1.0
IND505326AAB,IND505425AAA,FTL,1.8235294117647056,1,24.6623,17.0,1.0
IND505327AAA,IND505425AAA,FTL,2.25,7,28.297,20.0,1.0
IND505425AAA,IND504215AAA,FTL,3.4166666666666665,1,18.1203,12.0,1.0
IND505425AAA,IND505001AAB,FTL,1.8571428571428568,1,70.7628,63.0,1.0
IND505467AAA,IND505122AAA,FTL,1.7333333333333334,13,51.0574,46.0,1.0
IND505503AAA,IND506164AAA,FTL,2.282051282051282,1,55.3318,39.0,1.0
IND506001AAC,IND505122AAA,FTL,2.0588235294117645,2,41.804249999999996,34.0,1.0
IND506001AAC,IND505467AAA,FTL,1.588235294117647,13,41.8916,35.0,1.0
IND506002AAA,IND506132AAA,FTL,1.1265873015873016,20,34.435300000000005,36.0,0.35
IND506002AAA,IND506143AAA,FTL,2.0,17,29.544,21.0,1.0
IND506002AAA,IND506343AAA,FTL,1.5896825396825398,2,49.3209,35.5,1.0
IND506132AAA,IND122001AAJ,FTL,1.8235294117647056,19,48.4109,34.0,1.0
IND506143AAA,IND506167AAB,FTL,1.8235294117647056,9,26.0748,18.0,1.0
IND506167AAB,IND501359AAE,FTL,2.2183133322373827,16,109.03565,79.0,1.0
IND506169AAB,IND505503AAA,FTL,2.125,1,23.4994,16.0,1.0
IND506314AAA,IND506002AAA,FTL,3.5525,16,34.20485,24.0,1.0
IND506343AAA,IND506169AAB,FTL,1.347560975609756,2,49.64275000000001,41.5,0.5
IND507002AAA,IND507117AAB,FTL,1.4594594594594594,1,135.5658,111.0,1.0
IND507002AAA,IND507159AAA,FTL,1.9411764705882355,3,23.1748,17.0,1.0
IND507002AAA,IND507167AAA,FTL,2.727272727272727,9,30.7754,22.0,1.0
IND507002AAA,IND508001AAA,FTL,2.469879518072289,1,115.3405,83.0,1.0
IND507002AAA,IND508206AAA,FTL,2.1311827956989244,12,38.65689999999999,30.0,1.0
IND507002AAA,IND508207AAB,FTL,1.925373134328358,2,92.23044999999999,67.0,1.0
IND507002AAA,IND508213AAB,FTL,1.818181818181818,14,63.823949999999996,45.0,1.0
IND507111AAA,IND507117AAB,FTL,1.6875,19,36.3314,31.0,1.0
IND507111AAA,IND507303AAA,FTL,1.88,1,105.4585,75.0,1.0
IND507117AAB,IND507303AAA,FTL,1.9780855539971949,18,123.4079,93.0,1.0
IND507123AAA,IND506314AAA,FTL,1.424142031940197,12,130.59375,108.5,0.9166666666666666
IND507159AAA,IND507002AAA,FTL,3.6388888888888893,10,24.433500000000002,17.5,1.0
IND507159AAA,IND508206AAA,FTL,1.135135135135135,5,51.6448,38.0,0.2
IND507303AAA,IND507002AAA,FTL,2.4685185185185183,18,77.75925000000001,55.0,1.0
IND508001AAA,IND501359AAE,FTL,1.7543103448275863,14,116.5094,87.0,1.0
IND508116AAA,IND508223AAA,FTL,1.5254237288135593,1,83.4561,59.0,1.0
IND508116AAA,IND508277AAB,FTL,1.0674242424242424,14,43.6049,44.0,0.0
IND508206AAA,IND507002AAA,FTL,1.9464285714285714,2,36.44285000000001,28.0,1.0
IND508206AAA,IND507159AAA,FTL,1.3513513513513513,12,50.973,37.0,0.8333333333333334
IND508206AAA,IND508207AAB,FTL,2.0857142857142854,4,49.835,35.0,1.0
IND508207AAB,IND507002AAA,FTL,3.0,5,88.86810000000001,66.0,1.0
IND508207AAB,IND508206AAA,FTL,2.628571428571429,1,49.8549,35.0,1.0
IND508207AAB,IND521225AAB,FTL,2.1695652173913045,10,154.89954999999998,113.5,1.0
IND508213AAB,IND508001AAA,FTL,1.8441295546558707,14,51.31175,37.0,1.0
IND508223AAA,IND500039AAC,FTL,1.7899393000129145,14,122.58545000000001,89.0,1.0
IND508248AAB,IND508377AAB,FTL,1.7647058823529411,15,48.5311,34.0,1.0
IND508252AAB,IND508207AAB,FTL,1.3634293270643552,6,109.42665,82.0,1.0
IND508277AAB,IND508223AAA,FTL,1.3846153846153846,11,25.7175,25.0,1.0
IND508377AAB,IND501359AAE,FTL,1.8043478260869565,12,155.38175,115.0,1.0
IND509001AAA,IND509203AAA,FTL,1.542857142857143,19,38.028,34.0,1.0
IND509103AAB,IND509103AAC,FTL,1.9411764705882355,1,18.9512,17.0,1.0
IND509103AAB,IND518002AAA,FTL,2.2241379310344827,9,76.4494,58.0,1.0
IND509103AAC,IND518002AAA,FTL,2.016731855714907,6,77.458,59.0,1.0
IND509124AAA,IND509103AAB,FTL,1.8205128205128205,9,45.4648,39.0,1.0
IND509124AAA,IND509103AAC,FTL,1.6153846153846154,4,45.011449999999996,39.0,1.0
IND509124AAA,IND518002AAA,FTL,4.222222222222222,1,59.5891,45.0,1.0
IND509124AAA,IND584101AAA,FTL,1.5,2,51.77565,56.0,1.0
IND509203AAA,IND509301AAA,FTL,1.5,19,28.6229,26.0,1.0
IND509216AAC,IND501359AAE,Carting,1.5555555555555556,7,33.3485,25.0,1.0
IND509216AAC,IND501359AAE,FTL,2.88,5,31.4254,25.0,1.0
IND509301AAA,IND501359AAE,FTL,1.8583673469387754,14,66.7873,49.0,1.0
IND509301AAA,IND509216AAC,FTL,2.023148148148148,4,33.926100000000005,25.0,1.0
IND509324AAA,IND508248AAB,FTL,2.188655462184874,8,48.1832,34.0,1.0
IND509358AAA,IND508248AAB,FTL,2.2000907441016335,8,82.47475,58.0,1.0
IND509358AAA,IND509324AAA,FTL,1.7037037037037035,9,37.0456,27.0,1.0
IND515004AAA,IND501359AAE,FTL,1.7407407407407407,17,338.8175,243.0,1.0
IND515004AAA,IND515401AAB,FTL,1.763157894736842,17,53.4848,40.0,0.9411764705882353
IND515004AAA,IND515411AAA,FTL,2.419642857142857,2,57.568,41.0,1.0
IND515004AAA,IND515671AAA,FTL,1.875,13,35.7158,32.0,1.0
IND515004AAA,IND515801AAA,FTL,2.581818181818182,2,77.024,55.0,1.0
IND515004AAA,IND562132AAA,FTL,1.7251207729468598,8,205.1086,184.0,1.0
IND515134AAA,IND515201AAA,Carting,1.631578947368421,15,62.645900000000005,58.0,1.0
IND515134AAA,IND515591AAA,FTL,1.587797619047619,8,44.93195,48.0,1.0
IND515201AAA,IND515134AAA,Carting,1.7592592592592593,5,63.7012,60.0,1.0
IND515201AAA,IND515301AAA,Carting,2.7456709956709955,14,31.1112,21.5,1.0
IND515301AAA,IND561202AAB,Carting,1.7573529411764706,16,17.39235,17.0,1.0
IND515401AAB,IND515801AAA,FTL,2.4347826086956523,18,30.4481,22.0,1.0
IND515411AAA,IND516360AAB,FTL,2.073148974130241,2,78.65844999999999,58.0,1.0
IND515591AAA,IND516269AAA,FTL,1.6769230769230767,10,71.29515,65.0,1.0
IND515671AAA,IND515134AAA,FTL,1.5185185185185186,13,37.1088,35.0,1.0
IND515671AAA,IND515591AAA,FTL,2.6,1,79.4562,60.0,1.0
IND515761AAA,IND515004AAA,FTL,1.7735849056603774,19,57.668,53.0,1.0
IND515801AAA,IND515761AAA,FTL,2.083333333333333,1,94.8697,96.0,1.0
IND515801AAA,IND515865AAB,FTL,1.565700104493208,18,103.73349999999999,87.0,1.0
IND515865AAB,IND515761AAA,FTL,1.696969696969697,18,39.9959,32.0,1.0
IND516001AAA,IND516227AAA,FTL,1.7319611470860314,2,53.609899999999996,46.5,1.0
IND516101AAA,IND516115AAA,Carting,2.4791666666666665,18,36.104200000000006,25.5,1.0
IND516115AAA,IND517501AAB,Carting,2.227272727272727,17,90.1461,67.0,1.0
IND516227AAA,IND515004AAA,FTL,2.159491193737769,2,194.69715000000002,146.5,1.0
IND516269AAA,IND516390AAA,FTL,1.5921052631578947,15,82.3948,75.0,1.0
IND516360AAB,IND516001AAA,FTL,1.6129568106312293,2,53.0375,42.5,1.0
IND516390AAA,IND515004AAA,FTL,1.9404761904761905,15,99.5907,86.0,1.0
IND517325AAA,IND517408AAA,FTL,2.15625,1,46.6587,32.0,1.0
IND517501AAB,IND517583AAA,Carting,2.1538461538461537,19,34.6674,26.0,1.0
IND517501AAB,IND517644AAA,FTL,2.447619047619048,16,39.90905,32.0,1.0
IND517583AAA,IND516101AAA,Carting,2.145833333333333,19,68.0067,48.0,1.0
IND517644AAA,IND524132AAA,FTL,2.1142857142857143,15,45.097,35.0,1.0
IND518002AAA,IND501359AAE,FTL,1.84375,12,199.60555,143.5,1.0
IND518002AAA,IND509103AAB,FTL,7.120689655172414,2,76.32075,58.0,1.0
IND518002AAA,IND509124AAA,FTL,1.6,3,61.3278,47.0,1.0
IND518002AAA,IND518206AAA,FTL,22.56,1,57.683800000000005,50.0,1.0
IND518002AAA,IND518401AAA,FTL,1.7586206896551724,13,31.7487,31.0,1.0
IND518002AAA,IND518501AAA,FTL,1.5259216589861753,18,71.3009,56.5,1.0
IND518002AAA,IND562132AAA,FTL,1.5211267605633805,11,346.6438,285.0,1.0
IND518002AAA,IND584101AAA,FTL,1.7765957446808511,14,100.68424999999999,91.5,0.9285714285714286
IND518102AAA,IND518002AAA,FTL,1.9694656488549618,14,175.91154999999998,131.5,1.0
IND518124AAA,IND518002AAA,FTL,1.4788732394366195,1,80.2581,71.0,1.0
IND518124AAA,IND518206AAA,FTL,1.65,6,19.491799999999998,21.0,1.0
IND518206AAA,IND518002AAA,FTL,2.74,1,62.962900000000005,50.0,1.0
IND518206AAA,IND518222AAA,FTL,1.2666666666666666,4,35.9696,44.5,0.75
IND518222AAA,IND518002AAA,FTL,1.5135135135135136,5,54.0689,41.0,0.8
IND518401AAA,IND518422AAB,FTL,1.9416666666666664,12,35.06115,24.5,1.0
IND518422AAB,IND518102AAA,FTL,2.0455465587044532,14,108.5009,76.0,1.0
IND518501AAA,IND518124AAA,FTL,2.3448275862068964,15,37.8146,28.0,1.0
IND520011AAA,IND521185AAA,Carting,2.0,8,45.6232,32.0,1.0
IND521001AAA,IND521165AAA,FTL,1.807692307692308,3,36.5649,26.0,1.0
IND521001AAA,IND521225AAB,FTL,2.25,5,74.22810000000001,55.0,1.0
IND521105AAA,IND521333AAA,FTL,2.41540404040404,4,43.65745,44.0,1.0
IND521105AAA,IND534001AAA,FTL,1.941176470588235,4,18.16985,17.0,1.0
IND521165AAA,IND521225AAB,FTL,8.615384615384615,3,34.3613,26.0,1.0
IND521185AAA,IND520011AAA,Carting,1.7241379310344829,1,41.8469,29.0,1.0
IND521185AAA,IND521225AAB,Carting,2.227272727272727,7,58.609300000000005,44.0,1.0
IND521201AAA,IND521105AAA,FTL,1.736842105263158,3,22.3547,22.0,1.0
IND521225AAB,IND501359AAE,FTL,1.7843137254901962,11,316.01,255.0,1.0
IND521225AAB,IND507002AAA,FTL,1.8008620689655173,14,154.21025,115.0,1.0
IND521225AAB,IND521001AAA,FTL,2.830188679245283,1,72.8774,53.0,1.0
IND521225AAB,IND521165AAA,FTL,7.551724137931035,1,38.4822,29.0,1.0
IND521225AAB,IND521185AAA,Carting,2.0454545454545454,1,59.401,44.0,1.0
IND521225AAB,IND521201AAA,FTL,1.5660377358490567,21,52.8921,53.0,1.0
IND521225AAB,IND521301AAA,FTL,1.7333333333333334,19,61.3633,45.0,1.0
IND521225AAB,IND523002AAA,FTL,1.8130841121495327,3,140.60629999999998,107.0,1.0
IND521301AAA,IND521001AAA,FTL,1.8461538461538465,19,36.2957,25.0,1.0
IND521333AAA,IND521225AAB,FTL,2.522388059701492,14,94.2752,68.0,1.0
IND522647AAA,IND523201AAA,FTL,1.56,19,60.1131,50.0,1.0
IND523002AAA,IND523105AAA,FTL,4.785714285714286,1,54.0026,42.0,1.0
IND523002AAA,IND523226AAA,FTL,1.6842105263157894,5,20.5219,19.0,1.0
IND523002AAA,IND523230AAA,FTL,1.608695652173913,21,77.9876,69.0,1.0
IND523002AAA,IND523316AAB,FTL,2.225,1,93.528,80.0,1.0
IND523002AAA,IND600056AAB,FTL,1.7312252964426875,11,331.1279,253.0,1.0
IND523105AAA,IND524201AAA,FTL,1.3076923076923077,19,55.9065,41.0,0.7894736842105263
IND523201AAA,IND523002AAA,FTL,6.242456896551724,2,37.216300000000004,30.5,1.0
IND523226AAA,IND523316AAB,FTL,1.88135593220339,13,72.10289999999999,59.0,1.0
IND523230AAA,IND523105AAA,FTL,1.3829787234042554,19,47.224,44.0,1.0
IND523316AAB,IND522647AAA,FTL,1.6513468013468011,14,77.51745,54.0,1.0
IND524003AAA,IND501359AAE,FTL,1.6933701657458564,14,495.9099,361.5,1.0
IND524101AAB,IND517501AAB,FTL,2.126600284495021,16,98.97705,75.0,1.0
IND524132AAA,IND524101AAB,FTL,1.6714285714285713,14,39.838449999999995,36.0,1.0
IND524201AAA,IND523002AAA,FTL,1.1666666666666667,18,89.7765,70.5,0.3333333333333333
IND530012AAA,IND501359AAE,FTL,2.018396101488426,10,602.57915,433.0,1.0
IND530012AAA,IND530043AAA,Carting,2.888888888888889,13,21.653,18.0,1.0
IND530012AAA,IND531001AAA,Carting,2.0,5,23.4458,21.0,1.0
IND530012AAA,IND531036AAA,Carting,2.9722222222222223,1,38.9425,36.0,1.0
IND530012AAA,IND531162AAA,Carting,1.75,7,16.0947,16.0,1.0
IND530012AAA,IND532001AAB,Carting,1.763966049382716,24,111.87084999999999,82.0,1.0
IND530012AAA,IND533106AAA,FTL,1.699248120300752,2,181.73559999999998,133.0,1.0
IND530012AAA,IND535001AAA,Carting,4.96412037037037,2,67.01495,51.0,1.0
IND530012AAA,IND751002AAB,FTL,1.5799373040752351,3,445.6972,318.0,1.0
IND530012AAA,IND764001AAC,Carting,2.8263473053892216,3,231.3367,167.0,1.0
IND530012AAA,IND764020AAC,Carting,4.2631578947368425,1,211.1522,152.0,1.0
IND530012AAC,IND501359AAE,FTL,2.250574712643678,1,603.5103,435.0,1.0
IND530012AAC,IND533106AAA,FTL,1.8071649712516584,4,181.89405,133.5,1.0
IND530026AAA,IND531036AAA,Carting,2.8699596774193545,4,38.5391,31.0,1.0
IND530043AAA,IND530012AAA,Carting,5.9523809523809526,1,24.6676,21.0,1.0
IND530043AAA,IND531163AAA,Carting,1.6590909090909092,12,25.89195,22.0,1.0
IND531001AAA,IND530012AAA,Carting,8.636363636363637,1,24.7421,22.0,1.0
IND531001AAA,IND531116AAA,Carting,2.0,5,42.7166,37.0,1.0
IND531036AAA,IND530012AAA,Carting,2.360597439544808,4,40.00965,37.0,1.0
IND531116AAA,IND530012AAA,Carting,2.4444915254237287,4,67.6685,59.5,1.0
IND531116AAA,IND531001AAA,Carting,1.5348837209302326,1,48.3598,43.0,1.0
IND531163AAA,IND535001AAA,Carting,2.1818181818181817,13,26.788400000000003,21.0,1.0
IND532001AAB,IND530012AAA,Carting,2.101692484222605,22,114.7462,84.0,1.0
IND532001AAB,IND532127AAA,FTL,1.9333333333333331,21,34.429199999999994,30.0,1.0
IND532001AAB,IND532201AAA,FTL,2.5609756097560976,1,57.6639,41.0,1.0
IND532001AAB,IND532421AAA,FTL,3.0,19,27.0357,19.0,1.0
IND532127AAA,IND535591AAA,FTL,1.6744186046511629,21,48.597,43.0,1.0
IND532201AAA,IND532222AAA,FTL,1.72,20,27.589750000000002,24.0,1.0
IND532201AAA,IND761200AAA,FTL,1.170731707317073,1,31.4101,41.0,0.0
IND532222AAA,IND532001AAB,FTL,3.1587301587301586,1,88.9962,63.0,1.0
IND532222AAA,IND761200AAA,FTL,1.9508196721311477,11,59.5442,60.0,1.0
IND532421AAA,IND532201AAA,FTL,2.2,13,27.8023,20.0,1.0
IND532440AAA,IND532001AAB,FTL,1.5277777777777777,17,41.073,37.0,1.0
IND533003AAA,IND533106AAA,FTL,2.12,3,56.1647,50.0,1.0
IND533003AAA,IND533401AAA,FTL,1.9392097264437689,18,62.66395,48.0,1.0
IND533106AAA,IND501359AAE,FTL,2.1986531986531985,8,419.76765,298.0,1.0
IND533106AAA,IND530012AAA,FTL,1.7803030303030305,11,181.7005,132.0,1.0
IND533106AAA,IND533003AAA,FTL,4.160377358490566,2,60.48480000000001,53.0,1.0
IND533106AAA,IND533201AAA,FTL,2.7011494252873565,1,100.5016,87.0,1.0
IND533106AAA,IND533242AAA,FTL,3.056027306027306,4,94.4863,76.5,1.0
IND533106AAA,IND533262AAA,FTL,2.675531914893617,6,53.2187,46.5,1.0
IND533106AAA,IND533308AAB,FTL,3.636904761904762,14,33.004149999999996,27.5,1.0
IND533106AAA,IND534260AAC,FTL,3.433333333333333,5,72.3474,59.0,1.0
IND533201AAA,IND533242AAA,FTL,2.373809523809524,2,21.0756,14.5,1.0
IND533201AAA,IND533262AAA,FTL,1.973684210526316,9,46.47,39.0,1.0
IND533242AAA,IND533201AAA,FTL,2.2476190476190476,2,21.0233,14.5,1.0
IND533262AAA,IND533106AAA,FTL,1.8297872340425527,7,53.5628,47.0,1.0
IND533262AAA,IND533201AAA,FTL,2.0526315789473686,5,46.9324,39.0,1.0
IND533308AAB,IND533003AAA,FTL,1.6097560975609757,15,43.552800000000005,41.0,1.0
IND533308AAB,IND533106AAA,FTL,1.962962962962963,1,33.3582,27.0,1.0
IND533401AAA,IND533106AAA,FTL,2.2739726027397262,17,92.659,68.0,1.0
IND533401AAA,IND533308AAB,FTL,2.698795180722892,1,96.2851,83.0,1.0
IND534001AAA,IND521225AAB,FTL,2.2,1,63.769400000000005,50.0,1.0
IND534001AAA,IND521333AAA,FTL,1.7541666666666667,14,24.587400000000002,25.5,1.0
IND534260AAC,IND533106AAA,FTL,2.5815312682641727,4,71.5,58.0,1.0
IND535001AAA,IND530012AAA,Carting,3.5102915951972555,10,71.7734,56.0,1.0
IND535501AAB,IND532001AAB,FTL,1.9506172839506173,1,88.7522,81.0,1.0
IND535501AAB,IND532440AAA,FTL,1.5,17,45.971,42.0,1.0
IND535558AAA,IND535501AAB,FTL,1.565217391304348,20,25.7116,23.0,1.0
IND535591AAA,IND535558AAA,FTL,2.1333333333333333,3,19.0487,16.0,1.0
